"FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","P2_8","FAC_HOG","TLOC","REGION","P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2"
10927,7,1,184,1675,1,3679,4,1,1,2,1,1,1,3,1
10928,8,1,184,1675,4,3679,4,1,3,3,1,1,1,5,1
10929,9,1,184,1675,1,3679,4,1,3,5,1,2,2,2,1
10930,10,1,184,1675,1,3679,4,1,2,5,1,1,2,3,1
10931,11,1,184,1675,1,3679,4,1,1,3,1,1,1,3,1
10932,12,1,184,1675,3,3679,4,1,4,6,1,1,1,7,1
10933,13,1,184,1675,2,3679,4,1,3,4,1,1,2,5,1
10934,14,1,184,1675,0,3679,4,1,1,1,1,2,1,4,1
10935,17,1,184,1675,1,3679,4,1,3,4,2,1,1,4,1
10936,18,1,184,1675,1,3679,4,1,2,4,1,1,1,5,1
10937,19,1,184,1675,3,3679,4,1,2,4,1,2,1,3,1
10938,20,1,184,1675,2,3679,4,1,2,3,1,1,1,7,1
10939,1,1,184,1676,2,3685,4,1,2,3,1,1,1,4,2
10939,1,2,184,1676,2,3685,4,1,2,3,1,1,1,4,2
10940,2,1,184,1676,2,3685,4,1,1,1,1,2,1,3,1
10941,3,1,184,1676,2,3685,4,1,2,3,0,2,1,5,1
10942,4,1,184,1676,1,3685,4,1,2,3,1,2,2,3,1
10943,5,1,184,1676,2,3685,4,1,2,3,1,1,2,8,1
10944,6,1,184,1676,1,3685,4,1,3,5,2,1,1,4,1
10945,7,1,184,1676,1,3685,4,1,2,3,1,1,1,5,1
10946,8,1,184,1676,0,3685,4,1,1,2,1,1,1,2,1
10947,9,1,184,1676,1,3685,4,1,1,2,0,2,2,4,1
10948,10,1,184,1676,2,3685,4,1,2,2,1,1,1,3,1
10949,11,1,184,1676,0,3685,4,1,2,4,1,1,1,3,1
10950,12,1,184,1676,3,3685,4,1,2,4,0,2,2,5,1
10951,13,1,184,1676,3,3685,4,1,1,3,0,2,1,5,1
10952,14,1,184,1676,2,3685,4,1,3,4,0,2,1,4,1
10953,15,1,184,1676,1,3685,4,1,2,4,0,2,1,4,1
10954,16,1,184,1676,2,3685,4,1,2,3,1,2,1,10,1
10955,17,1,184,1676,2,3685,4,1,2,4,0,2,1,8,1
10956,18,1,184,1676,2,3685,4,1,1,1,1,2,1,5,1
10957,19,1,184,1676,2,3685,4,1,2,3,1,1,1,4,1
10958,20,1,184,1676,0,3685,4,1,1,3,1,2,2,1,1
10959,1,1,192,1677,1,1513,1,6,1,7,5,1,1,4,1
10960,2,1,192,1677,2,1513,1,6,2,3,1,1,1,4,1
10961,4,1,192,1677,2,1513,1,6,3,4,2,2,1,6,1
10962,5,1,192,1677,2,1513,1,6,1,1,0,2,2,3,1
10963,2,1,192,1678,1,1163,1,6,1,3,1,2,1,4,1
10964,3,1,192,1678,2,1163,1,6,3,4,1,1,1,4,1
10965,4,1,192,1678,1,1163,1,6,3,5,1,1,1,1,1
10966,5,1,192,1678,1,1163,1,6,3,5,1,1,1,5,1
10967,1,1,193,1679,1,1529,1,6,2,3,2,2,2,1,1
10968,2,1,193,1679,2,1529,1,6,2,4,1,2,2,2,1
10969,3,1,193,1679,1,1529,1,6,1,2,1,2,2,1,1
10970,4,1,193,1679,2,1529,1,6,2,3,1,2,2,2,1
10971,5,1,193,1679,2,1529,1,6,1,1,1,2,2,5,1
10972,1,1,192,1680,1,1480,1,6,1,2,1,2,1,5,1
10973,3,1,192,1680,2,1480,1,6,2,4,0,2,1,5,1
10974,4,1,192,1680,2,1480,1,6,3,5,4,1,2,3,1
10975,5,1,192,1680,1,1480,1,6,1,1,0,2,2,1,1
10976,1,1,193,1681,1,1538,1,6,2,5,1,2,1,1,1
10977,2,1,193,1681,2,1538,1,6,2,4,1,2,1,3,1
10978,3,1,193,1681,1,1538,1,6,2,3,1,2,1,4,1
10979,4,1,193,1681,2,1538,1,6,2,4,1,2,1,4,1
10980,1,1,192,1682,1,1525,1,6,1,1,1,2,2,1,1
10981,2,1,192,1682,1,1525,1,6,1,4,1,2,1,6,1
10982,3,1,192,1682,2,1525,1,6,1,1,0,2,1,3,1
10983,4,1,192,1682,2,1525,1,6,3,7,2,1,1,4,1
10984,5,1,192,1682,0,1525,1,6,3,5,2,2,1,2,1
10985,1,1,192,1683,2,1612,1,6,3,4,3,1,1,4,1
10986,3,1,192,1683,1,1612,1,6,3,4,1,2,1,5,1
10987,4,1,192,1683,0,1612,1,6,3,5,1,2,1,3,1
10988,5,1,192,1683,2,1612,1,6,3,4,1,1,1,5,1
10989,2,1,193,1684,2,1759,1,6,2,4,1,2,2,3,1
10990,3,1,193,1684,1,1759,1,6,2,3,2,2,1,4,1
10991,4,1,193,1684,1,1759,1,6,2,4,2,1,1,2,1
10992,5,1,193,1684,4,1759,1,6,3,5,1,1,1,4,1
10993,1,1,194,1685,2,831,1,6,2,6,1,2,1,4,1
10994,2,1,194,1685,3,831,1,6,4,4,1,2,1,4,1
10995,5,1,194,1685,2,831,1,6,2,7,3,1,1,2,1
10996,1,1,192,1686,1,1523,1,6,2,4,2,2,2,4,1
10997,3,1,192,1686,2,1523,1,6,2,4,1,1,2,3,1
10998,4,1,192,1686,1,1523,1,6,2,4,1,1,1,3,1
10999,5,1,192,1686,1,1523,1,6,3,4,1,2,2,5,1
11000,2,1,193,1687,2,969,1,6,3,4,2,1,1,4,1
11001,3,1,193,1687,1,969,1,6,1,4,1,1,1,2,1
11002,4,1,193,1687,1,969,1,6,4,6,3,1,1,1,1
11003,5,1,193,1687,0,969,1,6,2,4,2,2,2,2,1
11004,3,1,192,1688,3,1844,1,6,4,7,3,1,1,8,1
11005,4,1,192,1688,2,1844,1,6,3,4,1,1,1,5,1
11006,5,1,192,1688,2,1844,1,6,3,5,1,2,1,7,2
11006,5,2,192,1688,1,1844,1,6,3,5,1,2,1,7,2
11007,1,1,194,1689,3,1697,1,6,2,5,1,1,1,6,1
11008,2,1,194,1689,1,1697,1,6,3,6,2,1,1,4,1
11009,3,1,194,1689,1,1697,1,6,2,4,1,1,1,1,1
11010,4,1,194,1689,3,1697,1,6,4,7,4,1,1,6,1
11011,5,1,194,1689,2,1697,1,6,1,4,1,1,1,2,1
11012,3,1,194,1690,1,1522,1,6,1,2,2,2,1,3,1
11013,4,1,194,1690,2,1522,1,6,3,6,2,1,1,4,1
11014,5,1,194,1690,1,1522,1,6,2,3,2,2,1,2,1
11015,1,1,188,1691,0,1628,2,6,2,7,2,1,1,4,1
11016,2,1,188,1691,2,1628,2,6,3,6,1,1,1,6,1
11017,3,1,188,1691,2,1628,2,6,2,4,1,1,1,3,1
11018,4,1,188,1691,0,1628,2,6,3,5,2,1,1,2,1
11019,6,1,188,1691,4,1628,2,6,2,3,1,2,1,4,1
11020,7,1,188,1691,1,1628,2,6,3,6,0,2,1,1,1
11021,8,1,188,1691,1,1628,2,6,1,4,1,2,2,1,1
11022,9,1,188,1691,3,1628,2,6,3,5,3,1,2,3,1
11023,10,1,188,1691,1,1628,2,6,3,6,2,1,1,2,1
11024,11,1,188,1691,1,1628,2,6,1,3,2,1,1,4,1
11025,12,1,188,1691,2,1628,2,6,3,5,4,1,1,4,1
11026,13,1,188,1691,0,1628,2,6,2,4,1,2,2,2,1
11027,16,1,188,1691,1,1628,2,6,2,2,1,1,1,3,1
11028,18,1,188,1691,1,1628,2,6,1,2,1,1,1,3,1
11029,19,1,188,1691,1,1628,2,6,2,5,2,1,1,3,1
11030,20,1,188,1691,1,1628,2,6,2,4,1,1,1,5,1
11031,1,1,188,1692,1,1555,2,6,1,5,2,1,2,2,1
11032,2,1,188,1692,1,1555,2,6,1,2,1,2,2,2,1
11033,3,1,188,1692,3,1555,2,6,2,4,1,2,2,4,1
11034,4,1,188,1692,1,1555,2,6,1,1,1,2,2,1,1
11035,5,1,188,1692,1,1555,2,6,1,2,1,2,2,1,1
11036,6,1,188,1692,2,1555,2,6,2,4,2,1,1,3,1
11037,7,1,188,1692,1,1555,2,6,2,3,0,2,2,5,1
11038,8,1,188,1692,2,1555,2,6,1,1,0,2,1,3,1
11039,10,1,188,1692,1,1555,2,6,1,1,1,2,2,5,1
11040,11,1,188,1692,1,1555,2,6,2,4,1,2,1,1,1
11041,12,1,188,1692,1,1555,2,6,1,2,0,2,2,1,1
11042,13,1,188,1692,1,1555,2,6,2,5,3,1,2,2,1
11043,14,1,188,1692,1,1555,2,6,2,2,1,2,2,4,1
11044,15,1,188,1692,2,1555,2,6,3,5,2,1,1,4,1
11045,16,1,188,1692,2,1555,2,6,4,8,3,1,1,6,1
11046,17,1,188,1692,1,1555,2,6,2,4,1,2,1,4,1
11047,18,1,188,1692,1,1555,2,6,1,1,1,2,1,3,1
11048,19,1,188,1692,0,1555,2,6,2,4,2,2,1,2,1
11049,20,1,188,1692,5,1555,2,6,4,7,3,1,1,6,1
11050,1,1,188,1693,1,1484,2,6,2,4,1,1,1,4,1
11051,2,1,188,1693,1,1484,2,6,2,4,1,2,1,4,1
11052,5,1,188,1693,2,1484,2,6,2,4,2,1,1,5,1
11053,6,1,188,1693,1,1484,2,6,1,3,1,2,2,1,1
11054,7,1,188,1693,0,1484,2,6,1,3,1,2,2,1,1
11055,8,1,188,1693,0,1484,2,6,1,4,0,2,1,1,1
11056,9,1,188,1693,2,1484,2,6,2,3,1,2,1,6,1
11057,10,1,188,1693,1,1484,2,6,1,1,0,2,2,5,1
11058,11,1,188,1693,1,1484,2,6,1,3,1,2,1,3,1
11059,13,1,188,1693,2,1484,2,6,2,4,2,1,1,4,1
11060,14,1,188,1693,2,1484,2,6,4,6,2,1,1,4,1
11061,15,1,188,1693,1,1484,2,6,2,4,3,2,1,2,1
11062,16,1,188,1693,2,1484,2,6,2,4,1,2,2,4,1
11063,17,1,188,1693,2,1484,2,6,2,6,3,1,1,7,1
11064,18,1,188,1693,1,1484,2,6,4,6,1,1,1,8,1
11065,19,1,188,1693,2,1484,2,6,1,3,2,2,1,2,1
11066,2,1,188,1694,1,1873,2,6,2,3,1,2,1,3,1
11067,3,1,188,1694,2,1873,2,6,1,3,1,2,1,2,1
11068,5,1,188,1694,1,1873,2,6,1,4,1,1,1,4,1
11069,6,1,188,1694,1,1873,2,6,1,2,0,2,2,3,1
11070,7,1,188,1694,1,1873,2,6,2,4,0,2,1,4,1
11071,8,1,188,1694,2,1873,2,6,1,2,1,1,2,4,1
11072,9,1,188,1694,1,1873,2,6,3,6,2,2,2,2,1
11073,10,1,188,1694,4,1873,2,6,2,6,1,2,1,5,1
11074,11,1,188,1694,1,1873,2,6,2,5,2,1,1,4,1
11075,12,1,188,1694,2,1873,2,6,2,5,1,1,1,4,1
11076,13,1,188,1694,1,1873,2,6,1,3,1,2,2,4,1
11077,14,1,188,1694,1,1873,2,6,2,3,0,2,2,4,1
11078,15,1,188,1694,1,1873,2,6,1,2,0,2,2,5,1
11079,16,1,188,1694,4,1873,2,6,4,5,2,1,2,7,1
11080,17,1,188,1694,1,1873,2,6,1,1,1,2,2,3,1
11081,18,1,188,1694,2,1873,2,6,2,4,2,1,1,4,1
11082,20,1,188,1694,1,1873,2,6,2,4,1,2,1,2,1
11083,1,1,189,1695,1,1830,3,6,1,2,1,2,2,1,1
11084,2,1,189,1695,1,1830,3,6,2,4,4,2,2,4,1
11085,3,1,189,1695,3,1830,3,6,4,6,1,1,1,6,1
11086,4,1,189,1695,3,1830,3,6,2,5,2,2,1,7,1
11087,5,1,189,1695,0,1830,3,6,1,4,1,2,1,2,1
11088,6,1,189,1695,0,1830,3,6,2,5,1,2,1,3,1
11089,7,1,189,1695,1,1830,3,6,1,5,0,2,2,1,1
11090,8,1,189,1695,0,1830,3,6,1,3,0,2,2,1,1
11091,9,1,189,1695,1,1830,3,6,3,6,0,2,1,4,1
11092,10,1,189,1695,0,1830,3,6,3,4,0,2,2,5,1
11093,11,1,189,1695,2,1830,3,6,3,7,2,1,1,5,1
11094,12,1,189,1695,3,1830,3,6,3,4,2,1,1,5,1
11095,13,1,189,1695,1,1830,3,6,2,5,1,2,1,3,1
11096,14,1,189,1695,0,1830,3,6,2,4,2,2,1,2,1
11097,15,1,189,1695,0,1830,3,6,1,5,1,2,2,1,1
11098,16,1,189,1695,2,1830,3,6,2,4,1,2,2,3,1
11099,17,1,189,1695,3,1830,3,6,3,5,0,2,2,6,1
11100,18,1,189,1695,1,1830,3,6,2,4,0,2,2,1,1
11101,19,1,189,1695,1,1830,3,6,1,4,2,2,2,5,1
11102,20,1,189,1695,2,1830,3,6,1,4,1,2,1,2,1
11103,1,1,189,1696,1,1410,3,6,1,2,1,2,1,2,1
11104,2,1,189,1696,2,1410,3,6,4,8,2,1,1,5,1
11105,3,1,189,1696,1,1410,3,6,1,2,1,2,1,1,1
11106,4,1,189,1696,1,1410,3,6,3,5,2,1,1,4,1
11107,6,1,189,1696,0,1410,3,6,1,3,0,2,2,1,1
11108,7,1,189,1696,1,1410,3,6,1,4,1,1,1,1,1
11109,8,1,189,1696,3,1410,3,6,2,3,1,2,1,4,1
11110,9,1,189,1696,2,1410,3,6,1,3,1,1,1,3,1
11111,10,1,189,1696,1,1410,3,6,2,3,1,1,1,3,1
11112,11,1,189,1696,2,1410,3,6,1,2,1,2,1,2,1
11113,12,1,189,1696,2,1410,3,6,2,5,1,1,1,3,1
11114,13,1,189,1696,3,1410,3,6,2,4,1,2,1,6,1
11115,14,1,189,1696,2,1410,3,6,2,4,1,1,2,4,1
11116,15,1,189,1696,1,1410,3,6,2,3,2,2,1,5,1
11117,16,1,189,1696,2,1410,3,6,2,4,2,1,1,5,1
11118,17,1,189,1696,2,1410,3,6,2,3,2,1,2,4,1
11119,19,1,189,1696,2,1410,3,6,3,4,3,1,1,4,1
11120,20,1,189,1696,1,1410,3,6,2,4,1,2,1,4,1
11121,1,1,189,1697,1,2027,3,6,2,4,1,2,2,6,1
11122,2,1,189,1697,1,2027,3,6,1,6,1,2,2,1,1
11123,3,1,189,1697,2,2027,3,6,2,4,1,1,2,2,1
11124,5,1,189,1697,1,2027,3,6,1,2,0,2,2,2,1
11125,6,1,189,1697,1,2027,3,6,1,1,0,2,2,2,1
11126,7,1,189,1697,2,2027,3,6,2,3,0,2,2,2,1
11127,8,1,189,1697,2,2027,3,6,3,4,1,2,1,8,1
11128,9,1,189,1697,1,2027,3,6,2,6,3,2,1,3,1
11129,10,1,189,1697,1,2027,3,6,2,3,0,2,1,5,1
11130,11,1,189,1697,0,2027,3,6,1,1,0,2,2,1,1
11131,13,1,189,1697,3,2027,3,6,3,4,2,2,1,6,1
11132,14,1,189,1697,2,2027,3,6,1,2,2,1,2,4,1
11133,15,1,189,1697,2,2027,3,6,1,3,1,2,1,4,1
11134,16,1,189,1697,1,2027,3,6,3,6,2,1,2,5,1
11135,17,1,189,1697,0,2027,3,6,2,3,0,2,2,2,1
11136,18,1,189,1697,1,2027,3,6,1,2,0,2,2,6,1
11137,19,1,189,1697,0,2027,3,6,1,2,0,2,2,1,1
11138,20,1,189,1697,1,2027,3,6,1,1,0,2,2,3,1
11139,1,1,189,1698,2,2079,3,6,1,3,1,2,2,4,1
11140,2,1,189,1698,1,2079,3,6,1,5,1,2,1,3,1
11141,3,1,189,1698,1,2079,3,6,2,2,1,2,1,6,1
11142,4,1,189,1698,2,2079,3,6,2,4,0,2,1,5,1
11143,5,1,189,1698,2,2079,3,6,3,6,0,2,2,4,1
11144,6,1,189,1698,1,2079,3,6,2,5,0,2,2,3,1
11145,7,1,189,1698,2,2079,3,6,2,4,1,2,2,3,1
11146,8,1,189,1698,1,2079,3,6,2,4,0,2,1,2,1
11147,9,1,189,1698,2,2079,3,6,3,4,1,1,1,5,1
11148,10,1,189,1698,1,2079,3,6,1,3,0,2,1,3,1
11149,11,1,189,1698,1,2079,3,6,2,3,1,2,2,5,1
11150,12,1,189,1698,1,2079,3,6,2,3,1,2,2,4,1
11151,13,1,189,1698,1,2079,3,6,1,2,0,2,1,5,1
11152,14,1,189,1698,1,2079,3,6,2,3,0,2,2,3,1
11153,15,1,189,1698,1,2079,3,6,2,4,2,2,1,5,1
11154,16,1,189,1698,1,2079,3,6,2,4,0,2,2,8,1
11155,18,1,189,1698,4,2079,3,6,3,5,2,1,1,6,1
11156,19,1,189,1698,1,2079,3,6,1,4,0,2,2,5,1
11157,20,1,189,1698,2,2079,3,6,3,4,1,2,2,5,1
11158,1,1,192,1699,0,1930,3,6,3,4,2,2,2,3,1
11159,2,1,192,1699,1,1930,3,6,1,1,1,2,1,1,1
11160,3,1,192,1699,2,1930,3,6,3,4,3,2,1,4,1
11161,5,1,192,1699,2,1930,3,6,2,5,0,2,1,4,1
11162,1,1,192,1700,1,1544,1,6,1,1,1,1,1,1,1
11163,3,1,192,1700,2,1544,1,6,3,4,1,2,1,4,1
11164,4,1,192,1700,1,1544,1,6,1,1,0,2,1,3,1
11165,5,1,192,1700,3,1544,1,6,2,4,2,2,1,6,1
11166,1,1,192,1701,1,1711,1,6,2,4,1,1,1,3,1
11167,2,1,192,1701,2,1711,1,6,2,3,2,1,1,4,1
11168,3,1,192,1701,2,1711,1,6,1,2,1,2,1,3,1
11169,4,1,192,1701,1,1711,1,6,1,3,2,2,1,2,1
11170,5,1,192,1701,1,1711,1,6,2,3,2,1,1,4,1
11171,1,1,190,1702,4,2221,4,6,4,4,0,2,2,8,1
11172,2,1,190,1702,2,2221,4,6,2,4,0,2,2,4,1
11173,3,1,190,1702,2,2221,4,6,2,3,0,2,2,6,1
11174,4,1,190,1702,1,2221,4,6,2,3,0,2,2,5,1
11175,5,1,190,1702,1,2221,4,6,2,4,1,2,2,5,1
11176,6,1,190,1702,0,2221,4,6,1,2,0,1,2,1,1
11177,7,1,190,1702,2,2221,4,6,3,5,0,2,1,7,1
11178,8,1,190,1702,1,2221,4,6,2,3,1,1,2,6,1
11179,9,1,190,1702,3,2221,4,6,2,4,0,2,2,6,1
11180,10,1,190,1702,1,2221,4,6,2,3,0,2,2,4,1
11181,11,1,190,1702,2,2221,4,6,2,3,1,1,1,4,1
11182,12,1,190,1702,1,2221,4,6,1,1,0,2,2,1,1
11183,13,1,190,1702,2,2221,4,6,3,5,2,2,2,5,1
11184,14,1,190,1702,1,2221,4,6,2,3,1,2,1,3,1
11185,15,1,190,1702,1,2221,4,6,1,2,1,2,2,4,1
11186,16,1,190,1702,2,2221,4,6,1,2,1,2,1,3,1
11187,17,1,190,1702,0,2221,4,6,2,3,0,2,2,2,1
11188,18,1,190,1702,3,2221,4,6,2,4,0,2,2,7,1
11189,19,1,190,1702,2,2221,4,6,2,4,2,2,2,4,1
11190,20,1,190,1702,1,2221,4,6,1,5,0,2,2,6,1
11191,1,1,191,1703,1,2349,4,6,2,3,1,2,1,4,1
11192,2,1,191,1703,3,2349,4,6,4,6,1,2,1,5,1
11193,3,1,191,1703,2,2349,4,6,2,3,1,2,1,5,1
11194,4,1,191,1703,4,2349,4,6,4,5,2,1,1,7,1
11195,5,1,191,1703,2,2349,4,6,2,5,2,1,1,3,1
11196,6,1,191,1703,1,2349,4,6,2,4,1,2,2,3,1
11197,7,1,191,1703,2,2349,4,6,2,3,1,1,1,4,1
11198,8,1,191,1703,1,2349,4,6,2,3,1,2,2,5,1
11199,9,1,191,1703,2,2349,4,6,3,6,1,2,2,5,1
11200,10,1,191,1703,1,2349,4,6,2,4,1,2,2,5,1
11201,11,1,191,1703,1,2349,4,6,1,4,1,1,2,4,1
11202,12,1,191,1703,1,2349,4,6,2,4,0,2,2,4,1
11203,13,1,191,1703,1,2349,4,6,2,4,0,2,2,4,1
11204,14,1,191,1703,1,2349,4,6,2,3,0,2,2,6,1
11205,15,1,191,1703,3,2349,4,6,3,5,1,2,2,4,1
11206,16,1,191,1703,2,2349,4,6,2,4,3,1,1,2,1
11207,17,1,191,1703,2,2349,4,6,2,3,1,2,2,4,1
11208,18,1,191,1703,0,2349,4,6,2,4,1,2,2,2,1
11209,19,1,191,1703,2,2349,4,6,2,3,1,1,2,4,1
11210,20,1,191,1703,3,2349,4,6,3,4,1,2,2,7,1
11211,1,1,190,1704,1,2055,4,6,1,2,0,2,2,1,1
11212,2,1,190,1704,1,2055,4,6,1,5,0,1,1,2,1
11213,3,1,190,1704,2,2055,4,6,2,3,0,2,2,4,1
11214,4,1,190,1704,2,2055,4,6,2,4,1,2,2,6,1
11215,5,1,190,1704,2,2055,4,6,2,3,1,2,2,7,1
11216,6,1,190,1704,2,2055,4,6,2,4,1,1,1,4,1
11217,7,1,190,1704,3,2055,4,6,3,4,2,2,2,6,1
11218,8,1,190,1704,2,2055,4,6,1,1,1,2,2,4,1
11219,9,1,190,1704,1,2055,4,6,1,4,1,1,2,4,1
11220,10,1,190,1704,1,2055,4,6,1,1,0,2,2,1,1
11221,11,1,190,1704,1,2055,4,6,1,1,0,2,2,4,1
11222,12,1,190,1704,1,2055,4,6,1,2,0,2,2,1,1
11223,13,1,190,1704,3,2055,4,6,3,5,1,2,1,4,1
11224,14,1,190,1704,2,2055,4,6,3,4,1,1,1,5,1
11225,15,1,190,1704,3,2055,4,6,3,5,0,1,2,4,1
11226,16,1,190,1704,2,2055,4,6,3,5,0,2,1,5,1
11227,17,1,190,1704,1,2055,4,6,2,3,0,2,2,3,1
11228,18,1,190,1704,3,2055,4,6,4,5,0,2,2,6,1
11229,19,1,190,1704,1,2055,4,6,1,2,1,2,2,4,1
11230,20,1,190,1704,1,2055,4,6,1,1,0,2,2,4,1
11231,1,1,190,1705,1,2124,4,6,3,4,1,2,2,3,1
11232,2,1,190,1705,1,2124,4,6,2,5,1,2,2,3,1
11233,3,1,190,1705,2,2124,4,6,4,9,2,1,1,6,1
11234,5,1,190,1705,1,2124,4,6,2,4,1,1,1,4,1
11235,6,1,190,1705,1,2124,4,6,2,4,1,1,1,3,1
11236,7,1,190,1705,1,2124,4,6,1,4,1,1,2,3,1
11237,8,1,190,1705,2,2124,4,6,3,4,1,1,2,5,1
11238,9,1,190,1705,1,2124,4,6,1,1,0,2,2,1,1
11239,10,1,190,1705,1,2124,4,6,1,3,0,2,2,1,1
11240,11,1,190,1705,1,2124,4,6,1,2,0,2,2,4,1
11241,13,1,190,1705,1,2124,4,6,1,1,0,2,2,1,1
11242,14,1,190,1705,3,2124,4,6,3,5,0,2,2,8,1
11243,15,1,190,1705,1,2124,4,6,1,1,0,2,2,1,1
11244,16,1,190,1705,2,2124,4,6,1,1,0,2,2,8,1
11245,17,1,190,1705,3,2124,4,6,2,2,1,2,2,5,1
11246,18,1,190,1705,1,2124,4,6,2,2,3,2,2,3,1
11247,19,1,190,1705,3,2124,4,6,3,5,0,1,2,4,1
11248,20,1,190,1705,0,2124,4,6,1,3,1,2,2,1,1
11249,1,1,191,1706,1,2335,4,6,2,4,1,2,1,4,1
11250,2,1,191,1706,0,2335,4,6,3,5,2,1,2,2,1
11251,3,1,191,1706,1,2335,4,6,3,5,1,1,2,2,1
11252,4,1,191,1706,1,2335,4,6,1,4,2,2,1,4,1
11253,5,1,191,1706,2,2335,4,6,1,4,1,1,1,4,1
11254,6,1,191,1706,2,2335,4,6,2,4,0,1,2,7,1
11255,7,1,191,1706,2,2335,4,6,2,6,0,2,2,6,1
11256,8,1,191,1706,2,2335,4,6,1,2,0,2,2,3,1
11257,9,1,191,1706,2,2335,4,6,2,4,0,2,2,5,1
11258,10,1,191,1706,2,2335,4,6,2,4,1,2,2,4,1
11259,11,1,191,1706,3,2335,4,6,3,5,2,2,1,8,1
11260,12,1,191,1706,1,2335,4,6,2,4,1,2,2,2,1
11261,13,1,191,1706,1,2335,4,6,2,5,0,2,2,3,1
11262,14,1,191,1706,1,2335,4,6,2,4,1,1,2,4,1
11263,15,1,191,1706,1,2335,4,6,1,3,0,2,2,3,1
11264,16,1,191,1706,1,2335,4,6,3,6,1,2,1,5,1
11265,17,1,191,1706,1,2335,4,6,2,3,2,2,2,5,1
11266,18,1,191,1706,1,2335,4,6,1,3,1,2,2,3,1
11267,19,1,191,1706,1,2335,4,6,3,5,0,2,2,5,1
11268,20,1,191,1706,2,2335,4,6,1,3,1,1,1,2,1
11269,1,1,191,1707,1,1118,4,6,1,3,1,2,1,1,1
11270,3,1,191,1707,1,1118,4,6,2,5,1,2,1,2,1
11271,5,1,191,1707,2,1118,4,6,3,5,1,2,1,4,1
11272,6,1,191,1707,3,1118,4,6,2,5,1,1,1,5,1
11273,7,1,191,1707,2,1118,4,6,2,4,1,1,1,4,1
11274,10,1,191,1707,1,1118,4,6,2,4,1,2,2,4,1
11275,12,1,191,1707,4,1118,4,6,4,5,1,2,1,6,1
11276,13,1,191,1707,1,1118,4,6,2,4,1,1,2,2,1
11277,15,1,191,1707,2,1118,4,6,2,3,1,2,2,4,1
11278,16,1,191,1707,1,1118,4,6,2,3,1,2,2,4,1
11279,17,1,191,1707,3,1118,4,6,2,2,1,2,2,3,1
11280,18,1,191,1707,3,1118,4,6,2,2,1,2,1,4,1
11281,20,1,191,1707,1,1118,4,6,2,3,1,2,2,1,1
11282,1,1,190,1708,1,1868,4,6,3,5,1,2,2,2,1
11283,2,1,190,1708,0,1868,4,6,3,7,3,1,1,3,1
11284,3,1,190,1708,1,1868,4,6,1,3,1,2,1,4,1
11285,4,1,190,1708,1,1868,4,6,1,4,1,2,1,1,1
11286,5,1,190,1708,2,1868,4,6,1,3,1,2,2,4,1
11287,6,1,190,1708,2,1868,4,6,1,2,0,2,1,4,1
11288,7,1,190,1708,1,1868,4,6,4,6,0,2,1,4,1
11289,9,1,190,1708,1,1868,4,6,2,4,0,2,2,5,1
11290,11,1,190,1708,2,1868,4,6,2,3,0,2,2,2,1
11291,13,1,190,1708,2,1868,4,6,3,4,0,2,2,3,1
11292,14,1,190,1708,2,1868,4,6,2,3,0,2,2,4,1
11293,15,1,190,1708,1,1868,4,6,1,2,0,2,2,3,1
11294,16,1,190,1708,0,1868,4,6,2,5,1,2,2,2,1
11295,17,1,190,1708,1,1868,4,6,1,4,1,2,2,3,1
11296,18,1,190,1708,1,1868,4,6,2,3,0,2,2,5,1
11297,19,1,190,1708,1,1868,4,6,3,3,1,2,1,2,1
11298,20,1,190,1708,1,1868,4,6,2,2,1,1,1,3,1
11299,1,1,190,1709,1,2029,4,6,2,4,1,2,2,4,1
11300,2,1,190,1709,1,2029,4,6,2,4,1,2,2,3,1
11301,3,1,190,1709,1,2029,4,6,2,3,0,2,2,2,1
11302,4,1,190,1709,3,2029,4,6,3,5,0,2,2,7,1
11303,5,1,190,1709,1,2029,4,6,2,4,2,2,1,2,1
11304,7,1,190,1709,1,2029,4,6,1,4,2,1,2,1,1
11305,8,1,190,1709,1,2029,4,6,2,4,1,1,1,4,1
11306,10,1,190,1709,2,2029,4,6,2,3,0,2,1,4,1
11307,11,1,190,1709,1,2029,4,6,2,4,2,1,2,3,1
11308,12,1,190,1709,1,2029,4,6,1,1,0,2,2,5,1
11309,14,1,190,1709,2,2029,4,6,2,4,0,2,2,4,1
11310,15,1,190,1709,4,2029,4,6,2,3,1,2,2,7,1
11311,16,1,190,1709,2,2029,4,6,1,1,0,2,2,3,1
11312,17,1,190,1709,1,2029,4,6,3,4,0,1,2,2,1
11313,18,1,190,1709,2,2029,4,6,2,3,0,2,2,3,1
11314,19,1,190,1709,1,2029,4,6,1,2,1,2,2,4,1
11315,1,1,199,1710,1,1729,1,2,2,5,1,1,1,2,1
11316,2,1,199,1710,0,1729,1,2,2,3,1,1,2,2,1
11317,3,1,199,1710,2,1729,1,2,3,5,1,1,1,3,1
11318,4,1,199,1710,1,1729,1,2,2,5,2,2,1,3,1
11319,5,1,199,1710,1,1729,1,2,1,5,2,1,1,2,1
11320,1,1,199,1711,1,2247,1,2,1,3,1,1,1,1,1
11321,2,1,199,1711,2,2247,1,2,2,3,1,2,1,3,1
