"VIV_SEL","HOGAR","N_REN","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FACTOR"
3,1,3,1,2,13,3,227,901771,5532
3,1,4,1,1,12,3,227,901771,5532
3,1,5,1,1,10,3,227,901771,5532
4,1,1,1,2,58,3,227,901771,5532
5,1,1,1,1,60,3,227,901771,5532
5,1,2,1,2,59,3,227,901771,5532
5,1,3,1,2,29,3,227,901771,5532
5,1,4,1,1,3,3,227,901771,5532
1,1,1,1,2,67,3,228,904849,6163
1,1,2,1,2,37,3,228,904849,6163
1,1,3,1,1,40,3,228,904849,6163
1,1,4,1,1,14,3,228,904849,6163
1,1,5,1,1,10,3,228,904849,6163
3,1,1,1,1,34,3,228,904849,6163
3,1,2,1,2,30,3,228,904849,6163
3,1,3,1,2,11,3,228,904849,6163
3,1,4,1,2,9,3,228,904849,6163
3,1,5,1,2,6,3,228,904849,6163
3,1,6,1,1,1,3,228,904849,6163
4,1,1,1,1,42,3,228,904849,6163
4,1,2,1,2,85,3,228,904849,6163
5,1,1,1,2,66,3,228,904849,6163
5,1,2,1,2,41,3,228,904849,6163
5,1,3,1,2,38,3,228,904849,6163
5,1,4,1,2,37,3,228,904849,6163
5,1,5,1,1,10,3,228,904849,6163
1,1,1,1,1,45,2,229,905471,6858
1,1,2,1,2,50,2,229,905471,6858
1,1,3,1,1,17,2,229,905471,6858
1,1,4,1,2,12,2,229,905471,6858
1,1,5,1,2,3,2,229,905471,6858
2,1,1,1,1,67,2,229,905471,6858
2,1,2,1,2,63,2,229,905471,6858
4,1,1,1,1,37,2,229,905471,6858
4,1,2,1,2,38,2,229,905471,6858
5,1,1,1,1,28,2,229,905471,6858
5,1,2,1,2,28,2,229,905471,6858
5,1,3,1,2,2,2,229,905471,6858
1,1,1,1,2,45,2,230,905734,6451
1,1,2,1,2,23,2,230,905734,6451
1,1,3,1,1,19,2,230,905734,6451
1,1,4,1,1,1,2,230,905734,6451
3,1,1,1,2,61,2,230,905734,6451
3,1,2,1,2,28,2,230,905734,6451
3,1,3,1,2,30,2,230,905734,6451
4,1,1,1,1,36,2,230,905734,6451
4,1,2,1,2,31,2,230,905734,6451
4,1,3,1,2,11,2,230,905734,6451
4,1,4,1,1,1,2,230,905734,6451
5,1,1,1,2,28,2,230,905734,6451
5,1,2,1,2,28,2,230,905734,6451
5,1,3,1,2,30,2,230,905734,6451
2,1,1,1,2,59,2,231,905791,5544
2,1,2,1,2,32,2,231,905791,5544
2,1,3,1,1,29,2,231,905791,5544
2,1,4,1,1,6,2,231,905791,5544
2,1,5,1,1,8,2,231,905791,5544
2,1,6,1,2,19,2,231,905791,5544
3,1,1,1,1,23,2,231,905791,5544
3,1,2,1,2,42,2,231,905791,5544
3,1,3,1,1,18,2,231,905791,5544
3,1,4,1,2,7,2,231,905791,5544
4,1,1,1,1,35,2,231,905791,5544
4,1,2,1,2,34,2,231,905791,5544
4,1,3,1,2,6,2,231,905791,5544
5,1,1,1,1,75,2,231,905791,5544
5,1,2,1,1,28,2,231,905791,5544
5,1,3,1,2,42,2,231,905791,5544
5,1,4,1,1,20,2,231,905791,5544
5,1,5,1,2,15,2,231,905791,5544
1,1,1,1,1,48,3,232,906192,6018
1,1,2,1,2,50,3,232,906192,6018
1,2,1,1,1,34,3,232,906192,6018
1,2,2,1,2,34,3,232,906192,6018
1,2,3,1,2,12,3,232,906192,6018
1,2,4,1,2,9,3,232,906192,6018
1,3,1,1,1,27,3,232,906192,6018
1,3,2,1,2,26,3,232,906192,6018
1,3,3,1,1,10,3,232,906192,6018
2,1,1,1,1,69,3,232,906192,6018
2,1,2,1,2,61,3,232,906192,6018
3,1,1,1,1,50,3,232,906192,6018
3,1,2,1,2,49,3,232,906192,6018
3,1,3,1,2,25,3,232,906192,6018
3,1,4,1,1,17,3,232,906192,6018
3,1,5,1,1,14,3,232,906192,6018
3,1,6,1,2,0,3,232,906192,6018
4,1,1,1,2,26,3,232,906192,6018
4,1,2,1,1,10,3,232,906192,6018
4,1,3,1,1,9,3,232,906192,6018
4,1,4,1,2,7,3,232,906192,6018
5,1,1,1,2,34,3,232,906192,6018
5,1,2,1,2,56,3,232,906192,6018
5,1,3,1,1,9,3,232,906192,6018
1,1,1,1,1,56,2,233,906882,6390
1,1,2,1,1,42,2,233,906882,6390
1,1,3,1,1,38,2,233,906882,6390
1,1,4,1,2,22,2,233,906882,6390
1,2,1,1,1,57,2,233,906882,6390
1,2,2,1,2,57,2,233,906882,6390
1,2,3,1,1,17,2,233,906882,6390
1,2,4,1,1,14,2,233,906882,6390
2,1,1,1,1,65,2,233,906882,6390
2,1,2,1,2,44,2,233,906882,6390
2,1,3,1,1,25,2,233,906882,6390
2,1,4,1,1,21,2,233,906882,6390
2,1,5,1,1,40,2,233,906882,6390
3,1,1,1,2,61,2,233,906882,6390
4,1,1,1,1,35,2,233,906882,6390
4,1,2,1,2,39,2,233,906882,6390
4,1,3,1,2,17,2,233,906882,6390
4,1,4,1,1,12,2,233,906882,6390
4,1,5,1,2,11,2,233,906882,6390
5,1,1,1,2,65,2,233,906882,6390
5,1,2,1,1,65,2,233,906882,6390
5,1,3,1,1,32,2,233,906882,6390
5,1,4,1,2,9,2,233,906882,6390
1,1,1,1,1,75,3,234,906947,6217
1,1,2,1,2,68,3,234,906947,6217
1,1,3,1,1,45,3,234,906947,6217
1,1,4,1,2,43,3,234,906947,6217
1,1,5,1,1,41,3,234,906947,6217
1,1,6,1,1,24,3,234,906947,6217
2,1,1,1,2,37,3,234,906947,6217
2,1,2,1,1,39,3,234,906947,6217
2,1,3,1,1,19,3,234,906947,6217
2,1,4,1,2,16,3,234,906947,6217
2,1,5,1,2,4,3,234,906947,6217
4,1,1,1,2,34,3,234,906947,6217
5,1,1,1,1,43,3,234,906947,6217
5,1,2,1,2,42,3,234,906947,6217
5,1,3,1,1,10,3,234,906947,6217
1,1,1,1,1,96,2,235,907969,6270
1,1,2,1,2,81,2,235,907969,6270
1,1,3,1,2,47,2,235,907969,6270
1,1,4,1,2,14,2,235,907969,6270
1,1,5,1,1,41,2,235,907969,6270
1,1,6,1,2,42,2,235,907969,6270
1,1,7,1,2,14,2,235,907969,6270
1,1,8,1,2,8,2,235,907969,6270
3,1,1,1,1,75,2,235,907969,6270
3,1,2,1,2,76,2,235,907969,6270
3,1,3,1,1,41,2,235,907969,6270
4,1,1,1,2,45,2,235,907969,6270
4,1,2,1,1,47,2,235,907969,6270
5,1,1,1,2,47,2,235,907969,6270
5,1,2,1,2,19,2,235,907969,6270
5,1,3,1,1,17,2,235,907969,6270
5,1,4,1,2,12,2,235,907969,6270
5,1,5,1,2,10,2,235,907969,6270
5,1,6,1,1,6,2,235,907969,6270
1,1,1,1,2,59,2,236,908709,7399
2,1,1,1,1,44,2,236,908709,7399
2,1,2,1,2,43,2,236,908709,7399
2,1,3,1,2,20,2,236,908709,7399
2,1,4,1,1,17,2,236,908709,7399
3,1,1,1,1,45,2,236,908709,7399
3,1,2,1,2,41,2,236,908709,7399
3,1,3,1,2,16,2,236,908709,7399
3,1,4,1,2,5,2,236,908709,7399
4,1,1,1,2,36,2,236,908709,7399
4,1,2,1,1,36,2,236,908709,7399
4,1,3,1,2,16,2,236,908709,7399
4,1,4,1,1,14,2,236,908709,7399
4,1,5,1,1,8,2,236,908709,7399
5,1,1,1,2,46,2,236,908709,7399
5,1,2,1,1,47,2,236,908709,7399
1,1,1,1,2,57,2,237,909050,6627
1,1,2,1,2,26,2,237,909050,6627
1,1,3,1,1,9,2,237,909050,6627
1,1,4,1,1,4,2,237,909050,6627
1,2,1,1,1,27,2,237,909050,6627
1,2,2,1,2,28,2,237,909050,6627
1,2,3,1,1,6,2,237,909050,6627
5,1,1,1,2,72,2,237,909050,6627
5,1,2,1,2,37,2,237,909050,6627
5,1,3,1,2,13,2,237,909050,6627
5,1,4,1,2,10,2,237,909050,6627
5,1,5,1,1,8,2,237,909050,6627
1,1,1,1,1,46,2,238,909143,5849
1,1,2,1,2,45,2,238,909143,5849
1,1,3,1,1,24,2,238,909143,5849
1,1,4,1,1,18,2,238,909143,5849
1,1,5,1,2,22,2,238,909143,5849
1,1,6,1,1,10,2,238,909143,5849
1,1,7,1,1,1,2,238,909143,5849
2,1,1,1,1,68,2,238,909143,5849
3,1,1,1,2,78,2,238,909143,5849
3,1,2,1,1,47,2,238,909143,5849
4,1,1,1,1,41,2,238,909143,5849
4,1,2,1,2,41,2,238,909143,5849
4,1,3,1,2,11,2,238,909143,5849
4,1,4,1,2,8,2,238,909143,5849
5,1,1,1,1,60,2,238,909143,5849
5,1,2,1,2,60,2,238,909143,5849
5,1,3,1,2,24,2,238,909143,5849
5,1,4,1,1,28,2,238,909143,5849
1,1,1,1,2,61,2,239,909313,5946
2,1,1,1,1,42,2,239,909313,5946
2,1,2,1,2,40,2,239,909313,5946
2,1,3,1,2,21,2,239,909313,5946
2,1,4,1,1,14,2,239,909313,5946
2,1,5,1,1,12,2,239,909313,5946
3,1,1,1,1,38,2,239,909313,5946
4,1,1,1,2,38,2,239,909313,5946
4,1,2,1,1,24,2,239,909313,5946
4,1,3,1,2,17,2,239,909313,5946
4,1,4,1,2,15,2,239,909313,5946
4,1,5,1,1,13,2,239,909313,5946
4,1,6,1,1,11,2,239,909313,5946
5,1,1,1,1,32,2,239,909313,5946
5,1,2,1,2,27,2,239,909313,5946
5,1,3,1,1,11,2,239,909313,5946
5,1,4,1,2,7,2,239,909313,5946
1,1,1,1,1,51,3,240,911046,5542
1,1,2,1,2,48,3,240,911046,5542
1,1,3,1,2,14,3,240,911046,5542
1,1,4,1,1,18,3,240,911046,5542
2,1,1,1,1,35,3,240,911046,5542
2,1,2,1,2,28,3,240,911046,5542
3,1,1,1,1,44,3,240,911046,5542
3,1,2,1,2,44,3,240,911046,5542
3,1,3,1,1,17,3,240,911046,5542
4,1,1,1,1,48,3,240,911046,5542
4,1,2,1,2,35,3,240,911046,5542
4,1,3,1,1,10,3,240,911046,5542
5,1,1,1,2,60,3,240,911046,5542
5,1,2,1,1,35,3,240,911046,5542
5,1,3,1,1,28,3,240,911046,5542
5,1,4,1,2,25,3,240,911046,5542
1,1,1,1,1,49,2,241,911403,5862
1,1,2,1,2,40,2,241,911403,5862
1,1,3,1,1,15,2,241,911403,5862
1,1,4,1,2,13,2,241,911403,5862
2,1,1,1,1,50,2,241,911403,5862
2,1,2,1,2,48,2,241,911403,5862
2,1,3,1,1,28,2,241,911403,5862
2,1,4,1,2,25,2,241,911403,5862
2,1,5,1,1,11,2,241,911403,5862
3,1,1,1,2,66,2,241,911403,5862
4,1,1,1,1,45,2,241,911403,5862
4,1,2,1,2,45,2,241,911403,5862
4,1,3,1,2,14,2,241,911403,5862
5,1,1,1,1,30,2,241,911403,5862
5,1,2,1,2,32,2,241,911403,5862
1,1,1,1,1,47,4,242,912816,7156
1,1,2,1,2,46,4,242,912816,7156
2,1,1,1,1,45,4,242,912816,7156
2,1,2,1,2,45,4,242,912816,7156
2,1,3,1,2,10,4,242,912816,7156
3,1,1,1,1,42,4,242,912816,7156
3,1,2,1,2,42,4,242,912816,7156
3,1,3,1,2,17,4,242,912816,7156
3,1,4,1,2,9,4,242,912816,7156
4,1,1,1,1,52,4,242,912816,7156
4,1,2,1,2,49,4,242,912816,7156
5,1,1,1,1,49,4,242,912816,7156
5,1,2,1,2,46,4,242,912816,7156
5,1,3,1,2,16,4,242,912816,7156
1,1,1,1,1,49,3,243,914023,5826
1,1,2,1,2,44,3,243,914023,5826
1,1,3,1,2,17,3,243,914023,5826
1,1,4,1,2,15,3,243,914023,5826
2,1,1,1,1,30,3,243,914023,5826
2,1,2,1,2,25,3,243,914023,5826
3,1,1,1,2,46,3,243,914023,5826
3,1,2,1,1,18,3,243,914023,5826
3,1,3,1,1,16,3,243,914023,5826
4,1,1,1,1,77,3,243,914023,5826
4,1,2,1,2,74,3,243,914023,5826
4,1,3,1,1,44,3,243,914023,5826
5,1,1,1,2,53,3,243,914023,5826
5,1,2,1,2,32,3,243,914023,5826
1,1,1,1,1,78,4,244,914160,7434
1,1,2,1,2,45,4,244,914160,7434
1,1,3,1,2,20,4,244,914160,7434
2,1,1,1,1,36,4,244,914160,7434
2,1,2,1,2,37,4,244,914160,7434
2,1,3,1,1,14,4,244,914160,7434
2,1,4,1,1,12,4,244,914160,7434
3,1,1,1,2,51,4,244,914160,7434
3,1,2,1,2,25,4,244,914160,7434
3,1,3,1,2,23,4,244,914160,7434
4,1,1,1,2,55,4,244,914160,7434
5,1,1,1,2,49,4,244,914160,7434
5,1,2,1,2,22,4,244,914160,7434
1,1,1,1,1,57,2,245,914316,6390
1,1,2,1,1,33,2,245,914316,6390
1,1,3,1,1,29,2,245,914316,6390
1,1,4,1,1,23,2,245,914316,6390
1,1,5,1,2,30,2,245,914316,6390
2,1,1,1,1,53,2,245,914316,6390
2,1,2,1,2,49,2,245,914316,6390
2,1,3,1,2,15,2,245,914316,6390
3,1,1,1,1,49,2,245,914316,6390
3,1,2,1,2,48,2,245,914316,6390
3,1,3,1,1,19,2,245,914316,6390
3,1,4,1,2,18,2,245,914316,6390
3,1,5,1,1,14,2,245,914316,6390
3,1,6,1,1,4,2,245,914316,6390
4,1,1,1,1,51,2,245,914316,6390
4,1,2,1,2,50,2,245,914316,6390
4,1,3,1,1,30,2,245,914316,6390
4,1,4,1,2,23,2,245,914316,6390
4,1,5,1,1,3,2,245,914316,6390
5,1,1,1,2,49,2,245,914316,6390
5,1,2,1,1,18,2,245,914316,6390
1,1,1,1,1,36,3,246,914518,6046
1,1,2,1,2,35,3,246,914518,6046
1,1,3,1,1,7,3,246,914518,6046
2,1,1,1,1,43,3,246,914518,6046
2,1,2,1,2,42,3,246,914518,6046
2,1,3,1,1,11,3,246,914518,6046
3,1,1,1,1,30,3,246,914518,6046
3,1,2,1,2,31,3,246,914518,6046
4,1,1,1,1,32,3,246,914518,6046
4,1,2,1,2,33,3,246,914518,6046
5,1,1,1,1,51,3,246,914518,6046
5,1,2,1,2,49,3,246,914518,6046
1,1,1,1,1,55,3,247,914557,6937
1,1,2,1,2,56,3,247,914557,6937
2,1,1,1,1,48,3,247,914557,6937
2,1,2,1,2,47,3,247,914557,6937
2,1,3,1,2,18,3,247,914557,6937
2,1,4,1,2,17,3,247,914557,6937
3,1,1,1,2,54,3,247,914557,6937
3,1,2,1,2,23,3,247,914557,6937
3,1,3,1,1,18,3,247,914557,6937
3,1,4,1,2,16,3,247,914557,6937
4,1,1,1,1,40,3,247,914557,6937
4,1,2,1,2,39,3,247,914557,6937
4,1,3,1,1,10,3,247,914557,6937
5,1,1,1,2,35,3,247,914557,6937
1,1,1,1,2,38,3,248,914838,7893
2,1,1,1,1,54,3,248,914838,7893
2,1,2,1,2,52,3,248,914838,7893
2,1,3,1,1,30,3,248,914838,7893
3,1,1,1,1,48,3,248,914838,7893
3,1,2,1,2,46,3,248,914838,7893
3,1,3,1,2,14,3,248,914838,7893
3,1,4,1,1,12,3,248,914838,7893
4,1,1,1,1,35,3,248,914838,7893
4,1,2,1,2,27,3,248,914838,7893
5,1,1,1,1,52,3,248,914838,7893
5,1,2,1,1,50,3,248,914838,7893
5,1,3,1,2,55,3,248,914838,7893
1,1,1,1,1,48,2,249,915230,8660
1,1,2,1,2,46,2,249,915230,8660
2,1,1,1,2,30,2,249,915230,8660
2,1,2,1,1,13,2,249,915230,8660
2,1,3,1,2,10,2,249,915230,8660
2,1,4,1,2,3,2,249,915230,8660
3,1,1,1,1,35,2,249,915230,8660
3,1,2,1,2,26,2,249,915230,8660
3,1,3,1,1,5,2,249,915230,8660
4,1,1,1,1,45,2,249,915230,8660
4,1,2,1,2,40,2,249,915230,8660
4,1,3,1,1,17,2,249,915230,8660
4,1,4,1,1,16,2,249,915230,8660
5,1,1,1,1,48,2,249,915230,8660
5,1,2,1,2,42,2,249,915230,8660
5,1,3,1,2,17,2,249,915230,8660
5,1,4,1,1,15,2,249,915230,8660
1,1,1,1,1,42,2,250,915748,6476
1,1,2,1,2,31,2,250,915748,6476
1,1,3,1,1,8,2,250,915748,6476
1,1,4,1,1,6,2,250,915748,6476
1,1,5,1,1,6,2,250,915748,6476
3,1,1,1,1,54,2,250,915748,6476
3,1,2,1,2,56,2,250,915748,6476
3,1,3,1,2,30,2,250,915748,6476
3,1,4,1,2,28,2,250,915748,6476
3,1,5,1,2,26,2,250,915748,6476
3,1,6,1,2,20,2,250,915748,6476
3,1,7,1,1,16,2,250,915748,6476
3,1,8,1,1,12,2,250,915748,6476
4,1,1,1,2,28,2,250,915748,6476
4,1,2,1,2,6,2,250,915748,6476
4,1,3,1,2,4,2,250,915748,6476
5,1,1,1,1,41,2,250,915748,6476
5,1,2,1,2,33,2,250,915748,6476
5,1,3,1,2,62,2,250,915748,6476
1,1,1,1,1,30,3,251,915859,6824
1,1,2,1,2,31,3,251,915859,6824
1,1,3,1,1,10,3,251,915859,6824
1,1,4,1,1,11,3,251,915859,6824
2,1,1,1,2,68,3,251,915859,6824
2,1,2,1,1,67,3,251,915859,6824
2,1,3,1,1,42,3,251,915859,6824
2,1,4,1,1,38,3,251,915859,6824
2,1,5,1,2,25,3,251,915859,6824
2,1,6,1,2,23,3,251,915859,6824
3,1,1,1,1,40,3,251,915859,6824
3,1,2,1,2,32,3,251,915859,6824
3,1,3,1,2,8,3,251,915859,6824
4,1,1,1,1,65,3,251,915859,6824
4,1,2,1,2,62,3,251,915859,6824
4,1,3,1,1,30,3,251,915859,6824
4,1,4,1,1,26,3,251,915859,6824
4,1,5,1,1,20,3,251,915859,6824
5,1,1,1,1,48,3,251,915859,6824
5,1,2,1,2,47,3,251,915859,6824
5,1,3,1,1,18,3,251,915859,6824
5,1,4,1,2,16,3,251,915859,6824
1,1,1,1,1,46,4,252,916237,6280
1,1,2,1,2,47,4,252,916237,6280
1,1,3,1,2,17,4,252,916237,6280
2,1,1,1,2,56,4,252,916237,6280
3,1,1,1,1,35,4,252,916237,6280
3,1,2,1,2,33,4,252,916237,6280
3,1,3,1,1,7,4,252,916237,6280
3,1,4,1,2,4,4,252,916237,6280
4,1,1,1,1,36,4,252,916237,6280
4,1,2,1,2,28,4,252,916237,6280
5,1,1,1,1,65,4,252,916237,6280
5,1,2,1,2,59,4,252,916237,6280
5,1,3,1,2,28,4,252,916237,6280
1,1,1,1,1,48,3,253,916272,6918
1,1,2,1,1,17,3,253,916272,6918
3,1,1,1,1,28,3,253,916272,6918
3,1,2,1,2,28,3,253,916272,6918
4,1,1,1,1,30,3,253,916272,6918
5,1,1,1,2,37,3,253,916272,6918
1,1,1,1,1,39,4,254,916440,6793
1,1,2,1,2,40,4,254,916440,6793
1,1,3,1,2,59,4,254,916440,6793
1,1,4,1,2,1,4,254,916440,6793
2,1,1,1,2,35,4,254,916440,6793
2,1,2,1,2,36,4,254,916440,6793
2,1,3,1,2,32,4,254,916440,6793
3,1,1,1,1,43,4,254,916440,6793
5,1,1,1,1,53,4,254,916440,6793
5,1,2,1,2,47,4,254,916440,6793
5,1,3,1,1,26,4,254,916440,6793
5,1,4,1,1,21,4,254,916440,6793
5,1,5,1,1,12,4,254,916440,6793
1,1,1,1,2,61,3,255,916551,6274
2,1,1,1,1,55,3,255,916551,6274
2,1,2,1,1,56,3,255,916551,6274
3,1,1,1,2,55,3,255,916551,6274
3,1,2,1,2,85,3,255,916551,6274
3,1,3,1,2,20,3,255,916551,6274
4,1,1,1,1,60,3,255,916551,6274
4,1,2,1,2,60,3,255,916551,6274
5,1,1,1,1,45,3,255,916551,6274
5,1,2,1,1,51,3,255,916551,6274
5,1,3,1,2,17,3,255,916551,6274
5,1,4,1,1,15,3,255,916551,6274
1,1,1,1,1,70,4,256,917253,7467
1,1,2,1,2,60,4,256,917253,7467
1,1,3,1,1,30,4,256,917253,7467
2,1,1,1,1,46,4,256,917253,7467
2,1,2,1,2,39,4,256,917253,7467
2,1,3,1,2,10,4,256,917253,7467
2,1,4,1,2,6,4,256,917253,7467
3,1,1,1,1,56,4,256,917253,7467
3,1,2,1,2,54,4,256,917253,7467
4,1,1,1,1,47,4,256,917253,7467
4,1,2,1,2,47,4,256,917253,7467
4,1,3,1,1,8,4,256,917253,7467
4,1,4,1,1,15,4,256,917253,7467
4,1,5,1,1,0,4,256,917253,7467
5,1,1,1,2,45,4,256,917253,7467
5,1,2,1,1,50,4,256,917253,7467
1,1,1,1,2,41,4,257,917266,6070
1,1,2,1,1,41,4,257,917266,6070
1,1,3,1,2,16,4,257,917266,6070
2,1,1,1,1,42,4,257,917266,6070
2,1,2,1,2,42,4,257,917266,6070
2,1,3,1,1,9,4,257,917266,6070
2,1,4,1,1,6,4,257,917266,6070
3,1,1,1,1,38,4,257,917266,6070
3,1,2,1,1,99,4,257,917266,6070
3,1,3,1,2,99,4,257,917266,6070
1,1,1,1,1,37,3,258,917347,6156
1,1,2,1,2,39,3,258,917347,6156
1,1,3,1,2,12,3,258,917347,6156
1,1,4,1,1,7,3,258,917347,6156
2,1,1,1,1,34,3,258,917347,6156
2,2,1,1,1,36,3,258,917347,6156
3,1,1,1,1,50,3,258,917347,6156
3,1,2,1,2,43,3,258,917347,6156
3,1,3,1,2,19,3,258,917347,6156
4,1,1,1,1,39,3,258,917347,6156
4,1,2,1,2,64,3,258,917347,6156
5,1,1,1,2,63,3,258,917347,6156
1,1,1,1,1,50,3,259,917564,5245
1,1,2,1,2,47,3,259,917564,5245
1,1,3,1,2,12,3,259,917564,5245
1,1,4,1,2,20,3,259,917564,5245
1,1,5,1,2,1,3,259,917564,5245
2,1,1,1,2,46,3,259,917564,5245
4,1,1,1,1,33,3,259,917564,5245
4,1,2,1,2,27,3,259,917564,5245
4,1,3,1,1,9,3,259,917564,5245
4,1,4,1,1,6,3,259,917564,5245
4,1,5,1,2,3,3,259,917564,5245
5,1,1,1,2,44,3,259,917564,5245
5,1,2,1,1,47,3,259,917564,5245
5,1,3,1,2,22,3,259,917564,5245
1,1,1,1,1,53,2,260,918181,4929
1,1,2,1,2,53,2,260,918181,4929
1,1,3,1,2,30,2,260,918181,4929
1,1,4,1,1,51,2,260,918181,4929
1,1,5,1,1,30,2,260,918181,4929
1,1,6,1,1,16,2,260,918181,4929
2,1,1,1,1,23,2,260,918181,4929
2,1,2,1,1,22,2,260,918181,4929
2,1,3,1,1,23,2,260,918181,4929
3,1,1,1,1,64,2,260,918181,4929
3,1,2,1,2,73,2,260,918181,4929
3,1,3,1,2,87,2,260,918181,4929
4,1,1,1,2,58,2,260,918181,4929
4,1,2,1,2,51,2,260,918181,4929
1,1,1,1,1,48,3,261,918396,4105
1,1,2,1,2,46,3,261,918396,4105
4,1,1,1,1,33,3,261,918396,4105
1,1,1,1,2,56,3,262,918797,8898
3,1,1,1,1,70,3,262,918797,8898
3,1,2,1,2,52,3,262,918797,8898
3,1,3,1,1,22,3,262,918797,8898
3,1,4,1,1,18,3,262,918797,8898
1,1,1,1,1,62,3,263,919478,6716
1,1,2,1,2,58,3,263,919478,6716
1,1,3,1,2,75,3,263,919478,6716
1,1,4,1,2,30,3,263,919478,6716
2,1,1,1,1,46,3,263,919478,6716
2,1,2,1,2,44,3,263,919478,6716
2,1,3,1,2,4,3,263,919478,6716
2,1,4,1,2,20,3,263,919478,6716
3,1,1,1,1,52,3,263,919478,6716
3,1,2,1,2,51,3,263,919478,6716
3,1,3,1,1,23,3,263,919478,6716
3,1,4,1,2,19,3,263,919478,6716
4,1,1,1,2,36,3,263,919478,6716
5,1,1,1,2,41,3,263,919478,6716
1,1,1,1,1,60,3,264,920538,7041
1,1,2,1,2,45,3,264,920538,7041
1,1,3,1,2,27,3,264,920538,7041
1,1,4,1,2,25,3,264,920538,7041
1,1,5,1,2,23,3,264,920538,7041
1,1,6,1,1,22,3,264,920538,7041
4,1,1,1,1,54,3,264,920538,7041
4,1,2,1,1,54,3,264,920538,7041
4,1,3,1,2,33,3,264,920538,7041
4,1,4,1,1,27,3,264,920538,7041
4,1,5,1,1,31,3,264,920538,7041
5,1,1,1,1,37,3,264,920538,7041
5,1,2,1,2,36,3,264,920538,7041
5,1,3,1,2,14,3,264,920538,7041
5,1,4,1,2,9,3,264,920538,7041
5,1,5,1,1,8,3,264,920538,7041
1,1,1,3,2,42,9,265,921043,5868
1,1,2,3,1,46,9,265,921043,5868
1,1,3,3,1,20,9,265,921043,5868
1,1,4,3,1,12,9,265,921043,5868
2,1,1,3,1,49,9,265,921043,5868
2,1,2,3,2,45,9,265,921043,5868
2,1,3,3,1,24,9,265,921043,5868
2,1,4,3,2,23,9,265,921043,5868
2,1,5,3,2,22,9,265,921043,5868
3,1,1,3,2,52,9,265,921043,5868
3,1,2,3,1,72,9,265,921043,5868
3,1,3,3,2,71,9,265,921043,5868
4,1,1,3,2,44,9,265,921043,5868
4,1,2,3,2,24,9,265,921043,5868
4,1,3,3,1,23,9,265,921043,5868
4,1,4,3,2,20,9,265,921043,5868
4,1,5,3,1,17,9,265,921043,5868
1,1,1,3,1,60,9,266,921132,5040
1,1,2,3,2,56,9,266,921132,5040
1,1,3,3,1,30,9,266,921132,5040
2,1,1,3,2,55,9,266,921132,5040
2,1,2,3,1,56,9,266,921132,5040
2,1,3,3,1,30,9,266,921132,5040
2,1,4,3,1,29,9,266,921132,5040
2,1,5,3,1,24,9,266,921132,5040
2,1,6,3,2,16,9,266,921132,5040
2,1,7,3,2,14,9,266,921132,5040
2,1,8,3,1,7,9,266,921132,5040
3,1,1,3,1,33,9,266,921132,5040
3,1,2,3,2,35,9,266,921132,5040
3,1,3,3,1,14,9,266,921132,5040
3,1,4,3,2,7,9,266,921132,5040
3,1,5,3,2,5,9,266,921132,5040
4,1,1,3,2,49,9,266,921132,5040
5,1,1,3,1,30,9,266,921132,5040
5,1,2,3,2,26,9,266,921132,5040
5,1,3,3,1,3,9,266,921132,5040
5,1,4,3,2,0,9,266,921132,5040
1,1,1,3,2,40,9,267,921161,6044
1,1,2,3,1,55,9,267,921161,6044
1,1,3,3,1,19,9,267,921161,6044
2,1,1,3,1,31,9,267,921161,6044
2,1,2,3,2,30,9,267,921161,6044
2,1,3,3,1,12,9,267,921161,6044
2,1,4,3,1,61,9,267,921161,6044
2,1,5,3,1,8,9,267,921161,6044
2,1,6,3,2,1,9,267,921161,6044
3,1,1,3,2,53,9,267,921161,6044
3,1,2,3,2,63,9,267,921161,6044
3,1,3,3,1,38,9,267,921161,6044
4,1,5,3,1,32,9,267,921161,6044
5,1,1,3,1,65,9,267,921161,6044
5,1,2,3,2,30,9,267,921161,6044
5,1,3,3,1,43,9,267,921161,6044
5,1,4,3,2,15,9,267,921161,6044
5,1,5,3,2,14,9,267,921161,6044
5,1,6,3,1,10,9,267,921161,6044
5,1,7,3,1,8,9,267,921161,6044
1,1,1,3,1,37,9,268,921196,5819
1,1,2,3,2,37,9,268,921196,5819
1,1,3,3,2,3,9,268,921196,5819
1,1,4,3,2,54,9,268,921196,5819
1,1,5,3,2,30,9,268,921196,5819
2,1,1,3,1,44,9,268,921196,5819
2,1,2,3,2,42,9,268,921196,5819
2,1,3,3,2,19,9,268,921196,5819
2,1,4,3,2,7,9,268,921196,5819
3,1,1,3,2,36,9,268,921196,5819
3,1,2,3,2,17,9,268,921196,5819
3,1,3,3,2,11,9,268,921196,5819
5,1,1,3,1,38,9,268,921196,5819
5,1,2,3,2,38,9,268,921196,5819
5,1,3,3,2,15,9,268,921196,5819
5,1,4,3,1,12,9,268,921196,5819
5,1,5,3,2,6,9,268,921196,5819
4,1,1,1,2,73,3,269,1000178,5845
4,1,2,1,2,44,3,269,1000178,5845
4,1,3,1,2,17,3,269,1000178,5845
4,1,4,1,2,19,3,269,1000178,5845
5,1,1,1,2,52,3,269,1000178,5845
5,1,2,1,1,83,3,269,1000178,5845
