"VIV_SEL","TLOC","EST_DIS","UPM_DIS","P1_1","P1_2","UPM","FACTOR"
13,2,6,375,5,1,1411308,9060
14,2,6,375,2,1,1411308,9060
15,2,6,375,2,1,1411308,9060
16,2,6,375,3,1,1411308,9060
17,2,6,375,4,1,1411308,9060
19,2,6,375,3,1,1411308,9060
20,2,6,375,4,1,1411308,9060
1,2,5,376,3,1,1412349,5900
3,2,5,376,2,1,1412349,5900
4,2,5,376,2,1,1412349,5900
5,2,5,376,4,1,1412349,5900
6,2,5,376,5,1,1412349,5900
7,2,5,376,9,1,1412349,5900
8,2,5,376,6,1,1412349,5900
9,2,5,376,6,2,1412349,5900
10,2,5,376,5,1,1412349,5900
11,2,5,376,3,1,1412349,5900
12,2,5,376,1,1,1412349,5900
13,2,5,376,3,1,1412349,5900
14,2,5,376,6,1,1412349,5900
16,2,5,376,3,1,1412349,5900
17,2,5,376,3,1,1412349,5900
18,2,5,376,3,1,1412349,5900
20,2,5,376,7,1,1412349,5900
1,3,9,377,4,1,1412549,3893
2,3,9,377,1,1,1412549,3893
3,3,9,377,3,1,1412549,3893
4,3,9,377,2,1,1412549,3893
6,3,9,377,9,1,1412549,3893
7,3,9,377,4,1,1412549,3893
8,3,9,377,2,1,1412549,3893
9,3,9,377,3,1,1412549,3893
11,3,9,377,3,1,1412549,3893
12,3,9,377,5,1,1412549,3893
13,3,9,377,4,1,1412549,3893
14,3,9,377,2,1,1412549,3893
16,3,9,377,4,1,1412549,3893
17,3,9,377,1,1,1412549,3893
19,3,9,377,9,1,1412549,3893
20,3,9,377,3,1,1412549,3893
1,3,10,378,2,1,1413004,4576
2,3,10,378,4,1,1413004,4576
4,3,10,378,8,1,1413004,4576
5,3,10,378,1,1,1413004,4576
6,3,10,378,3,1,1413004,4576
7,3,10,378,1,1,1413004,4576
8,3,10,378,5,1,1413004,4576
9,3,10,378,3,1,1413004,4576
10,3,10,378,2,1,1413004,4576
11,3,10,378,4,1,1413004,4576
14,3,10,378,3,1,1413004,4576
15,3,10,378,6,1,1413004,4576
16,3,10,378,2,1,1413004,4576
17,3,10,378,4,1,1413004,4576
18,3,10,378,2,1,1413004,4576
19,3,10,378,6,1,1413004,4576
20,3,10,378,5,1,1413004,4576
1,3,9,379,3,1,1413410,3950
2,3,9,379,5,1,1413410,3950
3,3,9,379,4,1,1413410,3950
4,3,9,379,6,1,1413410,3950
5,3,9,379,5,1,1413410,3950
6,3,9,379,5,2,1413410,3950
7,3,9,379,5,1,1413410,3950
8,3,9,379,5,1,1413410,3950
9,3,9,379,5,1,1413410,3950
10,3,9,379,3,1,1413410,3950
11,3,9,379,3,1,1413410,3950
13,3,9,379,3,1,1413410,3950
14,3,9,379,4,1,1413410,3950
15,3,9,379,7,1,1413410,3950
16,3,9,379,5,1,1413410,3950
17,3,9,379,6,1,1413410,3950
18,3,9,379,4,1,1413410,3950
19,3,9,379,4,1,1413410,3950
20,3,9,379,7,1,1413410,3950
1,1,4,380,2,1,1414908,7105
3,1,4,380,4,1,1414908,7105
4,1,4,380,1,1,1414908,7105
5,1,4,380,2,1,1414908,7105
1,4,12,381,4,1,1460283,4326
2,4,12,381,6,1,1460283,4326
3,4,12,381,2,1,1460283,4326
4,4,12,381,3,1,1460283,4326
5,4,12,381,3,1,1460283,4326
6,4,12,381,1,1,1460283,4326
7,4,12,381,4,1,1460283,4326
8,4,12,381,3,1,1460283,4326
9,4,12,381,4,1,1460283,4326
10,4,12,381,6,1,1460283,4326
11,4,12,381,4,1,1460283,4326
12,4,12,381,6,1,1460283,4326
14,4,12,381,3,1,1460283,4326
16,4,12,381,2,1,1460283,4326
18,4,12,381,4,1,1460283,4326
19,4,12,381,4,1,1460283,4326
1,4,11,382,4,1,1461346,4570
2,4,11,382,1,1,1461346,4570
3,4,11,382,4,1,1461346,4570
5,4,11,382,2,1,1461346,4570
6,4,11,382,4,1,1461346,4570
7,4,11,382,3,1,1461346,4570
9,4,11,382,1,1,1461346,4570
10,4,11,382,4,1,1461346,4570
11,4,11,382,5,1,1461346,4570
13,4,11,382,3,1,1461346,4570
14,4,11,382,4,1,1461346,4570
15,4,11,382,2,1,1461346,4570
16,4,11,382,5,1,1461346,4570
17,4,11,382,8,1,1461346,4570
18,4,11,382,5,1,1461346,4570
19,4,11,382,2,1,1461346,4570
20,4,11,382,4,1,1461346,4570
1,4,12,383,4,1,1461408,3022
2,4,12,383,5,1,1461408,3022
3,4,12,383,3,1,1461408,3022
4,4,12,383,6,1,1461408,3022
8,4,12,383,5,1,1461408,3022
9,4,12,383,1,1,1461408,3022
11,4,12,383,7,1,1461408,3022
12,4,12,383,4,1,1461408,3022
13,4,12,383,4,1,1461408,3022
14,4,12,383,8,1,1461408,3022
15,4,12,383,4,1,1461408,3022
16,4,12,383,3,1,1461408,3022
17,4,12,383,8,1,1461408,3022
18,4,12,383,6,1,1461408,3022
19,4,12,383,6,1,1461408,3022
20,4,12,383,3,1,1461408,3022
5,1,4,384,4,1,1500388,7379
1,1,2,385,6,1,1500423,6488
2,1,2,385,3,1,1500423,6488
3,1,2,385,5,1,1500423,6488
5,1,2,385,5,1,1500423,6488
1,1,2,386,4,1,1503206,5621
2,1,2,386,1,1,1503206,5621
3,1,2,386,2,1,1503206,5621
4,1,2,386,3,1,1503206,5621
5,1,2,386,4,1,1503206,5621
1,1,2,387,3,1,1504534,5639
2,1,2,387,6,1,1504534,5639
3,1,2,387,3,1,1504534,5639
4,1,2,387,10,1,1504534,5639
5,1,2,387,4,1,1504534,5639
2,1,3,388,2,1,1505501,5929
4,1,3,388,4,1,1505501,5929
1,1,2,389,6,1,1506727,7626
2,1,2,389,4,1,1506727,7626
3,1,2,389,3,1,1506727,7626
4,1,2,389,2,1,1506727,7626
5,1,2,389,4,1,1506727,7626
1,1,2,390,5,1,1507860,5428
2,1,2,390,2,1,1507860,5428
4,1,2,390,3,1,1507860,5428
5,1,2,390,6,1,1507860,5428
1,1,2,391,3,1,1509960,5715
2,1,2,391,4,1,1509960,5715
3,1,2,391,2,1,1509960,5715
4,1,2,391,6,1,1509960,5715
5,1,2,391,5,1,1509960,5715
2,1,3,392,3,1,1510392,5850
3,1,3,392,3,1,1510392,5850
4,1,3,392,3,1,1510392,5850
5,1,3,392,4,1,1510392,5850
1,1,2,393,2,1,1512474,5995
2,1,2,393,4,1,1512474,5995
3,1,2,393,4,1,1512474,5995
4,1,2,393,4,1,1512474,5995
5,1,2,393,9,1,1512474,5995
2,1,2,394,3,1,1512587,5662
3,1,2,394,3,1,1512587,5662
4,1,2,394,3,1,1512587,5662
1,1,3,395,3,1,1514283,4805
2,1,3,395,3,1,1514283,4805
3,1,3,395,2,1,1514283,4805
4,1,3,395,3,1,1514283,4805
5,1,3,395,2,1,1514283,4805
2,1,2,396,2,1,1514492,4709
3,1,2,396,4,1,1514492,4709
4,1,2,396,3,1,1514492,4709
5,1,2,396,9,2,1514492,4709
2,1,3,397,5,1,1515653,6600
3,1,3,397,6,1,1515653,6600
4,1,3,397,3,1,1515653,6600
5,1,3,397,5,1,1515653,6600
1,1,3,398,5,1,1516083,4171
3,1,3,398,4,1,1516083,4171
5,1,3,398,6,1,1516083,4171
1,1,2,399,5,1,1516452,6227
2,1,2,399,12,2,1516452,6227
3,1,2,399,5,1,1516452,6227
4,1,2,399,5,1,1516452,6227
5,1,2,399,4,1,1516452,6227
1,1,2,400,3,1,1516552,5960
2,1,2,400,6,1,1516552,5960
3,1,2,400,4,1,1516552,5960
4,1,2,400,6,1,1516552,5960
5,1,2,400,3,1,1516552,5960
1,1,2,401,5,1,1517111,6702
2,1,2,401,8,1,1517111,6702
3,1,2,401,3,1,1517111,6702
4,1,2,401,2,1,1517111,6702
5,1,2,401,2,1,1517111,6702
1,1,4,402,2,1,1519076,5976
2,1,4,402,4,1,1519076,5976
3,1,4,402,7,1,1519076,5976
4,1,4,402,3,1,1519076,5976
5,1,4,402,4,1,1519076,5976
1,2,5,403,3,1,1520471,2948
2,2,5,403,6,1,1520471,2948
3,2,5,403,5,1,1520471,2948
5,2,5,403,4,1,1520471,2948
6,2,5,403,2,1,1520471,2948
7,2,5,403,5,1,1520471,2948
9,2,5,403,4,1,1520471,2948
10,2,5,403,1,1,1520471,2948
11,2,5,403,3,1,1520471,2948
13,2,5,403,3,1,1520471,2948
15,2,5,403,4,1,1520471,2948
16,2,5,403,3,1,1520471,2948
18,2,5,403,3,1,1520471,2948
19,2,5,403,1,1,1520471,2948
20,2,5,403,5,1,1520471,2948
1,3,9,404,3,1,1524964,6044
2,3,9,404,3,1,1524964,6044
3,3,9,404,4,1,1524964,6044
4,3,9,404,5,1,1524964,6044
5,3,9,404,8,1,1524964,6044
7,3,9,404,4,1,1524964,6044
8,3,9,404,2,1,1524964,6044
9,3,9,404,4,1,1524964,6044
10,3,9,404,4,1,1524964,6044
11,3,9,404,6,1,1524964,6044
12,3,9,404,3,1,1524964,6044
13,3,9,404,4,1,1524964,6044
14,3,9,404,4,1,1524964,6044
15,3,9,404,3,1,1524964,6044
16,3,9,404,3,1,1524964,6044
17,3,9,404,3,1,1524964,6044
18,3,9,404,2,1,1524964,6044
19,3,9,404,3,1,1524964,6044
20,3,9,404,3,1,1524964,6044
1,3,8,405,4,1,1525115,5948
2,3,8,405,4,1,1525115,5948
3,3,8,405,10,2,1525115,5948
5,3,8,405,7,1,1525115,5948
6,3,8,405,6,1,1525115,5948
7,3,8,405,8,1,1525115,5948
8,3,8,405,4,1,1525115,5948
9,3,8,405,4,1,1525115,5948
10,3,8,405,2,1,1525115,5948
11,3,8,405,6,1,1525115,5948
12,3,8,405,4,1,1525115,5948
13,3,8,405,5,1,1525115,5948
14,3,8,405,4,1,1525115,5948
15,3,8,405,2,1,1525115,5948
17,3,8,405,6,1,1525115,5948
18,3,8,405,4,1,1525115,5948
19,3,8,405,2,1,1525115,5948
20,3,8,405,9,2,1525115,5948
1,3,9,406,3,1,1526668,4321
2,3,9,406,4,1,1526668,4321
4,3,9,406,7,1,1526668,4321
5,3,9,406,4,1,1526668,4321
6,3,9,406,6,1,1526668,4321
7,3,9,406,8,1,1526668,4321
8,3,9,406,4,1,1526668,4321
9,3,9,406,1,1,1526668,4321
10,3,9,406,1,1,1526668,4321
12,3,9,406,2,1,1526668,4321
13,3,9,406,1,1,1526668,4321
14,3,9,406,5,1,1526668,4321
15,3,9,406,7,1,1526668,4321
16,3,9,406,4,1,1526668,4321
17,3,9,406,4,1,1526668,4321
18,3,9,406,3,1,1526668,4321
19,3,9,406,6,2,1526668,4321
20,3,9,406,5,1,1526668,4321
1,3,9,407,18,1,1527674,4804
2,3,9,407,7,1,1527674,4804
3,3,9,407,8,1,1527674,4804
4,3,9,407,4,1,1527674,4804
6,3,9,407,3,1,1527674,4804
7,3,9,407,4,1,1527674,4804
8,3,9,407,5,1,1527674,4804
9,3,9,407,7,1,1527674,4804
11,3,9,407,4,1,1527674,4804
12,3,9,407,7,1,1527674,4804
13,3,9,407,3,1,1527674,4804
14,3,9,407,7,1,1527674,4804
15,3,9,407,3,1,1527674,4804
16,3,9,407,7,1,1527674,4804
17,3,9,407,9,1,1527674,4804
18,3,9,407,4,1,1527674,4804
19,3,9,407,14,1,1527674,4804
20,3,9,407,9,1,1527674,4804
1,1,4,408,1,1,1528927,6957
2,1,4,408,2,1,1528927,6957
3,1,4,408,4,1,1528927,6957
5,1,4,408,4,1,1528927,6957
1,4,11,409,1,1,1560237,5585
2,4,11,409,1,1,1560237,5585
3,4,11,409,5,1,1560237,5585
4,4,11,409,1,1,1560237,5585
5,4,11,409,1,1,1560237,5585
6,4,11,409,7,1,1560237,5585
7,4,11,409,4,1,1560237,5585
8,4,11,409,4,1,1560237,5585
9,4,11,409,6,1,1560237,5585
10,4,11,409,7,1,1560237,5585
11,4,11,409,2,1,1560237,5585
12,4,11,409,4,1,1560237,5585
13,4,11,409,2,1,1560237,5585
14,4,11,409,4,1,1560237,5585
15,4,11,409,4,1,1560237,5585
16,4,11,409,7,1,1560237,5585
17,4,11,409,7,1,1560237,5585
18,4,11,409,3,1,1560237,5585
19,4,11,409,4,1,1560237,5585
20,4,11,409,6,1,1560237,5585
1,4,12,410,4,1,1560748,4422
2,4,12,410,4,1,1560748,4422
3,4,12,410,5,1,1560748,4422
5,4,12,410,2,1,1560748,4422
6,4,12,410,5,1,1560748,4422
7,4,12,410,1,1,1560748,4422
8,4,12,410,4,1,1560748,4422
9,4,12,410,6,1,1560748,4422
10,4,12,410,3,1,1560748,4422
11,4,12,410,12,1,1560748,4422
12,4,12,410,6,1,1560748,4422
13,4,12,410,5,1,1560748,4422
14,4,12,410,7,1,1560748,4422
16,4,12,410,5,1,1560748,4422
17,4,12,410,6,1,1560748,4422
18,4,12,410,4,1,1560748,4422
19,4,12,410,4,1,1560748,4422
20,4,12,410,4,1,1560748,4422
1,4,11,411,4,1,1561247,5473
2,4,11,411,6,1,1561247,5473
5,4,11,411,3,1,1561247,5473
6,4,11,411,3,1,1561247,5473
7,4,11,411,2,1,1561247,5473
9,4,11,411,3,1,1561247,5473
10,4,11,411,3,1,1561247,5473
11,4,11,411,5,1,1561247,5473
12,4,11,411,6,1,1561247,5473
13,4,11,411,3,1,1561247,5473
14,4,11,411,6,1,1561247,5473
15,4,11,411,6,1,1561247,5473
17,4,11,411,12,1,1561247,5473
18,4,11,411,5,1,1561247,5473
19,4,11,411,4,1,1561247,5473
20,4,11,411,3,1,1561247,5473
21,4,11,411,5,1,1561247,5473
1,1,3,412,1,1,1600427,7103
2,1,3,412,1,1,1600427,7103
3,1,3,412,4,1,1600427,7103
5,1,3,412,4,1,1600427,7103
1,1,4,413,1,1,1600462,7668
2,1,4,413,3,1,1600462,7668
3,1,4,413,5,1,1600462,7668
1,1,2,414,2,1,1600552,6060
2,1,2,414,2,1,1600552,6060
3,1,2,414,4,1,1600552,6060
4,1,2,414,4,1,1600552,6060
5,1,2,414,4,1,1600552,6060
1,1,3,415,2,1,1601139,5347
2,1,3,415,4,1,1601139,5347
3,1,3,415,6,2,1601139,5347
4,1,3,415,5,1,1601139,5347
5,1,3,415,2,1,1601139,5347
1,1,2,416,4,1,1601175,5673
3,1,2,416,4,1,1601175,5673
4,1,2,416,5,1,1601175,5673
5,1,2,416,4,1,1601175,5673
1,1,3,417,6,1,1601271,4946
2,1,3,417,3,1,1601271,4946
4,1,3,417,7,1,1601271,4946
5,1,3,417,5,1,1601271,4946
1,1,2,418,4,1,1601433,10569
2,1,2,418,7,2,1601433,10569
4,1,2,418,3,1,1601433,10569
5,1,2,418,8,1,1601433,10569
1,1,2,419,3,1,1601670,5325
3,1,2,419,3,1,1601670,5325
4,1,2,419,4,1,1601670,5325
2,2,5,420,4,1,1603498,3821
3,2,5,420,5,1,1603498,3821
4,2,5,420,2,1,1603498,3821
5,2,5,420,2,1,1603498,3821
6,2,5,420,5,1,1603498,3821
7,2,5,420,4,1,1603498,3821
8,2,5,420,4,1,1603498,3821
9,2,5,420,5,1,1603498,3821
10,2,5,420,6,1,1603498,3821
11,2,5,420,2,1,1603498,3821
12,2,5,420,3,1,1603498,3821
15,2,5,420,1,1,1603498,3821
16,2,5,420,4,1,1603498,3821
17,2,5,420,4,1,1603498,3821
18,2,5,420,4,1,1603498,3821
19,2,5,420,4,1,1603498,3821
20,2,5,420,3,1,1603498,3821
1,3,8,421,3,1,1605334,4490
2,3,8,421,5,1,1605334,4490
3,3,8,421,4,1,1605334,4490
4,3,8,421,8,2,1605334,4490
5,3,8,421,2,1,1605334,4490
6,3,8,421,8,1,1605334,4490
8,3,8,421,6,1,1605334,4490
9,3,8,421,2,1,1605334,4490
10,3,8,421,3,1,1605334,4490
11,3,8,421,3,1,1605334,4490
12,3,8,421,4,1,1605334,4490
13,3,8,421,2,1,1605334,4490
14,3,8,421,6,1,1605334,4490
15,3,8,421,7,1,1605334,4490
16,3,8,421,5,1,1605334,4490
17,3,8,421,4,1,1605334,4490
18,3,8,421,5,1,1605334,4490
19,3,8,421,1,1,1605334,4490
20,3,8,421,3,1,1605334,4490
1,3,9,422,4,1,1605673,4804
2,3,9,422,8,1,1605673,4804
3,3,9,422,5,1,1605673,4804
4,3,9,422,5,1,1605673,4804
5,3,9,422,5,1,1605673,4804
6,3,9,422,3,1,1605673,4804
7,3,9,422,5,1,1605673,4804
8,3,9,422,4,1,1605673,4804
9,3,9,422,6,1,1605673,4804
10,3,9,422,5,1,1605673,4804
11,3,9,422,4,1,1605673,4804
12,3,9,422,1,1,1605673,4804
14,3,9,422,1,1,1605673,4804
15,3,9,422,5,1,1605673,4804
16,3,9,422,7,1,1605673,4804
17,3,9,422,6,1,1605673,4804
18,3,9,422,2,1,1605673,4804
19,3,9,422,6,1,1605673,4804
20,3,9,422,2,1,1605673,4804
1,3,9,423,4,1,1606035,3897
2,3,9,423,3,1,1606035,3897
3,3,9,423,1,1,1606035,3897
4,3,9,423,4,1,1606035,3897
5,3,9,423,6,1,1606035,3897
6,3,9,423,9,1,1606035,3897
7,3,9,423,4,1,1606035,3897
8,3,9,423,3,1,1606035,3897
9,3,9,423,9,2,1606035,3897
10,3,9,423,1,1,1606035,3897
11,3,9,423,4,1,1606035,3897
12,3,9,423,1,1,1606035,3897
13,3,9,423,8,1,1606035,3897
14,3,9,423,4,1,1606035,3897
15,3,9,423,4,1,1606035,3897
16,3,9,423,3,1,1606035,3897
17,3,9,423,9,1,1606035,3897
18,3,9,423,2,1,1606035,3897
19,3,9,423,5,1,1606035,3897
1,4,12,424,4,1,1660236,4907
3,4,12,424,1,1,1660236,4907
4,4,12,424,6,1,1660236,4907
5,4,12,424,2,1,1660236,4907
6,4,12,424,7,1,1660236,4907
7,4,12,424,5,1,1660236,4907
8,4,12,424,5,1,1660236,4907
10,4,12,424,2,1,1660236,4907
11,4,12,424,3,1,1660236,4907
12,4,12,424,4,1,1660236,4907
13,4,12,424,8,1,1660236,4907
14,4,12,424,5,1,1660236,4907
16,4,12,424,3,1,1660236,4907
17,4,12,424,4,1,1660236,4907
18,4,12,424,5,1,1660236,4907
19,4,12,424,5,1,1660236,4907
20,4,12,424,4,1,1660236,4907
3,4,11,425,3,1,1660584,5180
4,4,11,425,2,1,1660584,5180
6,4,11,425,5,1,1660584,5180
7,4,11,425,3,1,1660584,5180
8,4,11,425,2,1,1660584,5180
9,4,11,425,4,1,1660584,5180
13,4,11,425,5,1,1660584,5180
15,4,11,425,9,1,1660584,5180
16,4,11,425,5,1,1660584,5180
17,4,11,425,2,1,1660584,5180
18,4,11,425,3,1,1660584,5180
19,4,11,425,6,1,1660584,5180
3,4,11,426,5,1,1660785,5072
4,4,11,426,3,1,1660785,5072
5,4,11,426,4,1,1660785,5072
6,4,11,426,5,1,1660785,5072
7,4,11,426,5,1,1660785,5072
8,4,11,426,8,2,1660785,5072
9,4,11,426,6,1,1660785,5072
10,4,11,426,6,1,1660785,5072
11,4,11,426,7,1,1660785,5072
12,4,11,426,6,1,1660785,5072
13,4,11,426,5,1,1660785,5072
14,4,11,426,5,1,1660785,5072
15,4,11,426,4,1,1660785,5072
16,4,11,426,13,2,1660785,5072
18,4,11,426,6,1,1660785,5072
19,4,11,426,13,1,1660785,5072
20,4,11,426,4,1,1660785,5072
1,4,12,427,1,1,1661647,4683
2,4,12,427,3,1,1661647,4683
3,4,12,427,8,1,1661647,4683
4,4,12,427,4,1,1661647,4683
5,4,12,427,6,1,1661647,4683
6,4,12,427,9,1,1661647,4683
7,4,12,427,2,1,1661647,4683
8,4,12,427,2,1,1661647,4683
9,4,12,427,5,1,1661647,4683
10,4,12,427,4,1,1661647,4683
11,4,12,427,6,1,1661647,4683
12,4,12,427,15,1,1661647,4683
13,4,12,427,2,1,1661647,4683
14,4,12,427,5,1,1661647,4683
15,4,12,427,3,1,1661647,4683
16,4,12,427,5,1,1661647,4683
17,4,12,427,5,1,1661647,4683
18,4,12,427,3,1,1661647,4683
19,4,12,427,4,1,1661647,4683
20,4,12,427,4,1,1661647,4683
1,1,3,428,2,1,1700042,6015
2,1,3,428,1,1,1700042,6015
3,1,3,428,2,1,1700042,6015
4,1,3,428,5,1,1700042,6015
5,1,3,428,3,1,1700042,6015
1,1,2,429,4,1,1700280,5291
2,1,2,429,2,1,1700280,5291
3,1,2,429,1,1,1700280,5291
4,1,2,429,4,1,1700280,5291
5,1,2,429,5,1,1700280,5291
1,1,2,430,4,1,1700460,5045
2,1,2,430,3,1,1700460,5045
3,1,2,430,2,1,1700460,5045
4,1,2,430,2,1,1700460,5045
1,1,4,431,4,1,1700481,5534
2,1,4,431,2,1,1700481,5534
3,1,4,431,4,1,1700481,5534
4,1,4,431,3,1,1700481,5534
5,1,4,431,2,1,1700481,5534
1,1,3,432,5,1,1700612,3312
2,1,3,432,3,1,1700612,3312
3,1,3,432,6,1,1700612,3312
5,1,3,432,6,1,1700612,3312
1,1,2,433,4,1,1700766,5621
2,1,2,433,8,2,1700766,5621
3,1,2,433,4,1,1700766,5621
4,1,2,433,3,1,1700766,5621
1,1,2,434,3,1,1700888,4991
2,1,2,434,3,1,1700888,4991
3,1,2,434,4,1,1700888,4991
4,1,2,434,4,1,1700888,4991
5,1,2,434,3,1,1700888,4991
1,1,2,435,4,1,1701015,5809
3,1,2,435,1,1,1701015,5809
5,1,2,435,4,1,1701015,5809
1,1,2,436,3,1,1701022,5884
2,1,2,436,2,1,1701022,5884
3,1,2,436,4,1,1701022,5884
4,1,2,436,3,1,1701022,5884
5,1,2,436,6,1,1701022,5884
1,1,3,437,2,1,1701205,5352
2,1,3,437,4,1,1701205,5352
3,1,3,437,5,1,1701205,5352
4,1,3,437,6,1,1701205,5352
5,1,3,437,2,1,1701205,5352
1,1,2,438,6,1,1701286,6005
2,1,2,438,4,1,1701286,6005
3,1,2,438,4,1,1701286,6005
4,1,2,438,3,1,1701286,6005
5,1,2,438,5,1,1701286,6005
2,1,2,439,2,1,1701300,5824
4,1,2,439,7,1,1701300,5824
2,1,3,440,2,1,1701314,4311
3,1,3,440,2,1,1701314,4311
5,1,3,440,3,1,1701314,4311
1,1,2,441,3,1,1701316,6305
2,1,2,441,4,1,1701316,6305
3,1,2,441,2,1,1701316,6305
5,1,2,441,13,1,1701316,6305
1,1,3,442,5,1,1701462,4678
2,1,3,442,5,1,1701462,4678
5,1,3,442,3,1,1701462,4678
2,1,2,443,2,1,1701470,5790
3,1,2,443,4,1,1701470,5790
4,1,2,443,3,1,1701470,5790
5,1,2,443,3,1,1701470,5790
1,1,3,444,2,1,1701491,5838
2,1,3,444,4,1,1701491,5838
3,1,3,444,4,2,1701491,5838
4,1,3,444,2,1,1701491,5838
5,1,3,444,2,1,1701491,5838
1,1,3,445,4,1,1701638,4917
2,1,3,445,4,1,1701638,4917
3,1,3,445,2,1,1701638,4917
4,1,3,445,5,1,1701638,4917
5,1,3,445,3,1,1701638,4917
1,2,5,446,6,1,1701719,4571
2,2,5,446,3,1,1701719,4571
5,2,5,446,2,1,1701719,4571
6,2,5,446,5,1,1701719,4571
7,2,5,446,3,1,1701719,4571
9,2,5,446,1,1,1701719,4571
10,2,5,446,3,1,1701719,4571
11,2,5,446,2,1,1701719,4571
12,2,5,446,4,1,1701719,4571
13,2,5,446,3,2,1701719,4571
14,2,5,446,7,2,1701719,4571
16,2,5,446,4,1,1701719,4571
17,2,5,446,2,1,1701719,4571
18,2,5,446,3,1,1701719,4571
19,2,5,446,3,1,1701719,4571
20,2,5,446,6,1,1701719,4571
1,2,5,447,1,1,1702474,3872
2,2,5,447,7,1,1702474,3872
3,2,5,447,5,2,1702474,3872
6,2,5,447,5,1,1702474,3872
7,2,5,447,5,1,1702474,3872
8,2,5,447,2,1,1702474,3872
9,2,5,447,4,1,1702474,3872
10,2,5,447,2,1,1702474,3872
11,2,5,447,4,1,1702474,3872
12,2,5,447,10,2,1702474,3872
13,2,5,447,5,1,1702474,3872
16,2,5,447,2,1,1702474,3872
17,2,5,447,3,1,1702474,3872
18,2,5,447,6,1,1702474,3872
19,2,5,447,1,1,1702474,3872
20,2,5,447,1,1,1702474,3872
1,3,9,448,2,1,1703304,2830
3,3,9,448,4,1,1703304,2830
4,3,9,448,3,1,1703304,2830
5,3,9,448,6,1,1703304,2830
6,3,9,448,5,1,1703304,2830
7,3,9,448,4,1,1703304,2830
8,3,9,448,4,1,1703304,2830
9,3,9,448,2,1,1703304,2830
10,3,9,448,1,1,1703304,2830
11,3,9,448,4,1,1703304,2830
12,3,9,448,1,1,1703304,2830
13,3,9,448,2,1,1703304,2830
14,3,9,448,6,1,1703304,2830
15,3,9,448,1,1,1703304,2830
16,3,9,448,3,1,1703304,2830
17,3,9,448,4,1,1703304,2830
18,3,9,448,5,1,1703304,2830
19,3,9,448,2,1,1703304,2830
20,3,9,448,5,1,1703304,2830
1,1,4,449,2,1,1703519,5286
2,1,4,449,4,2,1703519,5286
3,1,4,449,5,2,1703519,5286
5,1,4,449,2,1,1703519,5286
1,1,3,450,4,1,1703568,4387
2,1,3,450,3,1,1703568,4387
3,1,3,450,2,1,1703568,4387
4,1,3,450,2,1,1703568,4387
5,1,3,450,4,1,1703568,4387
2,4,12,451,5,1,1760235,3367
5,4,12,451,3,1,1760235,3367
6,4,12,451,8,2,1760235,3367
7,4,12,451,4,1,1760235,3367
8,4,12,451,3,1,1760235,3367
9,4,12,451,8,1,1760235,3367
10,4,12,451,7,1,1760235,3367
11,4,12,451,9,1,1760235,3367
12,4,12,451,7,1,1760235,3367
13,4,12,451,5,1,1760235,3367
14,4,12,451,4,1,1760235,3367
15,4,12,451,4,1,1760235,3367
16,4,12,451,1,1,1760235,3367
17,4,12,451,5,1,1760235,3367
18,4,12,451,2,1,1760235,3367
19,4,12,451,3,1,1760235,3367
20,4,12,451,2,1,1760235,3367
1,4,11,452,6,1,1760342,4511
2,4,11,452,4,1,1760342,4511
3,4,11,452,1,1,1760342,4511
4,4,11,452,8,1,1760342,4511
6,4,11,452,2,1,1760342,4511
7,4,11,452,2,1,1760342,4511
8,4,11,452,3,1,1760342,4511
10,4,11,452,4,1,1760342,4511
11,4,11,452,8,1,1760342,4511
12,4,11,452,3,1,1760342,4511
13,4,11,452,4,1,1760342,4511
14,4,11,452,3,1,1760342,4511
15,4,11,452,5,1,1760342,4511
17,4,11,452,5,1,1760342,4511
18,4,11,452,1,1,1760342,4511
19,4,11,452,3,1,1760342,4511
20,4,11,452,5,1,1760342,4511
1,1,3,453,4,1,1800020,5393
2,1,3,453,1,1,1800020,5393
3,1,3,453,3,1,1800020,5393
4,1,3,453,3,1,1800020,5393
5,1,3,453,4,1,1800020,5393
1,1,2,454,7,1,1800053,4565
3,1,2,454,9,1,1800053,4565
4,1,2,454,7,2,1800053,4565
5,1,2,454,4,1,1800053,4565
1,1,3,455,2,1,1800198,5632
2,1,3,455,3,1,1800198,5632
3,1,3,455,2,1,1800198,5632
4,1,3,455,1,1,1800198,5632
5,1,3,455,4,1,1800198,5632
1,1,4,456,4,1,1800227,5987
2,1,4,456,2,1,1800227,5987
4,1,4,456,4,1,1800227,5987
5,1,4,456,3,1,1800227,5987
1,1,2,457,4,1,1800414,6140
2,1,2,457,3,1,1800414,6140
3,1,2,457,5,1,1800414,6140
4,1,2,457,4,1,1800414,6140
1,1,3,458,4,1,1800420,4705
2,1,3,458,3,1,1800420,4705
3,1,3,458,3,1,1800420,4705
5,1,3,458,2,1,1800420,4705
1,1,4,459,5,1,1800563,6120
2,1,4,459,6,2,1800563,6120
3,1,4,459,5,1,1800563,6120
4,1,4,459,3,1,1800563,6120
5,1,4,459,4,1,1800563,6120
1,1,3,460,4,1,1800709,5321
2,1,3,460,1,1,1800709,5321
3,1,3,460,4,1,1800709,5321
4,1,3,460,6,1,1800709,5321
5,1,3,460,4,1,1800709,5321
1,1,3,461,3,1,1800712,5829
