"VIV_SEL","TLOC","REGION","EST_DIS","UPM_DIS","P1_1","P1_2","FAC_VIV","UPM"
6,4,2,133,1470,2,1,988,2460670
8,4,2,133,1470,1,1,988,2460670
9,4,2,133,1470,6,1,988,2460670
10,4,2,133,1470,5,1,988,2460670
11,4,2,133,1470,3,1,988,2460670
12,4,2,133,1470,7,1,988,2460670
13,4,2,133,1470,2,1,988,2460670
14,4,2,133,1470,4,1,988,2460670
15,4,2,133,1470,1,1,988,2460670
16,4,2,133,1470,6,2,988,2460670
17,4,2,133,1470,5,1,988,2460670
18,4,2,133,1470,7,1,988,2460670
19,4,2,133,1470,7,2,988,2460670
20,4,2,133,1470,4,1,988,2460670
1,4,2,133,1471,4,1,1219,2460712
2,4,2,133,1471,5,1,1219,2460712
3,4,2,133,1471,8,1,1219,2460712
4,4,2,133,1471,3,1,1219,2460712
5,4,2,133,1471,5,1,1219,2460712
6,4,2,133,1471,5,1,1219,2460712
7,4,2,133,1471,1,1,1219,2460712
8,4,2,133,1471,7,1,1219,2460712
9,4,2,133,1471,6,1,1219,2460712
11,4,2,133,1471,1,1,1219,2460712
12,4,2,133,1471,4,1,1219,2460712
14,4,2,133,1471,3,1,1219,2460712
15,4,2,133,1471,5,1,1219,2460712
16,4,2,133,1471,3,1,1219,2460712
17,4,2,133,1471,5,1,1219,2460712
18,4,2,133,1471,7,1,1219,2460712
19,4,2,133,1471,3,1,1219,2460712
20,4,2,133,1471,6,1,1219,2460712
1,4,2,132,1472,5,1,1202,2460920
3,4,2,132,1472,5,2,1202,2460920
4,4,2,132,1472,4,1,1202,2460920
5,4,2,132,1472,3,1,1202,2460920
6,4,2,132,1472,4,1,1202,2460920
7,4,2,132,1472,3,1,1202,2460920
8,4,2,132,1472,4,1,1202,2460920
9,4,2,132,1472,6,1,1202,2460920
10,4,2,132,1472,7,2,1202,2460920
11,4,2,132,1472,6,1,1202,2460920
12,4,2,132,1472,4,1,1202,2460920
13,4,2,132,1472,4,1,1202,2460920
14,4,2,132,1472,5,1,1202,2460920
15,4,2,132,1472,6,1,1202,2460920
16,4,2,132,1472,4,1,1202,2460920
17,4,2,132,1472,4,1,1202,2460920
18,4,2,132,1472,3,1,1202,2460920
19,4,2,132,1472,2,1,1202,2460920
20,4,2,132,1472,3,1,1202,2460920
1,4,2,132,1473,4,1,1390,2460923
2,4,2,132,1473,2,1,1390,2460923
3,4,2,132,1473,4,1,1390,2460923
4,4,2,132,1473,2,1,1390,2460923
5,4,2,132,1473,6,2,1390,2460923
6,4,2,132,1473,18,2,1390,2460923
7,4,2,132,1473,5,1,1390,2460923
8,4,2,132,1473,2,1,1390,2460923
9,4,2,132,1473,3,1,1390,2460923
10,4,2,132,1473,4,1,1390,2460923
11,4,2,132,1473,8,1,1390,2460923
12,4,2,132,1473,2,1,1390,2460923
13,4,2,132,1473,6,1,1390,2460923
14,4,2,132,1473,8,1,1390,2460923
15,4,2,132,1473,3,1,1390,2460923
16,4,2,132,1473,4,1,1390,2460923
17,4,2,132,1473,4,2,1390,2460923
18,4,2,132,1473,5,1,1390,2460923
19,4,2,132,1473,4,1,1390,2460923
20,4,2,132,1473,3,1,1390,2460923
1,4,2,132,1474,3,1,931,2460950
2,4,2,132,1474,7,1,931,2460950
3,4,2,132,1474,2,1,931,2460950
5,4,2,132,1474,12,2,931,2460950
6,4,2,132,1474,2,1,931,2460950
7,4,2,132,1474,5,1,931,2460950
8,4,2,132,1474,2,1,931,2460950
9,4,2,132,1474,6,2,931,2460950
10,4,2,132,1474,2,1,931,2460950
11,4,2,132,1474,2,1,931,2460950
12,4,2,132,1474,5,1,931,2460950
13,4,2,132,1474,6,1,931,2460950
14,4,2,132,1474,3,1,931,2460950
15,4,2,132,1474,3,1,931,2460950
16,4,2,132,1474,1,1,931,2460950
17,4,2,132,1474,3,1,931,2460950
18,4,2,132,1474,5,1,931,2460950
20,4,2,132,1474,2,1,931,2460950
21,4,2,132,1474,2,1,931,2460950
1,1,1,140,1475,1,1,1905,2500061
2,1,1,140,1475,7,1,1905,2500061
3,1,1,140,1475,1,1,1905,2500061
4,1,1,140,1475,3,1,1905,2500061
5,1,1,140,1475,4,2,1905,2500061
1,1,1,141,1476,5,1,1794,2500069
2,1,1,141,1476,3,1,1794,2500069
3,1,1,141,1476,1,1,1794,2500069
4,1,1,141,1476,1,1,1794,2500069
2,1,1,141,1477,1,1,1896,2500091
3,1,1,141,1477,4,1,1896,2500091
4,1,1,141,1477,3,1,1896,2500091
5,1,1,141,1477,6,1,1896,2500091
1,1,1,141,1478,5,1,1972,2500192
2,1,1,141,1478,2,1,1972,2500192
3,1,1,141,1478,4,1,1972,2500192
4,1,1,141,1478,1,1,1972,2500192
5,1,1,141,1478,3,1,1972,2500192
1,1,1,140,1479,4,1,2267,2500309
3,1,1,140,1479,5,1,2267,2500309
4,1,1,140,1479,6,1,2267,2500309
5,1,1,140,1479,5,1,2267,2500309
3,1,1,141,1480,2,1,1888,2500332
4,1,1,141,1480,3,1,1888,2500332
5,1,1,141,1480,2,1,1888,2500332
1,1,1,142,1481,3,1,2613,2500545
2,1,1,142,1481,5,1,2613,2500545
3,1,1,142,1481,4,1,2613,2500545
5,1,1,142,1481,4,1,2613,2500545
1,1,1,142,1482,5,1,2280,2500667
2,1,1,142,1482,4,1,2280,2500667
3,1,1,142,1482,5,1,2280,2500667
4,1,1,142,1482,3,1,2280,2500667
5,1,1,142,1482,3,1,2280,2500667
2,1,1,142,1483,3,1,2561,2500737
4,1,1,142,1483,4,1,2561,2500737
5,1,1,142,1483,5,1,2561,2500737
1,1,1,142,1484,1,1,2214,2500971
4,1,1,142,1484,3,1,2214,2500971
5,1,1,142,1484,2,1,2214,2500971
2,1,1,140,1485,3,1,2559,2501213
3,1,1,140,1485,7,1,2559,2501213
4,1,1,140,1485,5,1,2559,2501213
5,1,1,140,1485,5,1,2559,2501213
1,1,1,140,1486,5,1,2384,2501244
2,1,1,140,1486,1,1,2384,2501244
3,1,1,140,1486,5,1,2384,2501244
4,1,1,140,1486,2,1,2384,2501244
5,1,1,140,1486,2,1,2384,2501244
1,1,1,141,1487,5,1,1968,2501307
2,1,1,141,1487,2,1,1968,2501307
3,1,1,141,1487,3,1,1968,2501307
4,1,1,141,1487,4,1,1968,2501307
5,1,1,141,1487,5,1,1968,2501307
1,1,1,141,1488,8,1,1991,2501436
2,1,1,141,1488,1,1,1991,2501436
3,1,1,141,1488,2,1,1991,2501436
5,1,1,141,1488,2,1,1991,2501436
1,1,1,140,1489,9,1,2135,2501450
2,1,1,140,1489,1,1,2135,2501450
3,1,1,140,1489,7,1,2135,2501450
5,1,1,140,1489,4,1,2135,2501450
1,1,1,141,1490,5,1,1968,2501536
2,1,1,141,1490,4,1,1968,2501536
3,1,1,141,1490,2,1,1968,2501536
4,1,1,141,1490,4,1,1968,2501536
5,1,1,141,1490,4,1,1968,2501536
1,1,1,141,1491,2,1,1997,2501560
2,1,1,141,1491,5,1,1997,2501560
3,1,1,141,1491,2,1,1997,2501560
1,1,1,140,1492,1,1,2105,2501819
2,1,1,140,1492,4,1,2105,2501819
5,1,1,140,1492,7,1,2105,2501819
1,1,1,141,1493,2,1,1866,2501863
2,1,1,141,1493,3,1,1866,2501863
3,1,1,141,1493,2,1,1866,2501863
4,1,1,141,1493,1,1,1866,2501863
1,1,1,141,1494,1,1,2084,2501881
2,1,1,141,1494,4,1,2084,2501881
4,1,1,141,1494,7,1,2084,2501881
5,1,1,141,1494,3,1,2084,2501881
1,1,1,142,1495,3,1,2164,2501989
2,1,1,142,1495,3,1,2164,2501989
3,1,1,142,1495,4,1,2164,2501989
5,1,1,142,1495,5,1,2164,2501989
1,1,1,141,1496,1,1,2050,2502076
2,1,1,141,1496,4,1,2050,2502076
3,1,1,141,1496,4,1,2050,2502076
4,1,1,141,1496,2,1,2050,2502076
5,1,1,141,1496,3,1,2050,2502076
1,1,1,140,1497,5,1,2341,2502130
2,1,1,140,1497,4,1,2341,2502130
4,1,1,140,1497,4,1,2341,2502130
5,1,1,140,1497,5,1,2341,2502130
1,1,1,141,1498,1,1,2221,2502202
2,1,1,141,1498,6,1,2221,2502202
3,1,1,141,1498,5,1,2221,2502202
4,1,1,141,1498,3,1,2221,2502202
5,1,1,141,1498,5,1,2221,2502202
1,1,1,141,1499,6,1,2233,2502283
2,1,1,141,1499,3,1,2233,2502283
3,1,1,141,1499,3,1,2233,2502283
4,1,1,141,1499,2,1,2233,2502283
1,1,1,140,1500,6,1,2135,2502290
2,1,1,140,1500,5,1,2135,2502290
3,1,1,140,1500,4,1,2135,2502290
4,1,1,140,1500,4,1,2135,2502290
5,1,1,140,1500,7,1,2135,2502290
1,1,1,142,1501,4,1,2239,2502392
3,1,1,142,1501,1,1,2239,2502392
4,1,1,142,1501,4,1,2239,2502392
5,1,1,142,1501,2,1,2239,2502392
1,1,1,141,1502,1,1,2379,2502471
2,1,1,141,1502,4,1,2379,2502471
3,1,1,141,1502,3,1,2379,2502471
4,1,1,141,1502,2,1,2379,2502471
5,1,1,141,1502,4,1,2379,2502471
1,1,1,142,1503,3,1,2530,2502600
2,1,1,142,1503,2,1,2530,2502600
3,1,1,142,1503,5,1,2530,2502600
5,1,1,142,1503,1,1,2530,2502600
1,1,1,142,1504,4,1,2395,2502616
2,1,1,142,1504,3,1,2395,2502616
4,1,1,142,1504,5,1,2395,2502616
5,1,1,142,1504,3,1,2395,2502616
1,1,1,141,1505,5,1,1804,2502672
2,1,1,141,1505,4,1,1804,2502672
3,1,1,141,1505,4,1,1804,2502672
4,1,1,141,1505,5,1,1804,2502672
1,1,1,142,1506,4,1,2201,2502841
2,1,1,142,1506,3,1,2201,2502841
4,1,1,142,1506,3,1,2201,2502841
1,1,1,141,1507,4,1,2001,2502878
3,1,1,141,1507,4,1,2001,2502878
4,1,1,141,1507,5,1,2001,2502878
5,1,1,141,1507,2,1,2001,2502878
1,1,1,141,1508,3,1,1964,2503020
2,1,1,141,1508,3,1,1964,2503020
3,1,1,141,1508,1,1,1964,2503020
4,1,1,141,1508,1,1,1964,2503020
5,1,1,141,1508,4,1,1964,2503020
1,1,1,140,1509,4,1,1872,2503076
2,1,1,140,1509,2,1,1872,2503076
3,1,1,140,1509,3,1,1872,2503076
4,1,1,140,1509,1,1,1872,2503076
1,1,1,140,1510,4,1,2116,2503175
2,1,1,140,1510,6,1,2116,2503175
3,1,1,140,1510,1,1,2116,2503175
4,1,1,140,1510,3,1,2116,2503175
5,1,1,140,1510,5,1,2116,2503175
1,1,1,141,1511,4,1,1962,2503415
2,1,1,141,1511,4,1,1962,2503415
3,1,1,141,1511,2,1,1962,2503415
4,1,1,141,1511,3,1,1962,2503415
5,1,1,141,1511,5,1,1962,2503415
1,1,1,142,1512,4,1,1982,2503457
2,1,1,142,1512,3,1,1982,2503457
5,1,1,142,1512,2,1,1982,2503457
1,1,1,141,1513,3,1,2327,2503628
3,1,1,141,1513,4,1,2327,2503628
4,1,1,141,1513,6,1,2327,2503628
5,1,1,141,1513,5,1,2327,2503628
1,1,1,141,1514,3,1,1759,2503670
2,1,1,141,1514,3,1,1759,2503670
3,1,1,141,1514,3,1,1759,2503670
4,1,1,141,1514,4,1,1759,2503670
5,1,1,141,1514,2,1,1759,2503670
1,1,1,140,1515,5,1,2157,2503802
2,1,1,140,1515,3,1,2157,2503802
3,1,1,140,1515,2,1,2157,2503802
4,1,1,140,1515,4,1,2157,2503802
5,1,1,140,1515,4,1,2157,2503802
1,1,1,140,1516,5,1,2150,2503804
2,1,1,140,1516,3,1,2150,2503804
3,1,1,140,1516,5,1,2150,2503804
4,1,1,140,1516,2,1,2150,2503804
5,1,1,140,1516,7,1,2150,2503804
2,1,1,142,1517,2,1,2387,2503844
3,1,1,142,1517,3,1,2387,2503844
5,1,1,142,1517,2,1,2387,2503844
1,1,1,140,1518,1,1,2322,2504062
2,1,1,140,1518,2,1,2322,2504062
3,1,1,140,1518,1,1,2322,2504062
4,1,1,140,1518,5,1,2322,2504062
5,1,1,140,1518,5,1,2322,2504062
1,1,1,142,1519,3,1,2190,2504078
2,1,1,142,1519,3,1,2190,2504078
3,1,1,142,1519,2,1,2190,2504078
4,1,1,142,1519,4,1,2190,2504078
5,1,1,142,1519,2,1,2190,2504078
1,1,1,140,1520,2,1,1409,2504089
2,1,1,140,1520,4,1,1409,2504089
3,1,1,140,1520,2,1,1409,2504089
4,1,1,140,1520,2,1,1409,2504089
5,1,1,140,1520,7,1,1409,2504089
1,2,1,137,1521,6,1,2605,2504165
2,2,1,137,1521,5,1,2605,2504165
3,2,1,137,1521,4,1,2605,2504165
4,2,1,137,1521,5,1,2605,2504165
5,2,1,137,1521,3,1,2605,2504165
6,2,1,137,1521,4,1,2605,2504165
7,2,1,137,1521,4,1,2605,2504165
9,2,1,137,1521,1,1,2605,2504165
11,2,1,137,1521,5,1,2605,2504165
13,2,1,137,1521,4,1,2605,2504165
14,2,1,137,1521,5,1,2605,2504165
16,2,1,137,1521,2,1,2605,2504165
17,2,1,137,1521,4,1,2605,2504165
19,2,1,137,1521,7,1,2605,2504165
20,2,1,137,1521,5,1,2605,2504165
1,2,1,137,1522,4,1,2770,2504471
2,2,1,137,1522,2,1,2770,2504471
3,2,1,137,1522,6,1,2770,2504471
4,2,1,137,1522,2,1,2770,2504471
5,2,1,137,1522,3,1,2770,2504471
6,2,1,137,1522,3,1,2770,2504471
7,2,1,137,1522,4,1,2770,2504471
9,2,1,137,1522,4,1,2770,2504471
10,2,1,137,1522,1,1,2770,2504471
11,2,1,137,1522,3,1,2770,2504471
12,2,1,137,1522,6,1,2770,2504471
13,2,1,137,1522,4,1,2770,2504471
14,2,1,137,1522,6,1,2770,2504471
15,2,1,137,1522,3,1,2770,2504471
16,2,1,137,1522,1,1,2770,2504471
17,2,1,137,1522,8,1,2770,2504471
18,2,1,137,1522,2,1,2770,2504471
19,2,1,137,1522,4,1,2770,2504471
20,2,1,137,1522,3,1,2770,2504471
1,3,1,137,1523,4,1,2022,2504711
2,3,1,137,1523,6,1,2022,2504711
3,3,1,137,1523,5,1,2022,2504711
4,3,1,137,1523,2,1,2022,2504711
5,3,1,137,1523,4,1,2022,2504711
6,3,1,137,1523,3,1,2022,2504711
7,3,1,137,1523,4,1,2022,2504711
8,3,1,137,1523,4,1,2022,2504711
9,3,1,137,1523,6,1,2022,2504711
10,3,1,137,1523,1,1,2022,2504711
11,3,1,137,1523,5,1,2022,2504711
12,3,1,137,1523,5,1,2022,2504711
13,3,1,137,1523,6,1,2022,2504711
14,3,1,137,1523,4,1,2022,2504711
15,3,1,137,1523,3,1,2022,2504711
16,3,1,137,1523,2,1,2022,2504711
17,3,1,137,1523,3,1,2022,2504711
18,3,1,137,1523,1,1,2022,2504711
19,3,1,137,1523,2,1,2022,2504711
20,3,1,137,1523,8,1,2022,2504711
1,3,1,137,1524,1,1,2221,2505170
2,3,1,137,1524,6,1,2221,2505170
3,3,1,137,1524,1,1,2221,2505170
4,3,1,137,1524,2,1,2221,2505170
5,3,1,137,1524,6,1,2221,2505170
6,3,1,137,1524,4,1,2221,2505170
7,3,1,137,1524,1,1,2221,2505170
8,3,1,137,1524,5,1,2221,2505170
9,3,1,137,1524,2,1,2221,2505170
10,3,1,137,1524,1,1,2221,2505170
11,3,1,137,1524,6,1,2221,2505170
12,3,1,137,1524,5,1,2221,2505170
13,3,1,137,1524,1,1,2221,2505170
14,3,1,137,1524,4,1,2221,2505170
15,3,1,137,1524,1,1,2221,2505170
16,3,1,137,1524,1,1,2221,2505170
17,3,1,137,1524,3,1,2221,2505170
18,3,1,137,1524,4,1,2221,2505170
19,3,1,137,1524,5,1,2221,2505170
20,3,1,137,1524,2,1,2221,2505170
1,3,1,137,1525,3,1,1905,2505227
2,3,1,137,1525,3,1,1905,2505227
3,3,1,137,1525,2,1,1905,2505227
4,3,1,137,1525,5,1,1905,2505227
5,3,1,137,1525,3,1,1905,2505227
6,3,1,137,1525,1,1,1905,2505227
7,3,1,137,1525,5,1,1905,2505227
8,3,1,137,1525,3,1,1905,2505227
9,3,1,137,1525,1,1,1905,2505227
10,3,1,137,1525,2,1,1905,2505227
11,3,1,137,1525,3,1,1905,2505227
12,3,1,137,1525,3,1,1905,2505227
13,3,1,137,1525,2,1,1905,2505227
14,3,1,137,1525,3,1,1905,2505227
15,3,1,137,1525,8,1,1905,2505227
16,3,1,137,1525,5,1,1905,2505227
17,3,1,137,1525,3,1,1905,2505227
18,3,1,137,1525,5,1,1905,2505227
19,3,1,137,1525,4,1,1905,2505227
20,3,1,137,1525,1,1,1905,2505227
1,4,1,139,1526,2,1,1956,2560194
2,4,1,139,1526,1,1,1956,2560194
3,4,1,139,1526,2,1,1956,2560194
4,4,1,139,1526,6,1,1956,2560194
5,4,1,139,1526,3,1,1956,2560194
7,4,1,139,1526,2,1,1956,2560194
8,4,1,139,1526,4,1,1956,2560194
9,4,1,139,1526,2,1,1956,2560194
10,4,1,139,1526,5,1,1956,2560194
11,4,1,139,1526,2,1,1956,2560194
12,4,1,139,1526,6,1,1956,2560194
13,4,1,139,1526,5,1,1956,2560194
14,4,1,139,1526,3,1,1956,2560194
15,4,1,139,1526,5,1,1956,2560194
16,4,1,139,1526,5,1,1956,2560194
17,4,1,139,1526,1,1,1956,2560194
18,4,1,139,1526,5,1,1956,2560194
19,4,1,139,1526,3,1,1956,2560194
20,4,1,139,1526,4,1,1956,2560194
1,4,1,138,1527,7,1,1830,2560305
2,4,1,138,1527,2,1,1830,2560305
3,4,1,138,1527,4,1,1830,2560305
4,4,1,138,1527,4,1,1830,2560305
5,4,1,138,1527,6,1,1830,2560305
6,4,1,138,1527,3,1,1830,2560305
7,4,1,138,1527,4,1,1830,2560305
8,4,1,138,1527,8,1,1830,2560305
9,4,1,138,1527,8,1,1830,2560305
10,4,1,138,1527,1,1,1830,2560305
12,4,1,138,1527,6,1,1830,2560305
13,4,1,138,1527,4,1,1830,2560305
15,4,1,138,1527,4,1,1830,2560305
16,4,1,138,1527,4,1,1830,2560305
17,4,1,138,1527,6,1,1830,2560305
19,4,1,138,1527,7,1,1830,2560305
20,4,1,138,1527,3,1,1830,2560305
1,4,1,138,1528,2,1,1774,2560427
2,4,1,138,1528,5,1,1774,2560427
3,4,1,138,1528,3,1,1774,2560427
4,4,1,138,1528,5,1,1774,2560427
5,4,1,138,1528,5,1,1774,2560427
6,4,1,138,1528,1,1,1774,2560427
7,4,1,138,1528,4,1,1774,2560427
8,4,1,138,1528,5,1,1774,2560427
9,4,1,138,1528,3,1,1774,2560427
10,4,1,138,1528,2,1,1774,2560427
11,4,1,138,1528,1,1,1774,2560427
12,4,1,138,1528,3,1,1774,2560427
14,4,1,138,1528,3,1,1774,2560427
15,4,1,138,1528,4,1,1774,2560427
16,4,1,138,1528,5,1,1774,2560427
18,4,1,138,1528,4,1,1774,2560427
19,4,1,138,1528,6,1,1774,2560427
20,4,1,138,1528,2,1,1774,2560427
21,4,1,138,1528,5,1,1774,2560427
1,4,1,138,1529,7,1,1822,2560587
2,4,1,138,1529,9,1,1822,2560587
3,4,1,138,1529,4,1,1822,2560587
4,4,1,138,1529,6,1,1822,2560587
5,4,1,138,1529,2,1,1822,2560587
6,4,1,138,1529,4,1,1822,2560587
7,4,1,138,1529,4,1,1822,2560587
8,4,1,138,1529,5,1,1822,2560587
9,4,1,138,1529,4,1,1822,2560587
10,4,1,138,1529,5,1,1822,2560587
11,4,1,138,1529,2,1,1822,2560587
12,4,1,138,1529,4,1,1822,2560587
13,4,1,138,1529,3,1,1822,2560587
14,4,1,138,1529,5,1,1822,2560587
15,4,1,138,1529,8,1,1822,2560587
16,4,1,138,1529,5,1,1822,2560587
17,4,1,138,1529,6,1,1822,2560587
18,4,1,138,1529,9,1,1822,2560587
19,4,1,138,1529,6,1,1822,2560587
20,4,1,138,1529,5,1,1822,2560587
1,4,1,139,1530,2,1,1944,2560919
2,4,1,139,1530,5,1,1944,2560919
3,4,1,139,1530,3,1,1944,2560919
4,4,1,139,1530,1,1,1944,2560919
5,4,1,139,1530,4,1,1944,2560919
6,4,1,139,1530,4,1,1944,2560919
7,4,1,139,1530,1,1,1944,2560919
8,4,1,139,1530,4,1,1944,2560919
9,4,1,139,1530,6,1,1944,2560919
10,4,1,139,1530,3,1,1944,2560919
11,4,1,139,1530,4,1,1944,2560919
12,4,1,139,1530,4,1,1944,2560919
13,4,1,139,1530,1,1,1944,2560919
14,4,1,139,1530,5,1,1944,2560919
15,4,1,139,1530,3,1,1944,2560919
16,4,1,139,1530,4,1,1944,2560919
17,4,1,139,1530,5,1,1944,2560919
18,4,1,139,1530,5,1,1944,2560919
20,4,1,139,1530,3,1,1944,2560919
1,4,1,139,1531,4,1,1709,2560924
2,4,1,139,1531,3,1,1709,2560924
3,4,1,139,1531,4,1,1709,2560924
4,4,1,139,1531,7,1,1709,2560924
5,4,1,139,1531,4,1,1709,2560924
6,4,1,139,1531,2,1,1709,2560924
7,4,1,139,1531,2,1,1709,2560924
8,4,1,139,1531,2,1,1709,2560924
9,4,1,139,1531,5,1,1709,2560924
10,4,1,139,1531,1,1,1709,2560924
11,4,1,139,1531,5,1,1709,2560924
12,4,1,139,1531,4,1,1709,2560924
13,4,1,139,1531,5,1,1709,2560924
14,4,1,139,1531,4,1,1709,2560924
15,4,1,139,1531,4,1,1709,2560924
16,4,1,139,1531,2,1,1709,2560924
17,4,1,139,1531,4,1,1709,2560924
18,4,1,139,1531,1,1,1709,2560924
19,4,1,139,1531,2,1,1709,2560924
20,4,1,139,1531,2,1,1709,2560924
2,1,1,147,1532,2,1,1731,2600085
3,1,1,147,1532,3,1,1731,2600085
4,1,1,147,1532,3,1,1731,2600085
5,1,1,147,1532,1,1,1731,2600085
1,1,1,147,1533,2,1,1554,2600102
2,1,1,147,1533,5,1,1554,2600102
3,1,1,147,1533,2,1,1554,2600102
4,1,1,147,1533,4,2,1554,2600102
1,1,1,147,1534,2,1,1881,2600185
2,1,1,147,1534,4,1,1881,2600185
4,1,1,147,1534,7,2,1881,2600185
5,1,1,147,1534,3,1,1881,2600185
1,1,1,148,1535,2,1,2987,2600214
2,1,1,148,1535,4,1,2987,2600214
3,1,1,148,1535,4,1,2987,2600214
4,1,1,148,1535,1,1,2987,2600214
5,1,1,148,1535,5,1,2987,2600214
1,1,1,146,1536,3,1,2206,2600230
2,1,1,146,1536,2,1,2206,2600230
3,1,1,146,1536,8,1,2206,2600230
4,1,1,146,1536,3,1,2206,2600230
5,1,1,146,1536,3,1,2206,2600230
1,1,1,147,1537,1,1,2122,2600260
2,1,1,147,1537,3,1,2122,2600260
4,1,1,147,1537,3,1,2122,2600260
5,1,1,147,1537,1,1,2122,2600260
1,1,1,146,1538,4,1,1963,2600347
2,1,1,146,1538,1,1,1963,2600347
3,1,1,146,1538,2,1,1963,2600347
4,1,1,146,1538,3,1,1963,2600347
5,1,1,146,1538,3,1,1963,2600347
1,1,1,148,1539,3,1,2345,2600418
2,1,1,148,1539,3,1,2345,2600418
3,1,1,148,1539,1,1,2345,2600418
4,1,1,148,1539,3,1,2345,2600418
5,1,1,148,1539,4,1,2345,2600418
1,1,1,147,1540,1,1,1777,2600471
2,1,1,147,1540,2,1,1777,2600471
3,1,1,147,1540,7,1,1777,2600471
4,1,1,147,1540,5,1,1777,2600471
5,1,1,147,1540,1,1,1777,2600471
2,1,1,146,1541,5,1,1862,2600920
3,1,1,146,1541,2,1,1862,2600920
4,1,1,146,1541,5,1,1862,2600920
5,1,1,146,1541,5,1,1862,2600920
1,1,1,146,1542,4,1,1941,2600972
2,1,1,146,1542,3,1,1941,2600972
3,1,1,146,1542,2,1,1941,2600972
4,1,1,146,1542,2,1,1941,2600972
5,1,1,146,1542,3,1,1941,2600972
1,1,1,148,1543,2,1,2969,2601100
2,1,1,148,1543,2,1,2969,2601100
3,1,1,148,1543,1,1,2969,2601100
4,1,1,148,1543,2,1,2969,2601100
5,1,1,148,1543,3,1,2969,2601100
1,1,1,146,1544,2,1,1838,2601174
2,1,1,146,1544,3,1,1838,2601174
3,1,1,146,1544,3,1,1838,2601174
4,1,1,146,1544,5,1,1838,2601174
5,1,1,146,1544,4,1,1838,2601174
1,1,1,147,1545,4,1,2038,2601216
2,1,1,147,1545,3,1,2038,2601216
3,1,1,147,1545,3,1,2038,2601216
4,1,1,147,1545,4,1,2038,2601216
5,1,1,147,1545,4,1,2038,2601216
1,1,1,146,1546,3,1,2115,2601311
2,1,1,146,1546,2,1,2115,2601311
3,1,1,146,1546,1,1,2115,2601311
4,1,1,146,1546,3,1,2115,2601311
5,1,1,146,1546,5,1,2115,2601311
1,1,1,147,1547,5,1,2087,2601478
3,1,1,147,1547,1,1,2087,2601478
4,1,1,147,1547,4,1,2087,2601478
5,1,1,147,1547,6,1,2087,2601478
1,1,1,146,1548,2,1,2371,2601620
2,1,1,146,1548,1,1,2371,2601620
3,1,1,146,1548,4,1,2371,2601620
4,1,1,146,1548,5,1,2371,2601620
5,1,1,146,1548,4,1,2371,2601620
1,1,1,146,1549,7,1,2335,2601633
2,1,1,146,1549,5,1,2335,2601633
3,1,1,146,1549,6,1,2335,2601633
4,1,1,146,1549,5,1,2335,2601633
5,1,1,146,1549,5,1,2335,2601633
1,1,1,147,1550,5,1,2060,2601723
2,1,1,147,1550,5,1,2060,2601723
3,1,1,147,1550,3,1,2060,2601723
4,1,1,147,1550,3,1,2060,2601723
5,1,1,147,1550,4,1,2060,2601723
2,1,1,148,1551,1,1,2917,2601741
4,1,1,148,1551,5,1,2917,2601741
5,1,1,148,1551,1,1,2917,2601741
1,1,1,147,1552,2,1,2083,2601819
2,1,1,147,1552,3,1,2083,2601819
3,1,1,147,1552,4,1,2083,2601819
4,1,1,147,1552,4,1,2083,2601819
5,1,1,147,1552,2,1,2083,2601819
1,1,1,148,1553,6,1,2308,2601826
2,1,1,148,1553,5,1,2308,2601826
3,1,1,148,1553,1,1,2308,2601826
4,1,1,148,1553,6,1,2308,2601826
5,1,1,148,1553,5,1,2308,2601826
1,1,1,147,1554,4,1,2006,2601985
2,1,1,147,1554,5,1,2006,2601985
3,1,1,147,1554,3,1,2006,2601985
4,1,1,147,1554,4,1,2006,2601985
5,1,1,147,1554,2,1,2006,2601985
1,1,1,147,1555,5,1,2047,2602083
2,1,1,147,1555,2,1,2047,2602083
3,1,1,147,1555,4,1,2047,2602083
4,1,1,147,1555,1,1,2047,2602083
5,1,1,147,1555,1,1,2047,2602083
1,1,1,147,1556,5,1,2179,2602147
2,1,1,147,1556,3,1,2179,2602147
3,1,1,147,1556,4,1,2179,2602147
4,1,1,147,1556,4,1,2179,2602147
5,1,1,147,1556,3,1,2179,2602147
1,1,1,147,1557,1,1,2546,2602216
2,1,1,147,1557,3,1,2546,2602216
3,1,1,147,1557,6,1,2546,2602216
4,1,1,147,1557,1,1,2546,2602216
5,1,1,147,1557,2,1,2546,2602216
1,1,1,146,1558,4,1,2357,2602251
2,1,1,146,1558,3,1,2357,2602251
3,1,1,146,1558,1,1,2357,2602251
4,1,1,146,1558,2,1,2357,2602251
5,1,1,146,1558,3,1,2357,2602251
1,1,1,147,1559,1,1,1936,2602265
2,1,1,147,1559,4,1,1936,2602265
3,1,1,147,1559,8,1,1936,2602265
4,1,1,147,1559,4,1,1936,2602265
5,1,1,147,1559,5,1,1936,2602265
1,1,1,146,1560,5,1,2282,2602299
2,1,1,146,1560,6,1,2282,2602299
4,1,1,146,1560,4,1,2282,2602299
5,1,1,146,1560,2,1,2282,2602299
1,1,1,146,1561,5,1,2407,2602309
2,1,1,146,1561,4,1,2407,2602309
3,1,1,146,1561,5,1,2407,2602309
4,1,1,146,1561,5,1,2407,2602309
5,1,1,146,1561,4,1,2407,2602309
2,1,1,148,1562,3,1,2523,2602468
