UPM,VIV_SEL,P1_1,P1_2,TLOC,EST_DIS,UPM_DIS,FACTOR
503143,5,2,1,1,4,130,6930
503165,1,2,1,1,3,131,5845
503165,2,3,1,1,3,131,5845
503165,3,5,1,1,3,131,5845
503165,4,3,1,1,3,131,5845
503260,1,4,1,1,3,132,6096
503260,2,4,1,1,3,132,6096
503260,3,2,1,1,3,132,6096
503260,4,4,1,1,3,132,6096
503260,5,4,1,1,3,132,6096
503352,1,3,1,1,2,133,6158
503352,2,5,1,1,2,133,6158
503352,3,3,1,1,2,133,6158
503352,4,3,1,1,2,133,6158
503352,5,5,1,1,2,133,6158
503434,1,4,1,1,3,134,6269
503434,3,4,1,1,3,134,6269
503434,5,6,1,1,3,134,6269
503449,1,1,1,1,3,135,6207
503449,2,1,1,1,3,135,6207
503449,3,3,1,1,3,135,6207
503449,4,7,1,1,3,135,6207
503698,2,1,1,1,3,136,5268
503698,3,7,1,1,3,136,5268
503698,5,4,1,1,3,136,5268
503831,1,6,1,1,2,137,5503
503831,2,4,1,1,2,137,5503
503831,3,4,1,1,2,137,5503
503831,4,3,1,1,2,137,5503
503831,5,5,1,1,2,137,5503
505164,1,4,1,1,2,138,8296
505164,2,8,1,1,2,138,8296
505164,3,5,1,1,2,138,8296
505164,5,5,1,1,2,138,8296
505920,1,7,1,2,5,139,4800
505920,2,4,1,2,5,139,4800
505920,3,4,1,2,5,139,4800
505920,4,3,1,2,5,139,4800
505920,6,3,1,2,5,139,4800
505920,8,4,1,2,5,139,4800
505920,9,6,1,2,5,139,4800
505920,10,6,2,2,5,139,4800
505920,11,4,1,2,5,139,4800
505920,12,3,1,2,5,139,4800
505920,13,5,1,2,5,139,4800
505920,14,3,1,2,5,139,4800
505920,15,4,1,2,5,139,4800
505920,16,6,1,2,5,139,4800
505920,17,5,1,2,5,139,4800
505920,18,3,1,2,5,139,4800
505920,19,3,1,2,5,139,4800
505920,20,3,1,2,5,139,4800
506324,1,5,1,2,6,140,9372
506324,2,2,1,2,6,140,9372
506324,3,4,1,2,6,140,9372
506324,4,2,1,2,6,140,9372
506324,5,4,1,2,6,140,9372
506324,7,5,1,2,6,140,9372
506324,8,3,1,2,6,140,9372
506324,9,5,1,2,6,140,9372
506324,11,3,1,2,6,140,9372
506324,12,3,1,2,6,140,9372
506324,13,2,1,2,6,140,9372
506324,14,4,1,2,6,140,9372
506324,15,2,1,2,6,140,9372
506324,16,3,1,2,6,140,9372
506324,17,6,1,2,6,140,9372
506324,18,4,1,2,6,140,9372
506324,19,3,1,2,6,140,9372
506324,20,7,1,2,6,140,9372
506691,1,5,1,3,9,141,4764
506691,2,1,1,3,9,141,4764
506691,3,6,1,3,9,141,4764
506691,4,2,1,3,9,141,4764
506691,5,6,1,3,9,141,4764
506691,6,3,1,3,9,141,4764
506691,7,5,1,3,9,141,4764
506691,8,2,1,3,9,141,4764
506691,9,2,1,3,9,141,4764
506691,10,5,1,3,9,141,4764
506691,11,1,1,3,9,141,4764
506691,12,3,1,3,9,141,4764
506691,13,6,1,3,9,141,4764
506691,14,2,1,3,9,141,4764
506691,15,2,1,3,9,141,4764
506691,16,2,1,3,9,141,4764
506691,17,7,1,3,9,141,4764
506691,19,4,1,3,9,141,4764
560283,2,3,1,4,11,142,4034
560283,3,5,1,4,11,142,4034
560283,4,3,1,4,11,142,4034
560283,7,2,1,4,11,142,4034
560283,8,5,1,4,11,142,4034
560283,9,2,1,4,11,142,4034
560283,10,3,1,4,11,142,4034
560283,11,5,1,4,11,142,4034
560283,12,2,1,4,11,142,4034
560283,13,4,1,4,11,142,4034
560283,14,2,1,4,11,142,4034
560283,15,2,1,4,11,142,4034
560283,16,4,1,4,11,142,4034
560283,17,4,1,4,11,142,4034
560283,18,4,1,4,11,142,4034
560283,19,4,1,4,11,142,4034
560283,21,3,1,4,11,142,4034
560283,22,5,1,4,11,142,4034
560283,23,5,1,4,11,142,4034
560437,1,4,1,4,12,143,3472
560437,2,5,1,4,12,143,3472
560437,3,2,1,4,12,143,3472
560437,4,4,1,4,12,143,3472
560437,5,4,1,4,12,143,3472
560437,6,4,1,4,12,143,3472
560437,7,2,1,4,12,143,3472
560437,8,2,1,4,12,143,3472
560437,9,5,1,4,12,143,3472
560437,10,5,1,4,12,143,3472
560437,11,3,1,4,12,143,3472
560437,12,3,1,4,12,143,3472
560437,13,2,1,4,12,143,3472
560437,14,3,1,4,12,143,3472
560437,16,4,1,4,12,143,3472
560437,17,4,1,4,12,143,3472
560437,18,4,1,4,12,143,3472
560437,19,4,1,4,12,143,3472
600030,2,7,1,1,4,144,5586
600030,3,1,1,1,4,144,5586
600030,4,1,1,1,4,144,5586
600135,1,9,1,1,3,145,4572
600135,2,4,1,1,3,145,4572
600135,3,4,1,1,3,145,4572
600135,4,6,1,1,3,145,4572
600135,5,4,1,1,3,145,4572
600164,2,4,1,1,2,146,5557
600164,3,1,1,1,2,146,5557
600164,4,2,1,1,2,146,5557
600164,5,4,1,1,2,146,5557
600278,1,4,1,1,3,147,4973
600278,2,5,1,1,3,147,4973
600278,3,4,1,1,3,147,4973
600278,4,2,1,1,3,147,4973
600309,1,2,1,1,2,148,5242
600309,3,7,1,1,2,148,5242
600309,4,5,1,1,2,148,5242
600331,1,3,1,1,2,149,5758
600331,2,4,1,1,2,149,5758
600331,4,3,1,1,2,149,5758
600331,5,2,1,1,2,149,5758
600365,2,4,1,1,2,150,6074
600365,3,4,1,1,2,150,6074
600365,4,4,1,1,2,150,6074
600365,5,4,1,1,2,150,6074
600474,2,3,1,1,3,151,4945
600474,3,5,1,1,3,151,4945
600474,4,5,1,1,3,151,4945
600537,1,3,1,1,2,152,5548
600537,2,5,1,1,2,152,5548
600537,3,2,1,1,2,152,5548
600537,5,5,1,1,2,152,5548
600598,1,4,1,1,3,153,6264
600598,2,6,1,1,3,153,6264
600598,3,6,1,1,3,153,6264
600598,4,4,1,1,3,153,6264
600598,5,4,1,1,3,153,6264
600694,1,3,1,1,2,154,5825
600694,2,5,1,1,2,154,5825
600694,3,4,1,1,2,154,5825
600694,4,5,1,1,2,154,5825
600712,1,6,1,1,4,155,6760
600712,2,4,1,1,4,155,6760
600712,3,4,1,1,4,155,6760
600712,4,4,1,1,4,155,6760
600712,5,3,1,1,4,155,6760
600738,1,1,1,1,2,156,6613
600738,3,1,1,1,2,156,6613
600738,4,4,1,1,2,156,6613
600738,5,2,1,1,2,156,6613
600793,1,4,1,1,2,157,5469
600793,2,9,1,1,2,157,5469
600793,3,5,1,1,2,157,5469
600793,4,2,1,1,2,157,5469
600793,5,4,1,1,2,157,5469
600899,1,3,1,1,3,158,5537
600899,2,2,1,1,3,158,5537
600899,3,6,1,1,3,158,5537
600899,4,8,1,1,3,158,5537
600899,5,2,1,1,3,158,5537
600912,1,2,1,1,2,159,4679
600912,3,1,1,1,2,159,4679
600912,5,5,1,1,2,159,4679
600929,1,4,1,1,3,160,5262
600929,3,1,1,1,3,160,5262
600929,5,5,1,1,3,160,5262
600971,1,2,1,1,4,161,5233
600971,2,4,1,1,4,161,5233
600971,3,1,1,1,4,161,5233
600971,4,2,1,1,4,161,5233
600971,5,3,1,1,4,161,5233
601097,1,4,1,1,4,162,5999
601097,2,3,1,1,4,162,5999
601097,3,5,1,1,4,162,5999
601097,4,5,1,1,4,162,5999
601097,5,2,1,1,4,162,5999
601107,1,4,1,1,4,163,6164
601107,2,2,1,1,4,163,6164
601107,3,1,1,1,4,163,6164
601107,4,3,1,1,4,163,6164
601107,5,5,1,1,4,163,6164
601129,1,4,1,1,2,164,6619
601129,2,1,1,1,2,164,6619
601129,3,5,1,1,2,164,6619
601129,5,2,1,1,2,164,6619
601135,1,3,1,1,4,165,6470
601135,2,4,1,1,4,165,6470
601135,4,4,1,1,4,165,6470
601135,5,1,1,1,4,165,6470
601160,1,4,1,1,3,166,4922
601160,2,3,1,1,3,166,4922
601160,3,3,1,1,3,166,4922
601160,4,3,1,1,3,166,4922
601160,5,4,1,1,3,166,4922
601246,1,2,1,1,2,167,7260
601246,2,4,1,1,2,167,7260
601246,4,7,1,1,2,167,7260
601398,1,4,1,2,5,168,4518
601398,2,7,1,2,5,168,4518
601398,4,5,1,2,5,168,4518
601398,5,5,1,2,5,168,4518
601398,6,5,1,2,5,168,4518
601398,7,4,1,2,5,168,4518
601398,8,6,1,2,5,168,4518
601398,9,3,1,2,5,168,4518
601398,10,2,1,2,5,168,4518
601398,11,4,1,2,5,168,4518
601398,12,3,1,2,5,168,4518
601398,13,3,1,2,5,168,4518
601398,14,3,1,2,5,168,4518
601398,15,6,1,2,5,168,4518
601398,16,6,1,2,5,168,4518
601398,17,1,1,2,5,168,4518
601398,18,1,1,2,5,168,4518
601398,19,6,1,2,5,168,4518
601398,20,4,1,2,5,168,4518
601435,1,4,1,3,9,169,3938
601435,2,1,1,3,9,169,3938
601435,3,9,1,3,9,169,3938
601435,4,9,2,3,9,169,3938
601435,5,2,1,3,9,169,3938
601435,6,4,1,3,9,169,3938
601435,7,3,1,3,9,169,3938
601435,8,2,1,3,9,169,3938
601435,9,5,1,3,9,169,3938
601435,10,6,1,3,9,169,3938
601435,11,5,1,3,9,169,3938
601435,13,4,1,3,9,169,3938
601435,16,4,1,3,9,169,3938
601435,17,2,1,3,9,169,3938
601435,18,2,1,3,9,169,3938
601435,19,6,1,3,9,169,3938
601435,20,2,1,3,9,169,3938
601470,1,5,1,3,9,170,4020
601470,2,5,1,3,9,170,4020
601470,4,5,1,3,9,170,4020
601470,5,2,1,3,9,170,4020
601470,6,3,1,3,9,170,4020
601470,7,1,1,3,9,170,4020
601470,8,1,1,3,9,170,4020
601470,10,2,1,3,9,170,4020
601470,12,1,1,3,9,170,4020
601470,14,2,1,3,9,170,4020
601470,15,3,1,3,9,170,4020
601470,16,7,1,3,9,170,4020
601470,17,6,1,3,9,170,4020
601470,18,4,1,3,9,170,4020
601470,19,4,1,3,9,170,4020
601470,20,3,1,3,9,170,4020
660023,1,4,1,4,12,171,4265
660023,3,3,1,4,12,171,4265
660023,5,5,1,4,12,171,4265
660023,8,2,1,4,12,171,4265
660023,9,4,1,4,12,171,4265
660023,10,4,1,4,12,171,4265
660023,11,3,1,4,12,171,4265
660023,12,2,1,4,12,171,4265
660023,13,3,1,4,12,171,4265
660023,14,5,1,4,12,171,4265
660023,15,3,1,4,12,171,4265
660023,16,3,1,4,12,171,4265
660023,17,6,1,4,12,171,4265
660023,18,2,1,4,12,171,4265
660023,19,3,1,4,12,171,4265
660023,20,2,1,4,12,171,4265
701374,1,4,1,1,2,172,4864
701374,2,5,1,1,2,172,4864
701374,3,3,1,1,2,172,4864
701374,4,3,1,1,2,172,4864
701374,5,3,1,1,2,172,4864
701470,1,4,1,1,3,173,6396
701470,2,7,1,1,3,173,6396
701470,3,3,1,1,3,173,6396
701470,4,4,1,1,3,173,6396
701470,5,4,1,1,3,173,6396
701495,1,1,1,1,2,174,7128
701495,2,3,1,1,2,174,7128
701495,4,6,2,1,2,174,7128
701495,5,3,1,1,2,174,7128
701577,1,2,2,1,2,175,6613
701577,2,4,1,1,2,175,6613
701577,3,3,1,1,2,175,6613
701577,4,9,1,1,2,175,6613
701577,5,5,1,1,2,175,6613
701827,2,2,1,1,3,176,5217
701827,3,3,1,1,3,176,5217
701827,5,5,1,1,3,176,5217
702057,1,5,1,1,2,177,5827
702057,2,5,1,1,2,177,5827
702057,3,4,1,1,2,177,5827
702057,4,6,1,1,2,177,5827
702149,1,5,1,1,1,178,8069
702149,2,3,1,1,1,178,8069
702149,3,10,1,1,1,178,8069
702149,4,3,1,1,1,178,8069
702149,5,4,1,1,1,178,8069
702179,1,3,1,1,4,179,7447
702179,2,4,1,1,4,179,7447
702179,3,4,1,1,4,179,7447
702179,4,5,1,1,4,179,7447
702179,5,2,1,1,4,179,7447
703343,1,7,1,2,5,180,4791
703343,2,2,1,2,5,180,4791
703343,3,4,1,2,5,180,4791
703343,4,4,1,2,5,180,4791
703343,5,2,1,2,5,180,4791
703343,6,5,1,2,5,180,4791
703343,8,5,1,2,5,180,4791
703343,9,7,1,2,5,180,4791
703343,11,2,1,2,5,180,4791
703343,12,3,1,2,5,180,4791
703343,13,4,1,2,5,180,4791
703343,14,3,1,2,5,180,4791
703343,15,5,1,2,5,180,4791
703343,17,5,1,2,5,180,4791
703343,18,4,1,2,5,180,4791
703447,1,6,1,3,9,181,4811
703447,2,5,1,3,9,181,4811
703447,4,6,1,3,9,181,4811
703447,5,6,1,3,9,181,4811
703447,6,4,1,3,9,181,4811
703447,8,5,1,3,9,181,4811
703447,9,7,1,3,9,181,4811
703447,10,1,1,3,9,181,4811
703447,11,3,1,3,9,181,4811
703447,12,1,1,3,9,181,4811
703447,13,5,1,3,9,181,4811
703447,14,6,1,3,9,181,4811
703447,15,2,1,3,9,181,4811
703447,16,8,1,3,9,181,4811
703447,17,2,1,3,9,181,4811
703447,18,5,1,3,9,181,4811
703447,19,3,1,3,9,181,4811
703447,20,5,1,3,9,181,4811
703481,1,8,2,3,8,182,5638
703481,2,5,1,3,8,182,5638
703481,3,3,1,3,8,182,5638
703481,4,8,1,3,8,182,5638
703481,5,3,1,3,8,182,5638
703481,6,4,2,3,8,182,5638
703481,7,3,1,3,8,182,5638
703481,8,2,1,3,8,182,5638
703481,9,10,1,3,8,182,5638
703481,10,3,1,3,8,182,5638
703481,11,3,1,3,8,182,5638
703481,12,4,1,3,8,182,5638
703481,13,3,1,3,8,182,5638
703481,15,3,1,3,8,182,5638
703481,16,6,1,3,8,182,5638
703481,17,7,1,3,8,182,5638
703481,18,3,1,3,8,182,5638
703481,19,2,1,3,8,182,5638
703481,20,3,1,3,8,182,5638
760732,1,4,1,4,11,183,7002
760732,2,2,1,4,11,183,7002
760732,3,5,1,4,11,183,7002
760732,4,1,1,4,11,183,7002
760732,5,7,1,4,11,183,7002
760732,6,4,1,4,11,183,7002
760732,7,4,1,4,11,183,7002
760732,8,7,1,4,11,183,7002
760732,9,9,1,4,11,183,7002
760732,11,8,1,4,11,183,7002
760732,12,11,1,4,11,183,7002
760732,13,3,1,4,11,183,7002
760732,14,4,1,4,11,183,7002
760732,15,6,1,4,11,183,7002
760732,16,2,1,4,11,183,7002
760732,17,5,1,4,11,183,7002
760732,18,1,1,4,11,183,7002
760732,19,8,1,4,11,183,7002
760732,20,8,1,4,11,183,7002
760732,21,6,1,4,11,183,7002
760856,1,8,1,4,11,184,5542
760856,3,5,1,4,11,184,5542
760856,4,5,1,4,11,184,5542
760856,5,2,1,4,11,184,5542
760856,6,6,1,4,11,184,5542
760856,7,6,1,4,11,184,5542
760856,8,6,1,4,11,184,5542
760856,9,6,1,4,11,184,5542
760856,10,7,1,4,11,184,5542
760856,11,8,1,4,11,184,5542
760856,12,1,1,4,11,184,5542
760856,13,1,1,4,11,184,5542
760856,15,3,1,4,11,184,5542
760856,16,5,1,4,11,184,5542
760856,17,4,1,4,11,184,5542
760856,18,5,1,4,11,184,5542
760856,19,7,1,4,11,184,5542
760856,20,4,1,4,11,184,5542
761719,1,2,1,4,11,185,4872
761719,2,6,1,4,11,185,4872
761719,3,7,1,4,11,185,4872
761719,4,5,1,4,11,185,4872
761719,5,3,1,4,11,185,4872
761719,6,4,1,4,11,185,4872
761719,7,12,1,4,11,185,4872
761719,8,5,1,4,11,185,4872
761719,9,7,1,4,11,185,4872
761719,10,3,1,4,11,185,4872
761719,11,4,1,4,11,185,4872
761719,12,7,1,4,11,185,4872
761719,14,3,1,4,11,185,4872
761719,15,3,1,4,11,185,4872
761719,16,3,1,4,11,185,4872
761719,17,3,1,4,11,185,4872
761719,20,3,1,4,11,185,4872
762482,1,4,1,4,11,186,5084
762482,2,3,1,4,11,186,5084
762482,3,7,1,4,11,186,5084
762482,4,5,1,4,11,186,5084
762482,5,6,2,4,11,186,5084
762482,6,2,1,4,11,186,5084
762482,7,4,1,4,11,186,5084
762482,9,7,1,4,11,186,5084
762482,10,5,1,4,11,186,5084
762482,11,4,1,4,11,186,5084
762482,13,1,1,4,11,186,5084
762482,14,1,1,4,11,186,5084
762482,16,5,1,4,11,186,5084
762482,17,4,1,4,11,186,5084
762482,18,6,1,4,11,186,5084
762482,19,6,1,4,11,186,5084
762482,20,2,1,4,11,186,5084
762482,21,9,1,4,11,186,5084
762487,1,9,1,4,11,187,6220
762487,2,8,1,4,11,187,6220
762487,3,5,1,4,11,187,6220
762487,4,7,1,4,11,187,6220
762487,5,8,1,4,11,187,6220
762487,6,7,1,4,11,187,6220
762487,7,3,1,4,11,187,6220
762487,9,9,1,4,11,187,6220
762487,10,2,1,4,11,187,6220
762487,11,6,1,4,11,187,6220
762487,12,3,1,4,11,187,6220
762487,13,6,1,4,11,187,6220
762487,14,5,1,4,11,187,6220
762487,15,3,1,4,11,187,6220
762487,16,2,1,4,11,187,6220
762487,17,9,1,4,11,187,6220
762487,18,2,1,4,11,187,6220
800192,1,1,1,1,3,188,5898
800192,2,4,1,1,3,188,5898
800192,3,1,1,1,3,188,5898
800192,4,6,1,1,3,188,5898
800192,5,4,1,1,3,188,5898
800257,1,2,1,1,2,189,7332
800257,2,3,1,1,2,189,7332
800257,3,3,1,1,2,189,7332
800576,1,6,1,1,3,190,5602
800576,2,3,1,1,3,190,5602
800576,3,3,1,1,3,190,5602
800576,4,3,1,1,3,190,5602
800576,5,6,1,1,3,190,5602
800694,1,8,1,1,3,191,5930
800694,2,4,1,1,3,191,5930
800694,3,4,1,1,3,191,5930
800694,4,3,1,1,3,191,5930
800745,1,4,1,1,3,192,5755
800745,2,4,1,1,3,192,5755
800745,3,2,1,1,3,192,5755
800745,4,1,1,1,3,192,5755
800745,5,1,1,1,3,192,5755
800904,1,2,1,1,3,193,6244
800904,2,3,1,1,3,193,6244
800904,3,3,1,1,3,193,6244
800904,4,3,1,1,3,193,6244
800904,5,3,1,1,3,193,6244
801141,1,2,1,1,4,194,6281
801141,2,4,1,1,4,194,6281
801141,3,2,1,1,4,194,6281
801465,1,4,1,1,2,195,5795
801465,2,3,1,1,2,195,5795
801465,3,3,1,1,2,195,5795
801465,5,4,1,1,2,195,5795
801551,1,3,1,1,3,196,5437
801551,2,3,1,1,3,196,5437
801551,3,2,1,1,3,196,5437
801551,4,2,1,1,3,196,5437
801551,5,5,1,1,3,196,5437
801943,1,5,1,1,2,197,5715
801943,2,4,1,1,2,197,5715
801943,3,1,1,1,2,197,5715
801943,4,2,1,1,2,197,5715
801943,5,6,1,1,2,197,5715
801948,1,2,1,1,2,198,7680
801948,2,4,1,1,2,198,7680
801948,3,4,1,1,2,198,7680
801948,4,5,1,1,2,198,7680
801948,5,7,1,1,2,198,7680
801952,1,6,1,1,2,199,6011
801952,2,1,1,1,2,199,6011
801952,3,1,1,1,2,199,6011
801952,5,4,1,1,2,199,6011
802030,1,3,1,1,3,200,5698
802030,2,4,1,1,3,200,5698
802030,3,2,1,1,3,200,5698
802030,5,4,1,1,3,200,5698
802081,1,5,1,1,4,201,6173
802081,2,5,1,1,4,201,6173
802081,3,3,1,1,4,201,6173
802081,4,3,1,1,4,201,6173
802081,5,2,1,1,4,201,6173
802109,2,2,1,1,3,202,4572
802109,3,2,1,1,3,202,4572
802109,4,4,1,1,3,202,4572
802109,5,5,1,1,3,202,4572
802179,2,3,1,1,3,203,5782
802179,3,2,1,1,3,203,5782
802179,4,5,1,1,3,203,5782
802179,5,4,1,1,3,203,5782
802187,1,3,1,1,2,204,8111
802187,3,5,1,1,2,204,8111
802187,4,4,1,1,2,204,8111
802187,5,3,1,1,2,204,8111
802237,1,4,1,1,2,205,6236
802237,3,5,1,1,2,205,6236
802237,4,2,1,1,2,205,6236
802237,5,3,1,1,2,205,6236
802515,1,4,1,1,2,206,5256
802515,2,2,1,1,2,206,5256
802515,3,5,1,1,2,206,5256
802515,4,2,1,1,2,206,5256
802515,5,3,1,1,2,206,5256
802553,1,4,1,1,4,207,6644
802553,2,4,1,1,4,207,6644
802553,3,5,1,1,4,207,6644
802553,4,5,1,1,4,207,6644
802553,5,4,1,1,4,207,6644
802633,3,3,1,1,4,208,6885
802633,4,1,1,1,4,208,6885
802633,5,2,1,1,4,208,6885
803557,1,6,1,1,3,209,5884
803557,2,7,1,1,3,209,5884
803557,3,3,1,1,3,209,5884
803557,4,5,1,1,3,209,5884
803557,5,4,1,1,3,209,5884
805194,1,2,1,1,2,210,5030
805194,2,2,1,1,2,210,5030
805194,3,5,1,1,2,210,5030
805194,4,2,1,1,2,210,5030
805194,5,2,1,1,2,210,5030
806019,1,1,1,1,3,211,4383
806019,4,2,1,1,3,211,4383
806019,5,6,1,1,3,211,4383
806430,1,5,1,1,3,212,6215
806430,2,4,1,1,3,212,6215
806430,3,2,1,1,3,212,6215
806430,4,5,1,1,3,212,6215
806430,5,2,1,1,3,212,6215
807117,1,3,1,1,3,213,5080
807117,3,6,1,1,3,213,5080
807117,5,4,1,1,3,213,5080
807625,1,6,1,1,4,214,6557
807625,4,5,1,1,4,214,6557
807638,1,8,1,1,2,215,3418
807638,2,4,1,1,2,215,3418
807638,3,4,1,1,2,215,3418
807638,4,4,1,1,2,215,3418
807638,5,2,1,1,2,215,3418
808032,1,3,1,2,6,216,8608
808032,3,5,1,2,6,216,8608
808032,4,4,1,2,6,216,8608
808032,5,4,1,2,6,216,8608
808032,6,4,1,2,6,216,8608
808032,7,5,1,2,6,216,8608
808032,8,2,1,2,6,216,8608
808032,9,5,1,2,6,216,8608
808032,10,2,1,2,6,216,8608
808032,11,2,1,2,6,216,8608
808032,12,3,1,2,6,216,8608
808032,13,3,1,2,6,216,8608
808032,14,5,1,2,6,216,8608
808032,16,4,1,2,6,216,8608
808032,17,2,1,2,6,216,8608
808032,18,4,1,2,6,216,8608
808032,19,2,1,2,6,216,8608
808032,20,4,1,2,6,216,8608
808871,1,3,1,3,9,217,4583
808871,2,2,1,3,9,217,4583
808871,3,3,1,3,9,217,4583
808871,4,3,1,3,9,217,4583
808871,5,3,1,3,9,217,4583
808871,6,5,1,3,9,217,4583
808871,7,3,1,3,9,217,4583
808871,8,4,1,3,9,217,4583
808871,9,4,1,3,9,217,4583
808871,10,6,1,3,9,217,4583
808871,11,2,1,3,9,217,4583
808871,12,4,1,3,9,217,4583
808871,13,5,1,3,9,217,4583
808871,14,2,1,3,9,217,4583
808871,16,3,1,3,9,217,4583
808871,17,3,1,3,9,217,4583
808871,18,2,1,3,9,217,4583
808871,19,4,1,3,9,217,4583
860337,1,5,1,4,11,218,4423
860337,2,2,1,4,11,218,4423
860337,5,5,1,4,11,218,4423
860337,6,4,1,4,11,218,4423
860337,8,6,1,4,11,218,4423
860337,10,2,1,4,11,218,4423
860337,11,4,1,4,11,218,4423
860337,13,4,1,4,11,218,4423
860337,14,5,1,4,11,218,4423
860337,20,2,1,4,11,218,4423
860395,1,3,1,4,12,219,4199
860395,2,6,1,4,12,219,4199
860395,3,2,1,4,12,219,4199
860395,4,6,1,4,12,219,4199
860395,5,3,1,4,12,219,4199
860395,6,5,1,4,12,219,4199
860395,7,5,1,4,12,219,4199
860395,8,2,1,4,12,219,4199
860395,9,5,1,4,12,219,4199
860395,10,5,1,4,12,219,4199
860395,12,3,1,4,12,219,4199
860395,14,5,1,4,12,219,4199
860395,17,3,1,4,12,219,4199
860395,18,5,1,4,12,219,4199
860395,19,4,1,4,12,219,4199
860395,20,1,1,4,12,219,4199
860395,21,6,1,4,12,219,4199
860935,1,2,1,4,12,220,3351
860935,3,3,1,4,12,220,3351
860935,4,4,1,4,12,220,3351
860935,5,2,1,4,12,220,3351
860935,6,5,1,4,12,220,3351
860935,7,3,1,4,12,220,3351
860935,8,1,1,4,12,220,3351
860935,9,4,1,4,12,220,3351
860935,10,5,1,4,12,220,3351
860935,11,4,1,4,12,220,3351
860935,12,5,1,4,12,220,3351
860935,13,2,1,4,12,220,3351
860935,15,3,1,4,12,220,3351
860935,16,2,1,4,12,220,3351
860935,18,4,1,4,12,220,3351
860935,19,4,1,4,12,220,3351
860935,20,1,1,4,12,220,3351
900206,1,3,1,1,3,221,5503
900206,2,5,1,1,3,221,5503
900206,3,4,1,1,3,221,5503
900206,4,3,1,1,3,221,5503
900206,5,4,1,1,3,221,5503
900504,1,4,1,1,2,222,5845
900504,2,5,1,1,2,222,5845
900504,3,5,1,1,2,222,5845
900504,4,1,1,1,2,222,5845
900504,5,1,1,1,2,222,5845
900817,1,2,1,1,3,223,6034
900817,2,2,1,1,3,223,6034
900817,4,2,1,1,3,223,6034
900817,5,6,1,1,3,223,6034
901274,1,3,1,1,4,224,6650
901274,2,2,1,1,4,224,6650
901274,3,3,1,1,4,224,6650
901274,4,1,1,1,4,224,6650
901423,1,1,1,1,2,225,5815
901423,2,4,1,1,2,225,5815
901423,3,3,1,1,2,225,5815
901423,4,4,1,1,2,225,5815
901423,5,2,1,1,2,225,5815
901491,1,3,1,1,2,226,5801
901491,2,3,1,1,2,226,5801
901491,3,4,1,1,2,226,5801
901491,4,8,1,1,2,226,5801
901491,5,9,1,1,2,226,5801
901771,1,4,1,1,3,227,5532
901771,3,5,1,1,3,227,5532
901771,4,1,1,1,3,227,5532
901771,5,4,1,1,3,227,5532
904849,1,5,1,1,3,228,6163
904849,3,6,1,1,3,228,6163
904849,4,2,1,1,3,228,6163
904849,5,5,1,1,3,228,6163
905471,1,5,1,1,2,229,6858
905471,2,2,1,1,2,229,6858
905471,4,2,1,1,2,229,6858
905471,5,3,1,1,2,229,6858
905734,1,4,1,1,2,230,6451
905734,3,3,1,1,2,230,6451
905734,4,4,1,1,2,230,6451
905734,5,3,1,1,2,230,6451
905791,2,6,1,1,2,231,5544
905791,3,4,1,1,2,231,5544
905791,4,3,1,1,2,231,5544
905791,5,5,1,1,2,231,5544
906192,1,9,2,1,3,232,6018
906192,2,2,1,1,3,232,6018
906192,3,6,1,1,3,232,6018
906192,4,4,1,1,3,232,6018
906192,5,3,1,1,3,232,6018
906882,1,8,2,1,2,233,6390
906882,2,5,1,1,2,233,6390
906882,3,1,1,1,2,233,6390
906882,4,5,1,1,2,233,6390
906882,5,4,1,1,2,233,6390
906947,1,6,1,1,3,234,6217
906947,2,5,1,1,3,234,6217
906947,4,1,1,1,3,234,6217
906947,5,3,1,1,3,234,6217
907969,1,8,1,1,2,235,6270
907969,3,3,1,1,2,235,6270
907969,4,2,1,1,2,235,6270
907969,5,6,1,1,2,235,6270
908709,1,1,1,1,2,236,7399
908709,2,4,1,1,2,236,7399
908709,3,4,1,1,2,236,7399
908709,4,5,1,1,2,236,7399
908709,5,2,1,1,2,236,7399
909050,1,7,2,1,2,237,6627
909050,5,5,1,1,2,237,6627
909143,1,7,1,1,2,238,5849
909143,2,1,1,1,2,238,5849
909143,3,2,1,1,2,238,5849
909143,4,4,1,1,2,238,5849
909143,5,4,1,1,2,238,5849
909313,1,1,1,1,2,239,5946
909313,2,5,1,1,2,239,5946
909313,3,1,1,1,2,239,5946
909313,4,6,1,1,2,239,5946
909313,5,4,1,1,2,239,5946
911046,1,4,1,1,3,240,5542
911046,2,2,1,1,3,240,5542
911046,3,3,1,1,3,240,5542
911046,4,3,1,1,3,240,5542
911046,5,4,1,1,3,240,5542
911403,1,4,1,1,2,241,5862
911403,2,5,1,1,2,241,5862
911403,3,1,1,1,2,241,5862
911403,4,3,1,1,2,241,5862
911403,5,2,1,1,2,241,5862
912816,1,2,1,1,4,242,7156
912816,2,3,1,1,4,242,7156
912816,3,4,1,1,4,242,7156
912816,4,2,1,1,4,242,7156
912816,5,3,1,1,4,242,7156
914023,1,4,1,1,3,243,5826
914023,2,2,1,1,3,243,5826
914023,3,3,1,1,3,243,5826
914023,4,3,1,1,3,243,5826
914023,5,2,1,1,3,243,5826
914160,1,3,1,1,4,244,7434
914160,2,4,1,1,4,244,7434
914160,3,3,1,1,4,244,7434
