UPM,VIV_SEL,HOGAR,N_REN,SEXO,EDAD,TLOC,EST_DIS,UPM_DIS,FACTOR
2606003,12,01,01,1,27,2,005,00686,04813
2606003,12,01,02,2,23,2,005,00686,04813
2606003,12,01,03,1,04,2,005,00686,04813
2606003,12,01,04,1,04,2,005,00686,04813
2606003,12,01,05,1,02,2,005,00686,04813
2606003,13,01,01,1,46,2,005,00686,04813
2606003,13,01,02,1,13,2,005,00686,04813
2606003,13,01,03,2,44,2,005,00686,04813
2606003,14,01,01,2,30,2,005,00686,04813
2606003,14,01,02,2,11,2,005,00686,04813
2606003,14,01,03,1,10,2,005,00686,04813
2606003,14,01,04,1,08,2,005,00686,04813
2606003,14,01,05,1,05,2,005,00686,04813
2606003,15,01,01,1,34,2,005,00686,04813
2606003,15,01,02,2,37,2,005,00686,04813
2606003,15,01,03,2,24,2,005,00686,04813
2606003,15,01,04,2,06,2,005,00686,04813
2606003,15,01,05,1,01,2,005,00686,04813
2606003,15,01,06,1,14,2,005,00686,04813
2606003,15,01,07,1,21,2,005,00686,04813
2606003,16,01,01,1,74,2,005,00686,04813
2606003,16,01,02,2,59,2,005,00686,04813
2606003,18,01,01,1,50,2,005,00686,04813
2606003,18,01,02,2,56,2,005,00686,04813
2606003,19,01,01,1,48,2,005,00686,04813
2606003,19,01,02,2,45,2,005,00686,04813
2606003,19,01,03,1,23,2,005,00686,04813
2606003,19,01,04,1,15,2,005,00686,04813
2606003,20,01,01,1,32,2,005,00686,04813
2606003,20,01,02,2,30,2,005,00686,04813
2606003,20,01,03,1,11,2,005,00686,04813
2606003,20,01,04,1,05,2,005,00686,04813
2606574,01,01,01,1,66,3,009,00687,04020
2606574,01,01,02,2,74,3,009,00687,04020
2606574,01,01,03,2,28,3,009,00687,04020
2606574,02,01,01,1,75,3,009,00687,04020
2606574,02,01,02,2,51,3,009,00687,04020
2606574,03,01,01,1,58,3,009,00687,04020
2606574,03,01,02,2,46,3,009,00687,04020
2606574,03,01,03,2,24,3,009,00687,04020
2606574,03,01,04,1,06,3,009,00687,04020
2606574,03,01,05,1,02,3,009,00687,04020
2606574,05,01,01,2,78,3,009,00687,04020
2606574,05,01,02,1,51,3,009,00687,04020
2606574,06,01,01,2,53,3,009,00687,04020
2606574,06,01,03,2,08,3,009,00687,04020
2606574,07,01,01,1,68,3,009,00687,04020
2606574,08,01,01,1,51,3,009,00687,04020
2606574,08,01,02,2,42,3,009,00687,04020
2606574,08,01,03,2,15,3,009,00687,04020
2606574,08,01,04,2,12,3,009,00687,04020
2606574,08,01,05,2,10,3,009,00687,04020
2606574,08,01,06,1,08,3,009,00687,04020
2606574,09,01,01,1,58,3,009,00687,04020
2606574,09,01,02,2,49,3,009,00687,04020
2606574,09,01,03,1,19,3,009,00687,04020
2606574,09,01,04,1,07,3,009,00687,04020
2606574,09,01,05,1,05,3,009,00687,04020
2606574,10,01,01,2,63,3,009,00687,04020
2606574,11,01,01,1,64,3,009,00687,04020
2606574,11,01,02,2,39,3,009,00687,04020
2606574,11,01,03,1,17,3,009,00687,04020
2606574,11,01,04,2,16,3,009,00687,04020
2606574,11,01,05,1,10,3,009,00687,04020
2606574,11,01,06,2,06,3,009,00687,04020
2606574,12,01,01,1,59,3,009,00687,04020
2606574,12,01,02,2,52,3,009,00687,04020
2606574,12,01,03,1,05,3,009,00687,04020
2606574,12,01,04,1,39,3,009,00687,04020
2606574,13,01,01,2,59,3,009,00687,04020
2606574,14,01,01,1,58,3,009,00687,04020
2606574,14,01,02,2,61,3,009,00687,04020
2606574,14,01,03,1,31,3,009,00687,04020
2606574,14,01,04,2,25,3,009,00687,04020
2606574,14,01,05,1,09,3,009,00687,04020
2606574,14,01,06,2,05,3,009,00687,04020
2606574,14,01,07,2,02,3,009,00687,04020
2606574,16,01,01,1,30,3,009,00687,04020
2606574,16,01,02,2,27,3,009,00687,04020
2606574,16,01,03,1,00,3,009,00687,04020
2606574,20,01,01,2,53,3,009,00687,04020
2606574,20,01,02,1,53,3,009,00687,04020
2606574,20,01,03,1,27,3,009,00687,04020
2606574,20,01,04,1,07,3,009,00687,04020
2606574,20,01,05,1,01,3,009,00687,04020
2660514,02,01,01,2,65,4,012,00688,04211
2660514,02,01,02,1,42,4,012,00688,04211
2660514,03,01,01,1,47,4,012,00688,04211
2660514,03,01,02,2,43,4,012,00688,04211
2660514,03,01,03,1,23,4,012,00688,04211
2660514,03,01,04,1,21,4,012,00688,04211
2660514,03,01,05,2,15,4,012,00688,04211
2660514,04,01,01,1,49,4,012,00688,04211
2660514,04,01,02,2,42,4,012,00688,04211
2660514,04,01,03,1,18,4,012,00688,04211
2660514,04,01,04,1,16,4,012,00688,04211
2660514,05,01,01,2,75,4,012,00688,04211
2660514,05,01,02,2,28,4,012,00688,04211
2660514,05,01,03,2,10,4,012,00688,04211
2660514,05,01,04,2,07,4,012,00688,04211
2660514,06,01,01,1,71,4,012,00688,04211
2660514,06,01,02,1,68,4,012,00688,04211
2660514,07,01,01,1,60,4,012,00688,04211
2660514,07,01,02,2,60,4,012,00688,04211
2660514,07,01,03,1,38,4,012,00688,04211
2660514,08,01,01,1,38,4,012,00688,04211
2660514,08,01,02,2,69,4,012,00688,04211
2660514,08,01,03,2,28,4,012,00688,04211
2660514,08,01,04,2,05,4,012,00688,04211
2660514,08,01,05,2,03,4,012,00688,04211
2660514,09,01,01,2,58,4,012,00688,04211
2660514,10,01,01,1,63,4,012,00688,04211
2660514,10,01,02,2,54,4,012,00688,04211
2660514,12,01,01,1,32,4,012,00688,04211
2660514,12,01,02,2,31,4,012,00688,04211
2660514,12,01,03,2,14,4,012,00688,04211
2660514,12,01,04,2,08,4,012,00688,04211
2660514,13,01,01,1,45,4,012,00688,04211
2660514,13,01,02,2,44,4,012,00688,04211
2660514,13,01,03,2,24,4,012,00688,04211
2660514,13,01,04,1,15,4,012,00688,04211
2660514,13,01,05,1,04,4,012,00688,04211
2660514,14,01,01,1,59,4,012,00688,04211
2660514,15,01,01,1,33,4,012,00688,04211
2660514,15,01,02,2,33,4,012,00688,04211
2660514,15,01,03,1,08,4,012,00688,04211
2660514,15,01,04,1,15,4,012,00688,04211
2660514,16,01,01,1,74,4,012,00688,04211
2660514,16,01,02,2,66,4,012,00688,04211
2660514,17,01,01,1,44,4,012,00688,04211
2660514,17,01,02,2,47,4,012,00688,04211
2660514,17,01,03,2,20,4,012,00688,04211
2660514,17,01,04,1,17,4,012,00688,04211
2660514,18,01,01,1,39,4,012,00688,04211
2660514,18,01,02,2,38,4,012,00688,04211
2660514,18,01,03,1,16,4,012,00688,04211
2660514,18,01,04,2,06,4,012,00688,04211
2660514,18,01,05,1,12,4,012,00688,04211
2660514,19,01,01,1,57,4,012,00688,04211
2660514,19,01,02,2,29,4,012,00688,04211
2660514,19,01,03,1,30,4,012,00688,04211
2660514,19,01,04,2,24,4,012,00688,04211
2660514,19,01,05,1,04,4,012,00688,04211
2660514,19,01,06,1,02,4,012,00688,04211
2660514,20,01,01,1,57,4,012,00688,04211
2660514,20,01,02,2,55,4,012,00688,04211
2660514,20,01,03,2,27,4,012,00688,04211
2660514,20,01,04,1,21,4,012,00688,04211
2660514,20,01,05,1,06,4,012,00688,04211
2660517,01,01,01,1,29,4,011,00689,04800
2660517,01,01,02,2,49,4,011,00689,04800
2660517,01,01,03,2,29,4,011,00689,04800
2660517,01,01,04,1,12,4,011,00689,04800
2660517,01,01,05,1,06,4,011,00689,04800
2660517,01,01,06,2,04,4,011,00689,04800
2660517,02,01,01,2,45,4,011,00689,04800
2660517,02,01,02,2,27,4,011,00689,04800
2660517,02,01,03,1,08,4,011,00689,04800
2660517,02,01,04,2,04,4,011,00689,04800
2660517,02,01,05,1,00,4,011,00689,04800
2660517,04,01,01,1,53,4,011,00689,04800
2660517,04,01,02,2,52,4,011,00689,04800
2660517,04,01,03,2,22,4,011,00689,04800
2660517,05,01,01,1,63,4,011,00689,04800
2660517,05,01,02,2,58,4,011,00689,04800
2660517,05,01,03,2,18,4,011,00689,04800
2660517,05,01,04,1,14,4,011,00689,04800
2660517,05,01,05,2,08,4,011,00689,04800
2660517,06,01,01,1,41,4,011,00689,04800
2660517,06,01,02,2,41,4,011,00689,04800
2660517,06,01,03,1,20,4,011,00689,04800
2660517,06,01,04,2,16,4,011,00689,04800
2660517,06,01,05,1,14,4,011,00689,04800
2660517,07,01,01,2,61,4,011,00689,04800
2660517,07,01,02,1,25,4,011,00689,04800
2660517,07,01,03,1,24,4,011,00689,04800
2660517,08,01,01,1,27,4,011,00689,04800
2660517,08,01,02,2,28,4,011,00689,04800
2660517,08,01,03,1,07,4,011,00689,04800
2660517,08,01,04,1,02,4,011,00689,04800
2660517,08,01,05,2,00,4,011,00689,04800
2660517,09,01,01,1,49,4,011,00689,04800
2660517,09,01,02,2,49,4,011,00689,04800
2660517,09,01,03,2,26,4,011,00689,04800
2660517,09,01,04,1,22,4,011,00689,04800
2660517,09,01,05,1,18,4,011,00689,04800
2660517,09,01,06,2,17,4,011,00689,04800
2660517,09,01,07,2,17,4,011,00689,04800
2660517,09,01,08,2,02,4,011,00689,04800
2660517,09,01,09,2,06,4,011,00689,04800
2660517,10,01,01,1,33,4,011,00689,04800
2660517,10,01,02,2,32,4,011,00689,04800
2660517,10,01,03,2,08,4,011,00689,04800
2660517,10,01,04,1,03,4,011,00689,04800
2660517,11,01,01,1,52,4,011,00689,04800
2660517,11,01,02,2,46,4,011,00689,04800
2660517,11,01,03,1,28,4,011,00689,04800
2660517,11,01,04,1,70,4,011,00689,04800
2660517,13,01,01,1,51,4,011,00689,04800
2660517,13,01,02,2,50,4,011,00689,04800
2660517,13,01,03,1,79,4,011,00689,04800
2660517,13,01,04,2,06,4,011,00689,04800
2660517,13,01,05,1,03,4,011,00689,04800
2660517,15,01,01,1,80,4,011,00689,04800
2660517,15,01,02,1,43,4,011,00689,04800
2660517,15,01,03,1,25,4,011,00689,04800
2660517,16,01,01,2,40,4,011,00689,04800
2660517,16,01,02,1,14,4,011,00689,04800
2660517,16,01,03,1,16,4,011,00689,04800
2660517,18,01,02,2,44,4,011,00689,04800
2660517,18,01,03,2,19,4,011,00689,04800
2660517,19,01,01,2,53,4,011,00689,04800
2660517,19,01,02,1,53,4,011,00689,04800
2660517,19,01,03,1,23,4,011,00689,04800
2660517,19,01,04,2,22,4,011,00689,04800
2660517,19,01,05,1,03,4,011,00689,04800
2700198,01,01,01,1,76,1,003,00690,05582
2700198,01,01,02,2,71,1,003,00690,05582
2700198,01,01,03,1,49,1,003,00690,05582
2700198,01,01,04,2,21,1,003,00690,05582
2700198,02,01,01,1,77,1,003,00690,05582
2700198,02,01,02,2,76,1,003,00690,05582
2700198,02,01,03,1,44,1,003,00690,05582
2700198,03,01,01,1,42,1,003,00690,05582
2700198,03,01,02,2,34,1,003,00690,05582
2700198,03,01,03,2,66,1,003,00690,05582
2700198,03,01,04,1,05,1,003,00690,05582
2700198,04,01,01,2,57,1,003,00690,05582
2700198,04,01,02,2,15,1,003,00690,05582
2700198,05,01,01,2,53,1,003,00690,05582
2700278,01,01,01,1,31,1,002,00691,05226
2700278,01,01,02,1,24,1,002,00691,05226
2700278,01,01,03,1,26,1,002,00691,05226
2700278,02,01,01,2,39,1,002,00691,05226
2700278,02,01,02,1,32,1,002,00691,05226
2700278,02,01,03,2,22,1,002,00691,05226
2700278,02,01,04,2,17,1,002,00691,05226
2700278,03,01,01,1,37,1,002,00691,05226
2700278,03,01,02,2,14,1,002,00691,05226
2700278,03,01,03,2,17,1,002,00691,05226
2700278,03,01,04,2,11,1,002,00691,05226
2700288,01,01,01,1,28,1,002,00692,03572
2700288,01,01,02,2,43,1,002,00692,03572
2700288,01,01,03,1,26,1,002,00692,03572
2700288,01,01,04,2,22,1,002,00692,03572
2700288,01,01,05,2,03,1,002,00692,03572
2700288,02,01,01,2,35,1,002,00692,03572
2700288,02,01,02,1,37,1,002,00692,03572
2700288,03,01,01,2,33,1,002,00692,03572
2700288,03,01,02,2,09,1,002,00692,03572
2700288,03,01,03,1,05,1,002,00692,03572
2700288,05,01,01,1,45,1,002,00692,03572
2700288,05,01,02,2,45,1,002,00692,03572
2700288,05,01,03,1,13,1,002,00692,03572
2700288,05,01,04,2,10,1,002,00692,03572
2700375,01,01,01,2,35,1,002,00693,04957
2700375,01,01,02,1,13,1,002,00693,04957
2700375,02,01,01,1,30,1,002,00693,04957
2700375,02,01,02,2,28,1,002,00693,04957
2700375,02,01,03,1,02,1,002,00693,04957
2700375,02,01,04,2,00,1,002,00693,04957
2700375,03,01,01,1,42,1,002,00693,04957
2700375,03,01,02,2,26,1,002,00693,04957
2700375,04,01,01,2,50,1,002,00693,04957
2700375,04,01,02,1,20,1,002,00693,04957
2700375,04,01,03,2,17,1,002,00693,04957
2700375,04,02,01,1,31,1,002,00693,04957
2700375,04,02,02,2,25,1,002,00693,04957
2700375,04,02,03,2,06,1,002,00693,04957
2700375,04,02,04,1,03,1,002,00693,04957
2700375,04,03,01,1,21,1,002,00693,04957
2700375,04,03,02,2,21,1,002,00693,04957
2700375,04,03,03,2,02,1,002,00693,04957
2700375,04,03,04,1,01,1,002,00693,04957
2700375,05,01,01,1,57,1,002,00693,04957
2700375,05,01,02,2,56,1,002,00693,04957
2700375,05,01,03,2,33,1,002,00693,04957
2700375,05,01,04,1,24,1,002,00693,04957
2700375,05,01,05,2,13,1,002,00693,04957
2700375,05,01,06,2,11,1,002,00693,04957
2700375,05,01,07,1,04,1,002,00693,04957
2700465,01,01,01,1,85,1,003,00694,05784
2700465,01,01,02,2,64,1,003,00694,05784
2700465,02,01,01,2,44,1,003,00694,05784
2700465,03,01,01,1,55,1,003,00694,05784
2700465,03,01,02,2,47,1,003,00694,05784
2700465,03,01,03,1,27,1,003,00694,05784
2700465,03,01,04,1,17,1,003,00694,05784
2700465,04,01,01,1,31,1,003,00694,05784
2700465,05,01,01,1,30,1,003,00694,05784
2700465,05,01,02,2,30,1,003,00694,05784
2700465,05,01,03,1,06,1,003,00694,05784
2700488,01,01,01,1,39,1,002,00695,04760
2700488,01,01,02,2,35,1,002,00695,04760
2700488,01,01,03,1,14,1,002,00695,04760
2700488,01,01,04,1,08,1,002,00695,04760
2700488,01,01,05,1,06,1,002,00695,04760
2700488,04,01,01,1,31,1,002,00695,04760
2700488,04,01,02,1,14,1,002,00695,04760
2700488,04,01,03,1,02,1,002,00695,04760
2700488,04,01,04,1,06,1,002,00695,04760
2700488,04,01,05,2,35,1,002,00695,04760
2700488,05,01,01,1,59,1,002,00695,04760
2700488,05,01,02,2,59,1,002,00695,04760
2700488,05,01,03,1,31,1,002,00695,04760
2700559,01,01,01,2,60,1,002,00696,05819
2700559,01,01,02,2,46,1,002,00696,05819
2700559,01,01,03,1,21,1,002,00696,05819
2700559,01,01,04,2,10,1,002,00696,05819
2700559,02,01,01,1,41,1,002,00696,05819
2700559,02,01,02,2,39,1,002,00696,05819
2700559,02,01,03,1,09,1,002,00696,05819
2700559,02,01,04,1,06,1,002,00696,05819
2700559,03,01,01,2,64,1,002,00696,05819
2700559,05,01,01,1,53,1,002,00696,05819
2700559,05,01,02,2,51,1,002,00696,05819
2700559,05,01,03,1,35,1,002,00696,05819
2700591,01,01,01,2,27,1,002,00697,04917
2700591,01,01,02,2,24,1,002,00697,04917
2700591,01,01,03,2,01,1,002,00697,04917
2700591,02,01,01,1,22,1,002,00697,04917
2700591,02,02,01,1,29,1,002,00697,04917
2700591,03,01,01,1,30,1,002,00697,04917
2700591,03,01,02,2,25,1,002,00697,04917
2700591,03,01,03,2,09,1,002,00697,04917
2700591,03,01,04,1,03,1,002,00697,04917
2700591,03,01,05,1,02,1,002,00697,04917
2700591,04,01,01,2,52,1,002,00697,04917
2700591,04,01,02,1,33,1,002,00697,04917
2700591,04,01,03,2,11,1,002,00697,04917
2700591,04,01,04,2,14,1,002,00697,04917
2700591,05,01,03,2,41,1,002,00697,04917
2700600,01,01,01,1,44,1,003,00698,05624
2700600,01,01,02,2,42,1,003,00698,05624
2700600,01,01,03,1,23,1,003,00698,05624
2700600,01,01,04,2,13,1,003,00698,05624
2700600,02,01,01,2,40,1,003,00698,05624
2700600,02,01,02,2,22,1,003,00698,05624
2700600,02,01,03,2,21,1,003,00698,05624
2700600,02,01,04,1,10,1,003,00698,05624
2700600,02,01,05,1,08,1,003,00698,05624
2700600,02,01,06,1,07,1,003,00698,05624
2700600,03,01,01,2,53,1,003,00698,05624
2700600,03,01,02,2,30,1,003,00698,05624
2700600,03,01,03,1,28,1,003,00698,05624
2700600,04,01,01,1,34,1,003,00698,05624
2700600,04,01,02,2,30,1,003,00698,05624
2700600,04,01,03,1,10,1,003,00698,05624
2700600,04,01,04,1,00,1,003,00698,05624
2700600,04,01,05,2,86,1,003,00698,05624
2700600,05,01,01,1,71,1,003,00698,05624
2700600,05,01,02,2,67,1,003,00698,05624
2700600,05,01,03,2,66,1,003,00698,05624
2700696,01,01,01,1,49,1,002,00699,07343
2700696,01,01,02,2,47,1,002,00699,07343
2700696,01,01,03,2,29,1,002,00699,07343
2700696,01,01,04,1,28,1,002,00699,07343
2700696,01,01,05,2,23,1,002,00699,07343
2700696,01,01,06,1,21,1,002,00699,07343
2700696,02,01,01,1,37,1,002,00699,07343
2700696,02,01,02,2,38,1,002,00699,07343
2700696,02,01,03,1,14,1,002,00699,07343
2700696,02,01,04,2,08,1,002,00699,07343
2700696,02,01,05,2,07,1,002,00699,07343
2700696,03,01,01,1,30,1,002,00699,07343
2700696,03,01,02,2,32,1,002,00699,07343
2700696,03,01,03,1,09,1,002,00699,07343
2700696,03,01,04,1,01,1,002,00699,07343
2700696,05,01,01,1,63,1,002,00699,07343
2700696,05,01,02,2,58,1,002,00699,07343
2700705,02,01,01,1,51,1,004,00700,05860
2700705,02,01,02,1,21,1,004,00700,05860
2700705,02,01,03,2,21,1,004,00700,05860
2700705,02,01,04,1,46,1,004,00700,05860
2700705,02,01,05,1,00,1,004,00700,05860
2700705,02,01,06,2,18,1,004,00700,05860
2700705,04,01,01,2,05,1,004,00700,05860
2700705,04,01,02,1,43,1,004,00700,05860
2700705,04,01,03,2,38,1,004,00700,05860
2700705,05,01,01,1,57,1,004,00700,05860
2700705,05,01,02,2,58,1,004,00700,05860
2700705,05,01,03,1,07,1,004,00700,05860
2700843,01,01,01,2,50,1,004,00701,06409
2700843,01,01,02,1,78,1,004,00701,06409
2700843,01,01,03,2,75,1,004,00701,06409
2700843,01,01,04,1,58,1,004,00701,06409
2700843,01,01,05,2,19,1,004,00701,06409
2700843,01,01,06,2,15,1,004,00701,06409
2700843,02,01,01,1,49,1,004,00701,06409
2700843,02,01,02,2,47,1,004,00701,06409
2700843,02,01,03,2,20,1,004,00701,06409
2700843,02,01,04,1,16,1,004,00701,06409
2700843,03,01,01,1,40,1,004,00701,06409
2700843,03,01,02,2,38,1,004,00701,06409
2700843,03,01,03,1,16,1,004,00701,06409
2700843,03,01,04,2,12,1,004,00701,06409
2700843,03,01,05,2,09,1,004,00701,06409
2700843,04,01,01,1,39,1,004,00701,06409
2700843,04,01,02,2,38,1,004,00701,06409
2700843,04,01,03,1,11,1,004,00701,06409
2700843,04,01,04,2,04,1,004,00701,06409
2700843,04,01,05,2,01,1,004,00701,06409
2700843,04,01,06,1,65,1,004,00701,06409
2700843,04,01,07,2,63,1,004,00701,06409
2700843,05,01,01,1,27,1,004,00701,06409
2700861,01,01,01,1,47,2,005,00702,04054
2700861,01,01,02,2,42,2,005,00702,04054
2700861,01,01,03,1,11,2,005,00702,04054
2700861,01,01,04,2,05,2,005,00702,04054
2700861,01,02,01,2,34,2,005,00702,04054
2700861,03,01,01,1,39,2,005,00702,04054
2700861,03,01,02,2,35,2,005,00702,04054
2700861,03,01,03,1,06,2,005,00702,04054
2700861,03,01,04,1,04,2,005,00702,04054
2700861,05,01,01,1,50,2,005,00702,04054
2700861,05,01,02,2,49,2,005,00702,04054
2700861,05,01,03,2,25,2,005,00702,04054
2700861,05,01,04,2,22,2,005,00702,04054
2700861,06,01,01,2,50,2,005,00702,04054
2700861,06,01,02,2,26,2,005,00702,04054
2700861,06,01,03,1,17,2,005,00702,04054
2700861,06,01,04,2,16,2,005,00702,04054
2700861,06,01,05,2,08,2,005,00702,04054
2700861,07,01,01,2,34,2,005,00702,04054
2700861,07,01,02,2,07,2,005,00702,04054
2700861,07,01,03,2,04,2,005,00702,04054
2700861,08,01,01,1,28,2,005,00702,04054
2700861,08,01,02,1,28,2,005,00702,04054
2700861,08,01,03,1,04,2,005,00702,04054
2700861,09,01,01,1,76,2,005,00702,04054
2700861,09,01,02,2,63,2,005,00702,04054
2700861,09,01,03,1,31,2,005,00702,04054
2700861,10,01,01,1,32,2,005,00702,04054
2700861,11,01,01,1,38,2,005,00702,04054
2700861,11,01,02,2,36,2,005,00702,04054
2700861,11,01,03,1,14,2,005,00702,04054
2700861,11,01,04,2,11,2,005,00702,04054
2700861,13,01,01,2,32,2,005,00702,04054
2700861,14,01,01,1,32,2,005,00702,04054
2700861,14,01,02,2,32,2,005,00702,04054
2700861,14,01,03,1,11,2,005,00702,04054
2700861,14,01,04,2,04,2,005,00702,04054
2700861,15,01,01,1,55,2,005,00702,04054
2700861,15,01,02,2,52,2,005,00702,04054
2700861,15,01,03,2,32,2,005,00702,04054
2700861,15,01,04,2,04,2,005,00702,04054
2700861,16,01,01,1,45,2,005,00702,04054
2700861,16,01,02,2,40,2,005,00702,04054
2700861,16,01,03,2,18,2,005,00702,04054
2700861,16,01,04,1,13,2,005,00702,04054
2700861,17,01,01,1,46,2,005,00702,04054
2700861,17,01,02,2,41,2,005,00702,04054
2700861,17,01,03,1,18,2,005,00702,04054
2700861,18,01,01,1,60,2,005,00702,04054
2700861,18,01,02,2,23,2,005,00702,04054
2700861,18,01,03,2,56,2,005,00702,04054
2700861,18,01,04,1,20,2,005,00702,04054
2700861,18,01,05,1,26,2,005,00702,04054
2700861,19,01,01,1,50,2,005,00702,04054
2700861,19,01,02,2,42,2,005,00702,04054
2700861,19,01,04,1,22,2,005,00702,04054
2700861,20,01,01,1,59,2,005,00702,04054
2700861,20,01,02,2,49,2,005,00702,04054
2700861,20,01,03,2,19,2,005,00702,04054
2700861,20,01,04,2,00,2,005,00702,04054
2700904,01,01,01,2,59,2,005,00703,04323
2700904,03,01,01,2,52,2,005,00703,04323
2700904,03,01,02,1,27,2,005,00703,04323
2700904,03,01,03,1,13,2,005,00703,04323
2700904,04,01,01,1,34,2,005,00703,04323
2700904,04,01,02,2,34,2,005,00703,04323
2700904,04,01,03,2,09,2,005,00703,04323
2700904,04,01,04,1,15,2,005,00703,04323
2700904,04,01,05,1,08,2,005,00703,04323
2700904,06,01,01,1,58,2,005,00703,04323
2700904,06,01,02,2,56,2,005,00703,04323
2700904,08,01,01,1,88,2,005,00703,04323
2700904,08,01,02,2,59,2,005,00703,04323
2700904,08,01,03,2,37,2,005,00703,04323
2700904,08,01,04,2,26,2,005,00703,04323
2700904,08,01,05,1,25,2,005,00703,04323
2700904,09,01,01,1,59,2,005,00703,04323
2700904,09,01,02,2,53,2,005,00703,04323
2700904,09,01,03,1,28,2,005,00703,04323
2700904,09,02,01,1,37,2,005,00703,04323
2700904,09,02,02,2,22,2,005,00703,04323
2700904,09,02,03,1,15,2,005,00703,04323
2700904,09,02,04,1,02,2,005,00703,04323
2700904,09,02,05,2,01,2,005,00703,04323
2700904,10,01,01,1,26,2,005,00703,04323
2700904,10,01,02,2,19,2,005,00703,04323
2700904,10,01,03,2,00,2,005,00703,04323
2700904,11,01,01,2,41,2,005,00703,04323
2700904,12,01,01,2,38,2,005,00703,04323
2700904,12,01,02,2,32,2,005,00703,04323
2700904,13,01,01,1,73,2,005,00703,04323
2700904,13,01,02,2,68,2,005,00703,04323
2700904,13,01,03,1,45,2,005,00703,04323
2700904,14,01,01,1,99,2,005,00703,04323
2700904,14,01,02,2,38,2,005,00703,04323
2700904,14,01,03,2,19,2,005,00703,04323
2700904,14,01,04,2,12,2,005,00703,04323
2700904,14,01,05,1,10,2,005,00703,04323
2700904,14,01,06,1,04,2,005,00703,04323
2700904,15,01,01,1,58,2,005,00703,04323
2700904,15,01,02,2,54,2,005,00703,04323
2700904,16,01,01,1,53,2,005,00703,04323
2700904,16,01,02,2,52,2,005,00703,04323
2700904,16,01,03,2,25,2,005,00703,04323
2700904,16,01,04,2,00,2,005,00703,04323
2700904,17,01,01,2,32,2,005,00703,04323
2700904,17,01,02,2,15,2,005,00703,04323
2700904,17,01,03,1,12,2,005,00703,04323
2700904,17,01,04,1,26,2,005,00703,04323
2700904,18,01,01,1,77,2,005,00703,04323
2700904,18,01,02,1,20,2,005,00703,04323
2700904,18,01,03,2,15,2,005,00703,04323
2700904,20,01,01,1,28,2,005,00703,04323
2700904,20,01,02,2,25,2,005,00703,04323
2700904,20,01,03,2,02,2,005,00703,04323
2701597,01,01,01,2,57,3,009,00704,03926
2701597,01,01,02,2,30,3,009,00704,03926
2701597,02,01,01,1,35,3,009,00704,03926
2701597,02,01,02,2,24,3,009,00704,03926
2701597,02,01,03,1,05,3,009,00704,03926
2701597,02,01,04,1,00,3,009,00704,03926
2701597,03,01,01,1,31,3,009,00704,03926
2701597,03,01,02,2,28,3,009,00704,03926
2701597,03,01,03,2,07,3,009,00704,03926
2701597,05,01,01,1,61,3,009,00704,03926
2701597,05,01,02,2,58,3,009,00704,03926
2701597,05,01,03,1,30,3,009,00704,03926
2701597,06,01,01,1,18,3,009,00704,03926
2701597,06,02,01,1,19,3,009,00704,03926
2701597,06,03,01,1,18,3,009,00704,03926
2701597,06,04,01,1,19,3,009,00704,03926
2701597,07,01,01,1,31,3,009,00704,03926
2701597,07,01,02,2,32,3,009,00704,03926
2701597,07,01,03,1,14,3,009,00704,03926
2701597,07,01,04,2,06,3,009,00704,03926
2701597,08,01,01,1,35,3,009,00704,03926
2701597,08,01,02,2,37,3,009,00704,03926
2701597,08,01,03,1,11,3,009,00704,03926
2701597,08,01,04,1,10,3,009,00704,03926
2701597,10,01,01,1,34,3,009,00704,03926
2701597,11,01,01,1,66,3,009,00704,03926
2701597,11,01,02,2,63,3,009,00704,03926
2701597,12,01,01,1,27,3,009,00704,03926
2701597,12,01,02,2,29,3,009,00704,03926
2701597,13,01,01,2,33,3,009,00704,03926
2701597,13,01,02,2,15,3,009,00704,03926
2701597,13,01,03,2,10,3,009,00704,03926
2701597,13,01,04,1,06,3,009,00704,03926
2701597,14,01,01,1,54,3,009,00704,03926
2701597,14,01,02,2,50,3,009,00704,03926
2701597,14,02,01,1,26,3,009,00704,03926
2701597,14,02,02,2,25,3,009,00704,03926
2701597,14,02,03,2,05,3,009,00704,03926
2701597,15,01,01,1,52,3,009,00704,03926
2701597,15,01,02,2,41,3,009,00704,03926
2701597,15,01,03,1,22,3,009,00704,03926
2701597,15,01,04,2,17,3,009,00704,03926
2701597,15,01,05,2,04,3,009,00704,03926
2701597,16,01,01,1,54,3,009,00704,03926
2701597,16,01,02,2,26,3,009,00704,03926
2701597,16,01,03,2,04,3,009,00704,03926
2701597,17,01,01,1,20,3,009,00704,03926
2701597,17,01,02,2,21,3,009,00704,03926
2701597,17,01,03,2,02,3,009,00704,03926
2701597,18,01,01,1,62,3,009,00704,03926
2701597,18,01,02,2,61,3,009,00704,03926
2701597,19,01,01,1,62,3,009,00704,03926
2701750,01,01,01,1,50,3,009,00705,03327
2701750,01,01,02,2,51,3,009,00705,03327
2701750,01,01,03,1,17,3,009,00705,03327
2701750,01,01,04,1,03,3,009,00705,03327
2701750,02,01,01,1,65,3,009,00705,03327
2701750,02,01,02,2,59,3,009,00705,03327
2701750,03,01,01,1,72,3,009,00705,03327
2701750,03,01,02,2,67,3,009,00705,03327
