FOLIO,VIV_SEL,P0_1,P0_2,P0_3,P0_4_1,P0_4_2,P1_1,P1_2,TLOC,REGION,EST_DIS,UPM_DIS,FAC_VIV
10088,13,2,3,0,2,2,3,1,4,2,169,1547,1431
10089,14,1,4,2,1,1,1,1,4,2,169,1547,1431
10090,15,2,3,1,1,2,4,1,4,2,169,1547,1431
10091,17,3,6,1,2,1,3,1,4,2,169,1547,1431
10092,18,1,3,1,1,1,3,1,4,2,169,1547,1431
10093,19,2,3,1,1,2,4,1,4,2,169,1547,1431
10094,20,1,3,0,2,2,1,1,4,2,169,1547,1431
10095,1,3,4,1,1,2,5,1,4,2,169,1548,1232
10096,2,2,4,1,1,2,4,1,4,2,169,1548,1232
10097,3,1,3,0,2,2,1,1,4,2,169,1548,1232
10098,5,2,4,0,2,2,8,1,4,2,169,1548,1232
10099,6,1,2,1,1,2,4,1,4,2,169,1548,1232
10100,7,1,1,0,2,2,4,1,4,2,169,1548,1232
10101,8,3,3,0,2,2,7,1,4,2,169,1548,1232
10102,9,2,4,0,2,2,3,1,4,2,169,1548,1232
10103,10,2,3,0,1,2,3,1,4,2,169,1548,1232
10104,11,1,3,0,2,2,1,1,4,2,169,1548,1232
10105,12,2,3,1,1,1,5,1,4,2,169,1548,1232
10106,13,1,2,1,2,2,4,1,4,2,169,1548,1232
10107,14,2,3,0,2,2,6,1,4,2,169,1548,1232
10108,15,3,5,1,1,2,8,1,4,2,169,1548,1232
10109,16,1,2,0,1,2,4,1,4,2,169,1548,1232
10110,17,3,5,0,2,2,4,1,4,2,169,1548,1232
10111,18,1,2,0,1,2,4,1,4,2,169,1548,1232
10112,19,1,2,0,2,2,3,1,4,2,169,1548,1232
10113,20,3,5,0,1,2,3,1,4,2,169,1548,1232
10114,1,2,3,1,1,2,4,1,4,2,170,1549,884
10115,2,1,2,1,2,2,1,1,4,2,170,1549,884
10116,3,1,6,1,2,2,1,1,4,2,170,1549,884
10117,4,1,2,1,2,2,3,1,4,2,170,1549,884
10118,5,3,4,2,1,1,5,1,4,2,170,1549,884
10119,6,1,4,1,1,2,1,1,4,2,170,1549,884
10120,7,3,7,2,1,1,5,1,4,2,170,1549,884
10121,8,2,4,1,1,2,2,1,4,2,170,1549,884
10122,9,1,6,0,1,1,2,1,4,2,170,1549,884
10123,10,2,4,1,1,2,4,1,4,2,170,1549,884
10124,11,1,4,1,2,2,1,1,4,2,170,1549,884
10125,12,2,4,1,2,2,2,1,4,2,170,1549,884
10126,13,1,5,1,1,1,2,1,4,2,170,1549,884
10127,14,3,4,2,1,2,4,1,4,2,170,1549,884
10128,15,2,4,1,1,1,5,1,4,2,170,1549,884
10129,16,1,5,1,1,1,1,1,4,2,170,1549,884
10130,17,2,5,1,1,1,5,1,4,2,170,1549,884
10131,18,3,5,1,1,2,3,1,4,2,170,1549,884
10132,19,3,4,1,2,2,1,1,4,2,170,1549,884
10133,20,1,5,2,1,2,2,1,4,2,170,1549,884
10134,2,1,3,1,1,1,1,1,1,1,179,1550,2004
10135,3,3,6,2,1,1,5,1,1,1,179,1550,2004
10136,4,3,6,2,2,2,2,1,1,1,179,1550,2004
10137,5,2,4,1,1,1,2,1,1,1,179,1550,2004
10138,1,1,3,1,2,1,1,1,1,1,179,1551,1880
10139,2,2,4,1,2,1,1,1,1,1,179,1551,1880
10140,3,1,3,1,2,2,1,1,1,1,179,1551,1880
10141,4,1,3,1,1,2,1,1,1,1,179,1551,1880
10142,5,2,4,1,1,1,4,1,1,1,179,1551,1880
10143,1,2,3,1,1,1,4,1,1,1,179,1552,1939
10144,2,2,4,1,1,1,4,1,1,1,179,1552,1939
10145,3,2,2,1,1,2,2,1,1,1,179,1552,1939
10146,4,2,4,1,1,1,4,1,1,1,179,1552,1939
10147,5,1,3,1,2,2,1,1,1,1,179,1552,1939
10148,1,1,2,1,1,1,4,1,1,1,178,1553,1925
10149,2,2,3,1,1,1,2,1,1,1,178,1553,1925
10150,4,2,4,1,1,1,4,1,1,1,178,1553,1925
10151,3,1,3,1,2,2,1,1,1,1,179,1554,2009
10152,5,1,4,1,1,1,3,1,1,1,179,1554,2009
10153,1,2,5,1,2,1,3,1,1,1,178,1555,2347
10154,2,2,7,2,1,1,5,1,1,1,178,1555,2347
10155,3,2,3,1,1,1,5,1,1,1,178,1555,2347
10156,4,1,3,1,1,2,4,1,1,1,178,1555,2347
10157,5,1,2,1,1,1,2,1,1,1,178,1555,2347
10158,1,2,3,1,1,1,5,1,1,1,180,1556,2504
10159,2,2,3,1,1,1,2,1,1,1,180,1556,2504
10160,3,2,3,1,1,2,3,1,1,1,180,1556,2504
10161,4,2,3,1,1,2,4,1,1,1,180,1556,2504
10162,2,3,5,2,2,1,4,1,1,1,180,1557,2561
10163,3,2,4,1,1,1,5,1,1,1,180,1557,2561
10164,4,2,3,1,2,1,9,1,1,1,180,1557,2561
10165,1,1,3,1,1,2,2,1,1,1,180,1558,2202
10166,2,2,3,1,1,1,4,1,1,1,180,1558,2202
10167,3,2,4,1,1,1,2,1,1,1,180,1558,2202
10168,4,2,3,1,1,1,4,1,1,1,180,1558,2202
10169,5,2,3,1,1,1,6,1,1,1,180,1558,2202
10170,1,1,3,1,1,1,4,1,1,1,178,1559,2429
10171,2,2,5,2,2,2,7,1,1,1,178,1559,2429
10172,3,3,5,2,1,1,7,1,1,1,178,1559,2429
10173,4,3,4,1,1,1,4,1,1,1,178,1559,2429
10174,5,2,4,2,2,1,5,1,1,1,178,1559,2429
10175,1,2,4,1,2,2,4,1,1,1,178,1560,1884
10176,2,2,4,2,1,1,3,1,1,1,178,1560,1884
10177,3,2,4,1,1,1,3,1,1,1,178,1560,1884
10178,4,1,3,1,2,1,3,1,1,1,178,1560,1884
10179,5,2,3,2,1,1,6,1,1,1,178,1560,1884
10180,1,2,3,1,1,2,4,1,1,1,179,1561,1831
10181,2,3,4,1,1,1,5,1,1,1,179,1561,1831
10182,3,2,5,2,1,1,5,1,1,1,179,1561,1831
10183,4,1,3,1,2,2,2,1,1,1,179,1561,1831
10184,1,2,4,1,1,1,5,1,1,1,179,1562,1972
10185,2,2,3,1,1,1,4,1,1,1,179,1562,1972
10186,3,3,4,1,1,1,8,1,1,1,179,1562,1972
10187,4,3,6,1,1,1,3,1,1,1,179,1562,1972
10188,5,1,2,2,2,2,1,1,1,1,179,1562,1972
10189,1,2,2,1,2,2,5,1,1,1,178,1563,2869
10190,2,3,3,1,2,2,6,1,1,1,178,1563,2869
10191,3,2,2,2,2,2,8,2,1,1,178,1563,2869
10192,4,2,4,1,1,1,6,1,1,1,178,1563,2869
10193,5,2,3,1,1,1,5,1,1,1,178,1563,2869
10194,1,2,6,2,1,1,1,1,1,1,179,1564,2160
10195,2,2,3,1,2,2,6,1,1,1,179,1564,2160
10196,3,1,2,1,2,1,5,1,1,1,179,1564,2160
10197,4,1,3,1,2,2,4,1,1,1,179,1564,2160
10198,5,3,4,1,1,1,5,1,1,1,179,1564,2160
10199,1,1,2,1,2,1,4,1,1,1,179,1565,1822
10200,3,1,4,1,1,2,3,1,1,1,179,1565,1822
10201,4,2,5,1,1,1,4,1,1,1,179,1565,1822
10202,5,1,2,0,2,2,1,1,1,1,179,1565,1822
10203,1,4,4,2,2,2,4,1,1,1,179,1566,1919
10204,2,4,5,3,1,1,5,1,1,1,179,1566,1919
10205,3,1,3,2,1,1,4,1,1,1,179,1566,1919
10206,4,2,9,2,2,1,4,1,1,1,179,1566,1919
10207,5,1,4,1,2,2,1,1,1,1,179,1566,1919
10208,1,3,5,1,1,1,5,1,1,1,179,1567,1875
10209,3,5,8,2,1,1,6,1,1,1,179,1567,1875
10210,4,2,4,1,2,1,5,1,1,1,179,1567,1875
10211,5,3,3,4,1,1,4,1,1,1,179,1567,1875
10212,1,3,4,2,1,1,4,1,1,1,180,1568,1469
10213,2,1,7,3,1,1,1,1,1,1,180,1568,1469
10214,3,2,4,1,1,1,2,1,1,1,180,1568,1469
10215,4,3,5,2,1,1,4,1,1,1,180,1568,1469
10216,5,2,4,1,2,1,2,1,1,1,180,1568,1469
10217,1,1,2,1,2,1,2,1,1,1,179,1569,1919
10218,2,1,3,1,2,2,1,1,1,1,179,1569,1919
10219,3,3,4,1,2,1,3,1,1,1,179,1569,1919
10220,4,1,4,1,1,1,3,1,1,1,179,1569,1919
10221,5,2,3,1,1,1,2,1,1,1,179,1569,1919
10222,2,2,6,2,1,1,4,2,1,1,179,1570,1384
10223,3,4,6,2,2,1,4,1,1,1,179,1570,1384
10224,5,2,5,1,1,1,3,1,1,1,179,1570,1384
10225,1,1,3,1,1,1,2,1,1,1,178,1571,1975
10226,2,1,2,1,2,2,1,1,1,1,178,1571,1975
10227,3,2,5,1,2,2,3,1,1,1,178,1571,1975
10228,4,2,3,2,2,1,5,1,1,1,178,1571,1975
10229,5,2,3,1,2,1,5,1,1,1,178,1571,1975
10230,1,2,5,1,1,1,1,1,1,1,179,1572,1858
10231,2,2,4,1,1,1,4,1,1,1,179,1572,1858
10232,3,4,6,3,1,1,6,1,1,1,179,1572,1858
10233,4,2,3,1,1,1,5,1,1,1,179,1572,1858
10234,5,2,3,1,1,1,2,1,1,1,179,1572,1858
10235,1,1,2,1,1,1,4,1,1,1,179,1573,2232
10236,2,2,4,1,2,1,2,1,1,1,179,1573,2232
10237,3,2,3,1,1,1,5,1,1,1,179,1573,2232
10238,5,2,4,1,1,1,5,1,1,1,179,1573,2232
10239,2,3,5,2,1,1,5,1,1,1,178,1574,1894
10240,3,1,3,1,1,2,2,1,1,1,178,1574,1894
10241,4,2,3,1,2,1,6,1,1,1,178,1574,1894
10242,1,3,4,2,2,1,4,1,1,1,178,1575,2456
10243,2,1,2,1,2,2,1,1,1,1,178,1575,2456
10244,4,2,3,1,1,1,7,1,1,1,178,1575,2456
10245,5,2,3,1,2,1,5,1,1,1,178,1575,2456
10246,1,3,4,2,1,1,5,1,1,1,180,1576,2967
10247,2,2,4,2,2,1,5,1,1,1,180,1576,2967
10248,3,2,4,1,1,1,5,1,1,1,180,1576,2967
10249,4,1,3,1,1,1,2,1,1,1,180,1576,2967
10250,5,3,4,1,1,1,5,1,1,1,180,1576,2967
10251,1,2,3,1,1,2,3,1,1,1,180,1577,2159
10252,2,1,3,1,2,2,2,1,1,1,180,1577,2159
10253,3,2,9,1,1,1,1,1,1,1,180,1577,2159
10254,4,3,4,2,2,1,3,1,1,1,180,1577,2159
10255,5,2,3,1,1,1,2,1,1,1,180,1577,2159
10256,2,2,5,2,1,1,2,1,1,1,179,1578,1884
10257,3,3,6,2,2,2,2,1,1,1,179,1578,1884
10258,4,4,7,2,1,1,5,1,1,1,179,1578,1884
10259,5,2,4,1,1,1,3,1,1,1,179,1578,1884
10260,2,2,3,2,1,1,3,1,1,1,180,1579,2216
10261,3,1,3,2,1,1,3,1,1,1,180,1579,2216
10262,1,2,6,1,1,1,4,1,1,1,180,1580,2436
10263,3,2,4,1,2,2,6,1,1,1,180,1580,2436
10264,4,2,4,1,2,1,4,1,1,1,180,1580,2436
10265,2,2,3,1,2,2,3,1,1,1,180,1581,2787
10266,3,3,4,1,2,1,6,1,1,1,180,1581,2787
10267,4,2,3,1,1,1,4,1,1,1,180,1581,2787
10268,1,1,2,1,1,1,2,1,1,1,178,1582,1967
10269,2,2,4,1,1,1,5,1,1,1,178,1582,1967
10270,3,2,3,1,1,1,5,1,1,1,178,1582,1967
10271,4,1,3,1,2,1,1,1,1,1,178,1582,1967
10272,5,2,3,1,1,1,6,1,1,1,178,1582,1967
10273,1,2,4,1,1,1,2,1,1,1,178,1583,2061
10274,2,2,3,2,1,1,4,1,1,1,178,1583,2061
10275,3,2,3,1,1,1,5,1,1,1,178,1583,2061
10276,4,2,3,1,1,2,2,1,1,1,178,1583,2061
10277,5,3,5,2,2,1,9,2,1,1,178,1583,2061
10278,1,1,3,2,1,1,4,1,1,1,179,1584,1796
10279,2,1,1,0,2,2,1,1,1,1,179,1584,1796
10280,3,1,3,1,1,2,1,1,1,1,179,1584,1796
10281,5,3,4,1,1,1,3,1,1,1,179,1584,1796
10282,1,1,3,1,2,2,1,1,1,1,179,1585,2238
10283,2,3,7,2,1,1,3,1,1,1,179,1585,2238
10284,3,2,5,1,1,1,2,1,1,1,179,1585,2238
10285,4,2,4,1,2,1,4,1,1,1,179,1585,2238
10286,1,1,6,2,1,1,2,1,1,1,179,1586,1930
10287,3,2,4,2,1,1,3,1,1,1,179,1586,1930
10288,4,1,3,1,1,1,3,1,1,1,179,1586,1930
10289,5,2,3,1,1,2,4,1,1,1,179,1586,1930
10290,1,2,3,1,2,1,5,1,1,1,178,1587,2210
10291,3,1,3,1,2,2,5,1,1,1,178,1587,2210
10292,4,3,7,3,1,1,4,1,1,1,178,1587,2210
10293,5,2,2,1,1,1,2,1,1,1,178,1587,2210
10294,1,1,3,1,2,1,6,1,1,1,178,1588,2592
10295,2,3,5,2,1,1,4,1,1,1,178,1588,2592
10296,3,1,1,1,2,2,3,1,1,1,178,1588,2592
10297,4,3,4,1,2,1,10,1,1,1,178,1588,2592
10298,5,3,3,1,2,1,7,1,1,1,178,1588,2592
10299,2,3,4,1,1,1,3,1,1,1,180,1589,2670
10300,3,2,4,1,1,1,3,1,1,1,180,1589,2670
10301,4,1,4,1,1,1,3,1,1,1,180,1589,2670
10302,5,3,8,3,1,1,6,1,1,1,180,1589,2670
10303,3,1,3,1,1,1,4,1,1,1,179,1590,1344
10304,4,2,4,2,1,1,4,1,1,1,179,1590,1344
10305,5,2,3,2,1,1,4,1,1,1,179,1590,1344
10306,2,3,5,1,1,1,3,1,1,1,180,1591,2624
10307,4,3,6,1,1,1,6,1,1,1,180,1591,2624
10308,5,2,4,1,1,1,3,1,1,1,180,1591,2624
10309,1,3,4,1,1,1,4,1,1,1,179,1592,2391
10310,3,2,3,1,2,2,3,1,1,1,179,1592,2391
10311,4,4,5,2,1,1,5,1,1,1,179,1592,2391
10312,5,1,3,1,1,2,3,1,1,1,179,1592,2391
10313,1,3,4,2,1,1,4,1,1,1,179,1593,1897
10314,3,2,3,1,1,1,3,1,1,1,179,1593,1897
10315,4,2,3,1,2,1,1,1,1,1,179,1593,1897
10316,5,3,7,2,1,1,4,1,1,1,179,1593,1897
10317,1,1,1,1,2,1,4,1,1,1,178,1594,2830
10318,2,1,5,1,2,2,2,1,1,1,178,1594,2830
10319,3,2,3,1,1,1,6,1,1,1,178,1594,2830
10320,4,2,4,2,1,1,5,1,1,1,178,1594,2830
10321,5,2,5,5,1,1,5,1,1,1,178,1594,2830
10322,1,1,1,1,1,2,1,1,1,1,178,1595,2028
10323,3,3,5,2,1,1,6,1,1,1,178,1595,2028
10324,5,1,1,0,2,2,1,1,1,1,178,1595,2028
10325,1,1,2,0,2,2,5,1,2,1,174,1597,2421
10326,2,1,1,0,2,2,1,1,2,1,174,1597,2421
10327,3,2,3,1,1,1,7,1,2,1,174,1597,2421
10328,4,1,2,1,2,2,1,1,2,1,174,1597,2421
10329,5,1,3,1,2,2,10,1,2,1,174,1597,2421
10330,6,1,2,1,2,2,1,1,2,1,174,1597,2421
10331,7,2,4,1,2,1,3,1,2,1,174,1597,2421
10332,8,1,4,1,2,2,1,1,2,1,174,1597,2421
10333,9,3,5,2,1,1,4,1,2,1,174,1597,2421
10334,10,2,2,0,2,2,6,1,2,1,174,1597,2421
10335,11,2,4,1,1,1,3,1,2,1,174,1597,2421
10336,12,2,3,1,1,2,4,1,2,1,174,1597,2421
10337,13,2,4,1,1,1,5,1,2,1,174,1597,2421
10338,14,2,2,1,2,2,5,1,2,1,174,1597,2421
10339,15,2,4,1,1,1,6,1,2,1,174,1597,2421
10340,16,1,3,1,2,2,1,1,2,1,174,1597,2421
10341,18,5,7,5,1,1,6,1,2,1,174,1597,2421
10342,20,1,2,1,2,2,1,1,2,1,174,1597,2421
10343,1,2,3,1,1,1,2,1,2,1,174,1598,2513
10344,2,1,5,3,1,1,3,1,2,1,174,1598,2513
10345,3,1,6,2,1,2,2,1,2,1,174,1598,2513
10346,4,2,3,1,1,1,4,1,2,1,174,1598,2513
10347,6,2,3,2,1,1,6,1,2,1,174,1598,2513
10348,7,2,4,1,2,1,3,1,2,1,174,1598,2513
10349,8,3,7,2,1,1,3,1,2,1,174,1598,2513
10350,9,2,3,1,1,1,4,1,2,1,174,1598,2513
10351,10,3,4,2,1,1,3,1,2,1,174,1598,2513
10352,11,2,3,1,1,1,4,1,2,1,174,1598,2513
10353,12,1,4,1,1,1,2,1,2,1,174,1598,2513
10354,13,4,6,2,1,1,5,1,2,1,174,1598,2513
10355,14,2,4,1,1,1,2,1,2,1,174,1598,2513
10356,15,3,5,1,1,1,4,1,2,1,174,1598,2513
10357,16,2,4,2,1,1,2,1,2,1,174,1598,2513
10358,17,2,3,1,1,1,3,1,2,1,174,1598,2513
10359,18,2,3,1,1,1,5,1,2,1,174,1598,2513
10360,19,2,4,1,1,1,2,1,2,1,174,1598,2513
10361,20,3,4,2,1,1,6,1,2,1,174,1598,2513
10362,1,2,3,1,1,2,3,1,3,1,175,1599,1977
10363,2,1,4,2,1,1,3,1,3,1,175,1599,1977
10364,3,1,2,1,2,2,4,1,3,1,175,1599,1977
10365,4,2,4,1,2,2,4,1,3,1,175,1599,1977
10366,5,2,3,1,1,1,4,1,3,1,175,1599,1977
10367,7,2,3,1,2,2,1,1,3,1,175,1599,1977
10368,8,2,3,1,2,1,5,1,3,1,175,1599,1977
10369,9,2,4,1,1,1,2,1,3,1,175,1599,1977
10370,10,1,5,1,2,1,1,1,3,1,175,1599,1977
10371,11,2,5,1,1,1,2,1,3,1,175,1599,1977
10372,12,3,4,1,1,1,4,1,3,1,175,1599,1977
10373,14,1,4,1,1,1,3,1,3,1,175,1599,1977
10374,15,1,4,2,1,2,2,1,3,1,175,1599,1977
10375,16,3,6,1,2,2,5,1,3,1,175,1599,1977
10376,17,1,7,2,1,1,2,1,3,1,175,1599,1977
10377,18,3,5,3,1,1,6,2,3,1,175,1599,1977
10378,19,1,2,0,2,2,1,1,3,1,175,1599,1977
10379,20,2,5,2,1,2,2,1,3,1,175,1599,1977
10380,1,3,7,2,1,1,3,1,3,1,175,1600,1970
10381,2,1,4,2,2,2,1,1,3,1,175,1600,1970
10382,3,2,4,1,2,2,4,1,3,1,175,1600,1970
10383,4,2,6,1,1,1,4,1,3,1,175,1600,1970
10384,5,1,4,1,2,1,2,1,3,1,175,1600,1970
10385,6,3,4,1,2,1,3,1,3,1,175,1600,1970
10386,9,2,7,2,1,1,2,1,3,1,175,1600,1970
10387,10,2,4,1,1,2,2,1,3,1,175,1600,1970
10388,11,2,6,1,2,1,2,1,3,1,175,1600,1970
10389,12,2,3,1,1,1,5,1,3,1,175,1600,1970
10390,13,3,5,1,1,1,5,1,3,1,175,1600,1970
10391,14,2,3,1,1,1,5,1,3,1,175,1600,1970
10392,15,2,5,1,2,1,2,1,3,1,175,1600,1970
10393,16,2,5,2,1,1,3,1,3,1,175,1600,1970
10394,17,2,3,1,1,1,2,1,3,1,175,1600,1970
10395,18,3,6,2,1,1,4,1,3,1,175,1600,1970
10396,19,2,3,1,1,1,5,1,3,1,175,1600,1970
10397,20,1,5,2,1,1,2,1,3,1,175,1600,1970
10398,1,3,5,1,1,1,3,1,3,1,175,1601,1842
10399,2,2,5,1,1,1,2,1,3,1,175,1601,1842
10400,3,2,4,1,1,1,3,1,3,1,175,1601,1842
10401,4,2,4,1,1,1,6,1,3,1,175,1601,1842
10402,5,2,4,1,1,1,2,1,3,1,175,1601,1842
10403,6,2,4,2,1,1,2,1,3,1,175,1601,1842
10404,8,3,5,1,1,1,8,1,3,1,175,1601,1842
10405,9,2,3,1,1,2,3,1,3,1,175,1601,1842
10406,10,2,5,1,2,1,3,1,3,1,175,1601,1842
10407,11,1,2,1,2,2,1,1,3,1,175,1601,1842
10408,12,1,4,1,2,1,4,1,3,1,175,1601,1842
10409,13,1,4,1,1,2,2,1,3,1,175,1601,1842
10410,15,2,2,1,2,2,1,1,3,1,175,1601,1842
10411,16,2,5,1,1,1,4,1,3,1,175,1601,1842
10412,17,2,2,1,1,1,3,1,3,1,175,1601,1842
10413,18,1,3,1,2,1,2,1,3,1,175,1601,1842
10414,19,1,1,1,2,1,4,1,3,1,175,1601,1842
10415,20,1,4,1,2,2,2,1,3,1,175,1601,1842
10416,1,1,3,1,2,1,4,1,4,1,177,1602,2103
10417,2,2,3,1,1,1,5,1,4,1,177,1602,2103
10418,4,3,6,1,1,1,6,1,4,1,177,1602,2103
10419,5,2,5,1,1,1,4,1,4,1,177,1602,2103
10420,6,1,2,1,2,2,5,1,4,1,177,1602,2103
10421,8,1,2,0,2,2,1,1,4,1,177,1602,2103
10422,10,2,3,1,1,2,2,1,4,1,177,1602,2103
10423,12,4,6,1,1,1,6,1,4,1,177,1602,2103
10424,13,3,4,1,2,1,4,1,4,1,177,1602,2103
10425,14,2,4,1,1,2,2,1,4,1,177,1602,2103
10426,15,2,3,0,2,2,4,1,4,1,177,1602,2103
10427,16,2,5,2,2,1,2,1,4,1,177,1602,2103
10428,17,4,6,2,1,1,7,1,4,1,177,1602,2103
10429,18,2,4,1,2,2,3,1,4,1,177,1602,2103
10430,19,2,3,1,1,2,8,1,4,1,177,1602,2103
10431,20,1,2,0,2,2,1,1,4,1,177,1602,2103
10432,1,3,5,1,2,1,6,1,4,1,177,1603,1991
10433,2,2,3,1,2,2,4,1,4,1,177,1603,1991
10434,3,3,6,1,1,1,4,1,4,1,177,1603,1991
10435,4,1,4,1,1,1,2,1,4,1,177,1603,1991
10436,5,1,4,1,2,2,2,1,4,1,177,1603,1991
10437,6,2,3,1,2,1,5,1,4,1,177,1603,1991
10438,7,2,2,1,2,2,2,1,4,1,177,1603,1991
10439,8,4,5,2,2,2,4,1,4,1,177,1603,1991
10440,9,3,4,1,2,1,9,1,4,1,177,1603,1991
10441,10,2,3,1,2,1,3,1,4,1,177,1603,1991
10442,11,2,3,1,1,1,5,1,4,1,177,1603,1991
10443,12,2,3,1,2,2,4,1,4,1,177,1603,1991
10444,13,3,4,2,2,1,9,1,4,1,177,1603,1991
10445,14,3,6,1,1,1,4,1,4,1,177,1603,1991
10446,15,2,3,1,2,2,4,1,4,1,177,1603,1991
10447,16,3,5,1,1,1,3,1,4,1,177,1603,1991
10448,17,1,3,1,2,2,3,1,4,1,177,1603,1991
10449,18,1,2,1,2,2,4,1,4,1,177,1603,1991
10450,19,1,6,1,2,1,2,1,4,1,177,1603,1991
10451,20,1,5,1,2,2,3,1,4,1,177,1603,1991
10452,1,1,2,1,2,2,2,1,4,1,176,1604,1689
10453,2,2,3,0,1,2,5,2,4,1,176,1604,1689
10454,3,1,2,1,2,2,2,1,4,1,176,1604,1689
10455,4,3,4,1,2,2,6,1,4,1,176,1604,1689
10456,5,1,3,1,1,1,4,1,4,1,176,1604,1689
10457,6,1,2,0,2,2,3,1,4,1,176,1604,1689
10458,7,2,3,1,1,2,3,1,4,1,176,1604,1689
10459,8,2,4,1,2,2,9,1,4,1,176,1604,1689
10460,10,1,2,1,1,2,2,1,4,1,176,1604,1689
10461,11,2,2,0,2,2,3,1,4,1,176,1604,1689
10462,12,1,1,0,2,2,3,1,4,1,176,1604,1689
10463,13,2,3,1,2,2,6,1,4,1,176,1604,1689
10464,14,1,2,1,2,2,10,1,4,1,176,1604,1689
10465,15,2,3,0,2,2,6,1,4,1,176,1604,1689
10466,16,2,3,1,1,2,3,1,4,1,176,1604,1689
10467,17,1,2,1,1,2,2,1,4,1,176,1604,1689
10468,20,2,3,1,1,2,3,1,4,1,176,1604,1689
10469,1,1,2,1,1,1,4,1,4,1,176,1605,1851
10470,2,2,3,1,2,2,3,1,4,1,176,1605,1851
10471,3,2,3,1,2,2,2,1,4,1,176,1605,1851
10472,6,2,3,1,1,2,3,1,4,1,176,1605,1851
10473,7,2,4,1,2,2,2,1,4,1,176,1605,1851
10474,8,3,3,1,2,2,3,1,4,1,176,1605,1851
10475,9,1,1,1,2,1,5,1,4,1,176,1605,1851
10476,10,2,3,1,2,2,3,1,4,1,176,1605,1851
10477,11,3,4,1,2,1,5,1,4,1,176,1605,1851
10478,12,3,4,1,1,2,5,1,4,1,176,1605,1851
10479,13,2,3,1,1,2,2,1,4,1,176,1605,1851
10480,14,2,2,1,2,2,5,1,4,1,176,1605,1851
10481,15,2,8,1,2,2,3,1,4,1,176,1605,1851
10482,16,1,2,1,2,2,6,1,4,1,176,1605,1851
10483,17,2,4,1,2,2,2,1,4,1,176,1605,1851
10484,18,1,2,0,2,2,3,1,4,1,176,1605,1851
10485,19,2,4,1,1,1,1,1,4,1,176,1605,1851
10486,20,2,4,1,1,2,4,1,4,1,176,1605,1851
10487,21,3,5,1,1,1,4,1,4,1,176,1605,1851
10488,1,4,5,2,1,1,6,1,4,1,177,1606,1734
10489,4,1,3,1,1,2,2,1,4,1,177,1606,1734
10490,5,2,6,3,1,2,5,2,4,1,177,1606,1734
10491,6,1,3,1,1,2,4,1,4,1,177,1606,1734
10492,7,2,4,1,1,1,5,1,4,1,177,1606,1734
10493,8,2,5,1,2,2,2,1,4,1,177,1606,1734
10494,10,3,4,0,2,2,5,1,4,1,177,1606,1734
10495,11,4,6,2,1,2,2,1,4,1,177,1606,1734
10496,12,3,4,2,1,1,3,1,4,1,177,1606,1734
10497,13,3,5,1,1,1,7,1,4,1,177,1606,1734
10498,14,1,2,1,1,2,3,1,4,1,177,1606,1734
10499,15,1,1,0,2,2,1,1,4,1,177,1606,1734
10500,16,1,7,1,1,2,2,1,4,1,177,1606,1734
10501,17,2,3,1,2,1,5,1,4,1,177,1606,1734
10502,18,1,3,1,1,2,4,1,4,1,177,1606,1734
10503,19,1,3,1,1,2,2,1,4,1,177,1606,1734
10504,20,3,3,1,1,1,6,1,4,1,177,1606,1734
10505,1,2,3,1,2,2,5,1,4,1,176,1607,1354
10506,2,1,2,1,1,2,3,1,4,1,176,1607,1354
10507,4,2,3,1,2,2,8,1,4,1,176,1607,1354
10508,5,2,3,0,2,2,4,1,4,1,176,1607,1354
10509,6,2,3,1,1,2,3,1,4,1,176,1607,1354
10510,7,1,5,2,2,2,1,1,4,1,176,1607,1354
10511,8,1,3,1,2,2,1,1,4,1,176,1607,1354
10512,9,2,4,1,1,2,6,1,4,1,176,1607,1354
10513,10,2,4,1,1,2,2,1,4,1,176,1607,1354
10514,11,2,3,0,2,2,4,1,4,1,176,1607,1354
10515,12,2,3,1,2,2,3,1,4,1,176,1607,1354
10516,13,1,4,2,2,2,1,1,4,1,176,1607,1354
10517,14,2,3,1,2,2,3,1,4,1,176,1607,1354
10518,15,2,4,1,1,2,3,1,4,1,176,1607,1354
10519,16,1,3,1,2,2,4,1,4,1,176,1607,1354
10520,17,1,2,1,2,2,3,1,4,1,176,1607,1354
10521,18,1,4,1,1,2,1,1,4,1,176,1607,1354
10522,20,2,5,1,2,2,2,1,4,1,176,1607,1354
10523,2,3,4,1,1,1,6,1,4,1,177,1608,1979
10524,3,2,3,1,1,1,5,1,4,1,177,1608,1979
10525,4,2,5,2,1,1,6,1,4,1,177,1608,1979
10526,6,3,4,3,1,1,1,1,4,1,177,1608,1979
10527,7,3,4,1,2,2,9,1,4,1,177,1608,1979
10528,8,2,4,1,1,2,6,1,4,1,177,1608,1979
10529,12,3,4,1,1,1,6,1,4,1,177,1608,1979
10530,17,4,6,2,1,1,8,1,4,1,177,1608,1979
10531,18,1,3,1,2,2,2,1,4,1,177,1608,1979
10532,19,2,2,1,2,1,2,1,4,1,177,1608,1979
10533,20,2,4,1,2,2,4,1,4,1,177,1608,1979
10534,1,1,2,1,2,2,2,1,1,1,186,1609,2002
10535,3,2,6,3,1,1,4,1,1,1,186,1609,2002
10536,4,2,3,1,1,1,4,1,1,1,186,1609,2002
