"P2_8","P2_3","FAC_HOG","FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE"
1,2,2319,5571,14,1,2,2,3,5,1,1,5,2,2,2,1,1,2,2,2,2,1,2,2,3,2,3,1,2,1,1,1,1,3,3,3,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,2,2,2,2,4,5,2,49,80,890,7244
1,2,2319,5572,15,1,2,3,3,1,1,1,5,1,2,2,1,2,2,2,1,2,1,1,2,3,3,2,2,1,2,3,1,3,3,2,1,1,2,2,1,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,4,5,2,24,80,890,4829
1,3,2319,5573,16,1,5,3,3,6,2,1,7,2,2,2,1,2,2,2,2,2,3,1,3,1,2,3,1,2,1,1,3,1,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,2,2,4,5,1,30,80,890,11106
1,2,2319,5574,17,1,2,2,2,5,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,1,1,1,1,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,9,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,4,5,1,62,80,890,4443
1,3,2319,5575,18,1,3,8,2,6,2,1,4,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,3,3,3,2,2,2,2,4,5,2,20,80,890,7244
2,3,2319,5576,19,1,3,6,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,2,2,1,2,1,3,3,1,1,2,3,2,2,1,2,3,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,2,2,2,2,2,4,5,1,36,80,890,6664
1,1,2319,5577,21,1,1,3,3,5,1,2,1,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,1,1,2,1,2,3,3,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,1,2,1,2,4,5,1,60,80,890,6664
1,1,2131,5578,1,1,1,3,3,5,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,1,3,2,1,2,1,2,4,5,1,30,80,891,4083
1,1,2131,5579,2,1,1,3,2,4,2,2,5,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,1,1,3,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,1,2,4,5,2,59,80,891,6658
1,2,2131,5580,3,1,2,3,3,5,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,3,2,3,1,2,2,1,2,1,1,3,1,2,2,2,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,2,1,2,4,5,1,41,80,891,4083
1,3,2131,5581,5,1,2,0,0,6,2,2,1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,1,1,2,3,2,1,3,3,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,2,2,4,5,1,38,80,891,6125
1,1,2131,5582,6,1,1,2,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,1,1,2,2,3,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,1,2,1,2,4,5,1,43,80,891,4083
1,2,2131,5583,7,1,2,2,6,1,2,1,5,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,2,1,2,1,1,3,3,3,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,4,5,2,22,80,891,4439
1,2,2131,5584,8,1,2,3,3,1,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,3,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,2,2,2,4,5,2,28,80,891,4439
4,1,2131,5585,9,1,1,3,3,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,3,2,2,2,1,1,1,3,3,1,1,2,1,1,1,2,1,4,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,4,5,2,40,80,891,2219
1,1,2131,5586,10,1,1,2,6,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,3,1,1,2,3,1,3,3,3,3,1,1,1,1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,4,5,1,28,80,891,2042
2,1,2131,5587,11,1,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,2,2,2,1,3,3,3,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,1,2,2,2,4,5,1,47,80,891,6125
0,1,2131,5588,12,1,1,0,0,4,2,1,8,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,4,5,2,76,80,891,2219
0,1,2131,5589,13,1,1,0,0,4,2,2,8,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,2,2,2,4,5,1,87,80,891,2042
1,5,2131,5590,14,1,7,3,3,6,2,1,8,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,2,3,2,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,1,2,2,2,4,5,1,93,80,891,12249
3,5,2131,5591,15,1,6,8,4,1,2,2,5,1,2,2,1,1,2,2,2,2,1,2,2,2,3,3,1,2,1,1,1,2,3,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,5,2,23,80,891,11096
1,1,2131,5592,16,1,1,3,3,5,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,3,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,3,2,2,1,1,2,4,5,1,44,80,891,4083
2,3,2131,5593,18,1,3,8,4,5,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,3,3,3,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,2,2,2,2,4,5,2,28,80,891,4439
1,1,2131,5594,20,1,1,6,3,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,3,2,2,2,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,4,5,1,32,80,891,4083
1,3,2654,5595,2,1,3,6,3,6,2,1,4,1,2,2,1,2,2,2,1,2,1,1,2,2,3,2,1,2,1,3,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,2,2,2,2,4,5,1,19,81,892,7625
2,2,2654,5596,3,1,2,8,4,1,2,2,5,1,2,1,1,2,2,2,1,2,1,1,3,1,3,2,1,2,1,2,2,3,1,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,4,5,2,42,81,892,5526
2,1,2654,5597,4,1,1,3,3,1,2,2,7,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,1,1,1,3,1,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,3,2,1,2,2,2,4,5,1,60,81,892,7625
5,3,2654,5598,5,1,3,8,4,1,2,2,3,1,2,1,1,1,2,1,2,2,1,1,2,1,2,3,1,1,1,1,3,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,5,1,31,81,892,12708
1,2,2654,5599,6,1,2,2,6,5,2,2,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,3,1,1,2,1,1,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,4,5,2,52,81,892,8289
0,1,2654,5600,7,1,1,3,3,6,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,3,2,3,3,3,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,1,2,1,2,4,5,2,66,81,892,2763
2,5,2654,5601,8,1,4,6,3,6,2,2,4,1,2,1,2,2,2,2,1,2,1,1,3,1,3,2,1,1,1,3,3,2,1,1,2,1,1,1,1,3,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,3,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,2,1,2,2,4,5,1,21,81,892,7625
2,5,2654,5602,9,1,3,2,5,6,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,3,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,2,2,4,5,2,66,81,892,11052
4,3,2654,5603,10,1,4,9,2,6,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,7,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,3,2,2,1,1,2,4,5,2,33,81,892,11052
0,1,2654,5604,11,1,1,3,3,1,2,2,5,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,3,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,7,3,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,1,2,2,4,5,2,32,81,892,2763
2,2,2654,5605,12,1,2,8,4,5,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,1,3,2,3,3,2,3,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,3,2,2,1,2,2,4,5,2,41,81,892,5526
1,2,2654,5606,13,1,2,8,4,5,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,3,3,1,1,1,1,1,3,3,1,1,2,2,2,1,3,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,9,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,2,2,2,2,4,5,2,40,81,892,5526
1,1,2654,5607,14,1,1,8,5,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,3,1,2,1,1,1,2,3,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,3,1,1,1,1,2,4,5,1,55,81,892,2542
2,1,2654,5608,15,1,1,2,6,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,3,1,1,2,2,3,3,3,3,3,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,2,1,2,2,4,5,1,33,81,892,5083
1,1,2654,5609,16,1,1,6,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,3,2,3,1,2,2,1,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,3,2,1,2,2,2,4,5,1,50,81,892,7625
2,2,2654,5610,17,1,2,3,2,5,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,3,2,1,2,3,1,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,9,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,1,2,2,2,4,5,2,48,81,892,5526
2,1,2654,5611,18,1,1,3,3,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,3,1,2,1,1,1,2,3,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,3,1,1,2,2,4,5,1,58,81,892,7625
1,5,2654,5612,19,1,2,3,3,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,3,1,1,1,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,4,5,2,43,81,892,8289
1,3,2654,5613,20,1,3,6,1,6,2,1,5,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,5,2,21,81,892,8289
2,2,6459,5614,1,1,2,7,3,5,2,2,5,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,1,1,2,1,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,3,2,40,91,893,23855
3,2,6459,5615,2,1,2,3,3,5,2,2,5,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,9,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,2,2,2,2,2,1,3,2,64,91,893,29819
1,2,6459,5616,3,1,2,6,2,5,2,2,5,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,1,1,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,35,91,893,11927
0,1,6459,5617,4,1,1,2,6,5,2,1,6,2,2,2,1,1,2,2,1,2,1,1,3,2,3,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,1,3,1,67,91,893,14128
1,1,6459,5618,5,1,1,2,3,4,2,2,6,2,2,2,2,2,2,2,1,2,1,1,2,3,3,2,1,1,1,3,3,2,3,2,1,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,1,2,2,2,1,3,2,65,91,893,11927
0,1,6394,5619,1,1,1,0,0,4,2,1,8,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,1,3,2,83,91,894,5904
